Gene = SLC22A14
index = 1263
Annotated 5SS: [   42 24245 25060 25423 26825 30822 31188 31644 33414 34227]
Annotated 3SS: [23728 24955 25267 26655 30700 31089 31428 33259 34025 35899]
SMsplice 5SS: [  232 24245 31188 33414 34227]
SMsplice 3SS: [24005 31089 33259 34138 35524]
top_k =  500
Partition function (log Z): -24.039515035120402

Sorted 5' Splice Sites (High to Low Probability):
Position 232: 0.6222596712402525
Position 42: 0.470463469910922
Position 2029: 0.04115154218632028
Position 244: 0.035151426558915844
Position 156: 0.022469879961858587
Position 391: 0.02024984762955518
Position 273: 0.011300660287464912
Position 1862: 0.010530720598067235
Position 3525: 0.009800605436883313
Position 2433: 0.00962889238985805
Position 6701: 0.007152059310302586
Position 3533: 0.0020834267749509925
Position 5573: 0.0018401858838899073
Position 991: 0.0007840701234842202
Position 665: 0.0007465023685847366
Position 704: 0.0005172896092027532
Position 37: 0.0003818733755500757
Position 15: 0.0003393558977745984
Position 938: 0.00021957811041488828
Position 950: 0.00021705758876411097
Position 405: 0.00021228787449208912
Position 420: 0.000182984157907996
Position 96: 0.00011581911224476651
Position 65: 7.303955775016612e-05
Position 2560: 6.279107651552738e-05
Position 464: 4.11576367166637e-05
Position 947: 1.1731494605711022e-05
Position 870: 1.1394851990480238e-05
Position 968: 9.766537015865019e-06
Position 413: 3.3401620348407708e-06
Position 1474: 2.5710163847136525e-06
Position 34: 1.8814907875886932e-06
Position 190: 1.4225405926489062e-06
Position 182: 7.727861604397479e-07
Position 105: 2.5648696160970975e-07
Position 531: 1.9111710833003056e-07
Position 382: 8.19662465698538e-08
Position 236: 7.646984204368337e-08
Position 580: 4.554851927897246e-08
Position 201: 8.019906305460151e-09
Position 98: 6.209066215681302e-09
Position 158: 5.923607845153535e-09
Position 278: 7.659489469210942e-10
Position 423: 1.818942213525502e-10
Position 246: 7.888802226712678e-11
Position 251: 2.8980015598595482e-11
Position 312: 1.3707705435943278e-11
Position 143: 3.851767026367904e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15915: 0.35025833801051154
Position 150: 0.12276655365196334
Position 13545: 0.07976422876188168
Position 1781: 0.07579670305981676
Position 773: 0.06924817931962922
Position 6198: 0.06445650469181687
Position 155: 0.06181709581522821
Position 5980: 0.056377150423210246
Position 7074: 0.050695052985601584
Position 6579: 0.04533875474217732
Position 3424: 0.023178623443778197
Position 2126: 0.01969235581983612
Position 7129: 0.01733290863119849
Position 2333: 0.016827442694108442
Position 3136: 0.012730251379988981
Position 1763: 0.011234897955784282
Position 11020: 0.01061200836547882
Position 11347: 0.01011332467840926
Position 7897: 0.009974851791311422
Position 6490: 0.008612099144917276
Position 9253: 0.007886520153454792
Position 5493: 0.007537352754323598
Position 2141: 0.007398947735890924
Position 272: 0.007289635064006872
Position 7269: 0.007058995793270658
Position 5374: 0.007019687883940067
Position 6951: 0.0059844429997104945
Position 7146: 0.005826175365304246
Position 4139: 0.005008478446616164
Position 5233: 0.004859961169505313
Position 5061: 0.004715719484921405
Position 5680: 0.0042934829297014586
Position 7734: 0.004212415895889628
Position 5474: 0.00386765164727039
Position 7686: 0.00379554759615336
Position 8807: 0.003312142640968947
Position 825: 0.003262536879254609
Position 5816: 0.003226755922551453
Position 453: 0.0030428631660264806
Position 305: 0.0029746354621445164
Position 8226: 0.0026673744189376603
Position 5028: 0.002642245015086447
Position 3096: 0.0024261293647720645
Position 4058: 0.0023400996212635168
Position 4454: 0.002317395512220401
Position 5138: 0.002301456971323288
Position 1627: 0.002291042522845516
Position 4478: 0.0020659746981899142
Position 5421: 0.0019451541421652125
Position 3041: 0.0017882060745696082
Position 3297: 0.0017450473627320297
Position 4143: 0.0015881491981080877
Position 1865: 0.001496964808323474
Position 4031: 0.0014761550570330446
Position 2678: 0.0013241645828396174
Position 1946: 0.0011575351573646173
Position 3597: 0.0011482591336352632
Position 995: 0.0010971981292087873
Position 6151: 0.0010475274532962388
Position 1909: 0.0010050657106825092
Position 4534: 0.0009073485391394785
Position 6563: 0.0008964026164802662
Position 226: 0.0007222451843342144
