Gene = ZC3HC1
index = 1595
Annotated 5SS: [  231  2419 10501 11988 22550 25294 27189 27941 29133]
Annotated 3SS: [ 2306 10349 11903 22421 25138 26944 27727 28925 32718]
SMsplice 5SS: [  231  7824 11988 22550 27189 27941 29133]
SMsplice 3SS: [ 7660 11903 22421 27087 27727 28925 32718]
top_k =  500
Partition function (log Z): -2.6157153794255743

Sorted 5' Splice Sites (High to Low Probability):
Position 11988: 0.9999502002223924
Position 27941: 0.9728491930634248
Position 27189: 0.9290388997587661
Position 7824: 0.9282998289947771
Position 231: 0.9100439422289852
Position 22550: 0.8816728757767086
Position 29133: 0.6962672168832007
Position 25294: 0.5435797885225951
Position 6136: 0.36003185309740815
Position 10501: 0.2911006153331545
Position 2526: 0.2810722541641242
Position 1009: 0.19128521815621
Position 827: 0.19074639025453252
Position 28729: 0.1311706526194778
Position 2478: 0.12791882406216204
Position 3047: 0.043029103759605995
Position 10512: 0.04026658482059769
Position 28679: 0.03885863059831762
Position 8159: 0.03590819456233904
Position 28275: 0.03364905965906025
Position 8300: 0.03302843960226834
Position 32863: 0.026180802733950143
Position 6652: 0.022435666069720767
Position 27881: 0.019890873985113855
Position 28529: 0.019622495326667464
Position 28315: 0.019351981087445583
Position 7183: 0.019336414901248232
Position 28595: 0.018033130887874553
Position 30849: 0.01606267870941758
Position 6068: 0.01535756434988322
Position 6234: 0.01481904256805594
Position 98: 0.01374924367125269
Position 28705: 0.010556789603505722
Position 30020: 0.0077407202599801325
Position 32993: 0.0074142195233347
Position 1537: 0.007353827061448538
Position 2771: 0.007243426530020917
Position 28592: 0.006930234729789351
Position 1556: 0.006629200198792887
Position 2667: 0.006391774484323195
Position 32202: 0.005369441733885144
Position 21612: 0.004930698853730336
Position 464: 0.0035419384511442458
Position 29614: 0.003337775158825371
Position 28287: 0.0030245200500215465
Position 28669: 0.002629471358975993
Position 30667: 0.0024150591908992398
Position 12717: 0.0020720626481474298
Position 28473: 0.002053001894378355
Position 5504: 0.0020044014340823684
Position 28322: 0.001958473669191244
Position 30879: 0.0016826063496377232
Position 2438: 0.0014442262014202187
Position 30959: 0.001412499554422095
Position 30088: 0.0012355605408310433
Position 29184: 0.001135996097247052
Position 763: 0.0011195304551221753
Position 118: 0.0011168341604631312
Position 254: 0.0010330755476397476
Position 28620: 0.0009184181821369549
Position 599: 0.0008958900079995127
Position 1653: 0.0007221803046170058
Position 29954: 0.0006708204307914681
Position 657: 0.0006417732934411227
Position 28517: 0.000597701625491632
Position 28349: 0.0005910719018695347
Position 1756: 0.00046515017706234553
Position 28700: 0.000438758533704416
Position 1142: 0.00037741581608048507
Position 28986: 0.00035092040532735486
Position 299: 0.0003255904186428859
Position 2127: 0.0002885525694484275
Position 1546: 0.00024282194969438273
Position 1174: 0.00020859571214656888
Position 319: 0.00018824165636374595
Position 718: 0.00015478849481719917
Position 476: 0.00013245283915522388
Position 2001: 0.00013010691744794965
Position 1341: 0.00010823621293899326
Position 1533: 7.352538004276786e-05
Position 2005: 5.330966195218244e-05
Position 1298: 4.101486154375392e-05
Position 2051: 3.8849699598614676e-05
Position 243: 3.785828750977228e-05
Position 29153: 2.887651767146675e-05
Position 2587: 2.851193835264063e-05
Position 309: 2.579556672943454e-05
Position 2581: 2.37640005971335e-05
Position 140: 1.8822299090830726e-05
Position 812: 1.55169097456815e-05
Position 235: 1.115235689400214e-05
Position 124: 9.02721071620051e-06
Position 2546: 7.149047141752517e-06
Position 791: 3.205939581571925e-06
Position 489: 1.2755749152653323e-06
Position 847: 8.078964685156774e-07
Position 2495: 5.207319023071035e-07
Position 111: 3.838863645284463e-07
Position 145: 3.787436867200942e-07
Position 292: 3.018738237305953e-07
Position 335: 5.996010082008415e-08
Position 36: 3.650706864909422e-08
Position 261: 1.279083307311961e-09
Position 148: 9.947056832403443e-10
Position 223: 3.8497115624847067e-10
Position 371: 1.9999900323311064e-10
Position 629: 1.0446033165516737e-10
Position 408: 6.393919359642719e-12
Position 410: 5.1016223931895046e-12
Position 379: 2.7977172979252202e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 27727: 0.9908400528924709
Position 11903: 0.9285647830231445
Position 7660: 0.9282998289947776
Position 27087: 0.9147125955424301
Position 22421: 0.8816728757767086
Position 28925: 0.8455182020138818
Position 25138: 0.5435797885225951
Position 5962: 0.38214378119874015
Position 10365: 0.3313672001537522
Position 2306: 0.32195026533451604
Position 32718: 0.250354036993524
Position 30732: 0.2123640645798589
Position 28428: 0.19259290792000228
Position 699: 0.08004296904419654
Position 29282: 0.07683578102070546
Position 898: 0.06308377874642336
Position 930: 0.058416885674211896
Position 30809: 0.05198426893145325
Position 32979: 0.04938688118473474
Position 962: 0.0476183397802331
Position 29899: 0.045914221849429816
Position 28235: 0.04477247212804927
Position 8019: 0.042080172013868905
Position 2331: 0.04072301608359843
Position 2748: 0.03871471864381643
Position 28577: 0.03760851178688265
Position 30634: 0.037034587532014614
Position 745: 0.027996493786255884
Position 32763: 0.02782262101671465
Position 2465: 0.02639029447816434
Position 11836: 0.024905948058161154
Position 29307: 0.024608617726610656
Position 8181: 0.022570197655780746
Position 6593: 0.02060189481788257
Position 11878: 0.020056297408830984
Position 7015: 0.019336414901248218
Position 11818: 0.01890926673136941
Position 2432: 0.01853956470044228
Position 30084: 0.017393056827390375
Position 28964: 0.015231529638534164
Position 31846: 0.015042887372711183
Position 26944: 0.01432630421633617
Position 33121: 0.014248476233316683
Position 33077: 0.013389805299098575
Position 28190: 0.012030888445596076
Position 2611: 0.010368187315171262
Position 1385: 0.009728464225991712
Position 6176: 0.008064678816607036
Position 30788: 0.0075246166625994836
Position 11867: 0.0075139050008866375
Position 748: 0.007496912356108339
Position 28390: 0.0065745318860137
Position 416: 0.0053381026019076626
Position 715: 0.005026549519274038
Position 21475: 0.004930698853730336
Position 30279: 0.004360066390507605
Position 28164: 0.004342934151551226
Position 7973: 0.0042862772574116595
Position 1486: 0.00417858627824024
Position 2879: 0.004132854768542431
Position 28522: 0.003897664799751817
Position 27783: 0.0034001482554224176
Position 30770: 0.0032373836709409195
Position 874: 0.003196463062644098
Position 28617: 0.003069269631889742
Position 718: 0.003007357901909276
Position 32682: 0.0029974994215118886
Position 29686: 0.002931286900256643
Position 29595: 0.002852806354231189
Position 823: 0.002820480699716583
Position 2287: 0.0025637206836700336
Position 2898: 0.002544342506662093
Position 29445: 0.002417538812694479
Position 31904: 0.002341268057922238
Position 32103: 0.0023331233397257027
Position 611: 0.0022572772282765286
Position 31250: 0.002213856490055107
Position 28134: 0.002204382033230901
Position 430: 0.002195085535878086
Position 29758: 0.002173034224307847
Position 6527: 0.001833771251838197
Position 31762: 0.001791771354986563
Position 31370: 0.0017910806109673434
Position 30923: 0.001595110236047998
Position 30189: 0.0015725323880883728
Position 32136: 0.0014782900605301743
Position 32738: 0.001457336039541378
Position 12598: 0.0014386663312430038
Position 5412: 0.00130931741981426
Position 599: 0.0012078329842283091
Position 29494: 0.0011740907725698287
Position 29229: 0.0011655516746111453
Position 31207: 0.0010761293146989625
Position 578: 0.0010181129561632248
Position 1530: 0.0010147965949615033
Position 29629: 0.0009445940663079125
Position 352: 0.0009275644331886314
Position 563: 0.0009233049484220227
Position 33022: 0.0009083545718326158
Position 28942: 0.0008581772677594164
Position 28550: 0.0007455923031998148
Position 5362: 0.0006950840142681088
Position 762: 0.0006503212679030256
Position 560: 0.0006143923449267311
Position 2310: 0.0006037511328624816
Position 29848: 0.0005865203245741892
Position 30000: 0.0005498190060361295
Position 31876: 0.0005456600762995315
Position 29055: 0.0004675741603616604
Position 28210: 0.0004577449290378208
Position 335: 0.00043645650238986923
Position 12594: 0.00036194042685235136
Position 30944: 0.0003597595934373915
Position 1975: 0.0003494413711369153
Position 1107: 0.00029954681591514256
Position 28409: 0.0002707545751822064
Position 29037: 0.0002605169983909275
Position 28155: 0.00025382026201661704
Position 621: 0.0002422238831026059
Position 633: 0.00023927019719567201
Position 2190: 0.00022862727269459978
Position 12531: 0.00022137034533616692
Position 701: 0.00020104640492556877
Position 2841: 0.00016880057039558678
Position 28073: 0.00015979238638262657
Position 1590: 0.00012467985433026519
Position 2916: 0.00012120261670144009
Position 629: 0.00010090261961170499
Position 28885: 9.455004353515132e-05
Position 1607: 8.913795434290094e-05
Position 1723: 8.868785288791414e-05
Position 1635: 7.701359525162822e-05
Position 772: 7.656623429993198e-05
Position 645: 7.49427299867395e-05
Position 653: 6.730390036922506e-05
Position 464: 5.784313358787177e-05
Position 826: 5.396006940270694e-05
Position 12618: 5.0213164225895254e-05
Position 1396: 4.958343272438685e-05
Position 2573: 4.8856697115344855e-05
Position 1430: 4.5409048231870366e-05
Position 186: 3.739376217556281e-05
Position 174: 3.6398724456036806e-05
Position 902: 3.565379272425698e-05
Position 1860: 3.310695219034413e-05
Position 2001: 3.251840770479028e-05
Position 678: 3.0257580434746028e-05
Position 1555: 3.0054465756330548e-05
Position 979: 2.763809833455752e-05
Position 2335: 2.620448012469848e-05
Position 900: 2.555587638617747e-05
Position 2402: 1.562990184141333e-05
Position 1775: 1.557791879760294e-05
Position 214: 1.4571640152896566e-05
Position 163: 1.4408713858087902e-05
Position 160: 1.2157440464422032e-05
Position 2353: 1.0862131064611862e-05
Position 1824: 1.0407678103717643e-05
Position 1236: 9.816822470259664e-06
Position 29102: 9.462101450124828e-06
Position 663: 9.389936289786978e-06
Position 2513: 8.457054029489894e-06
Position 1007: 8.093044561354281e-06
Position 21713: 8.039456068648576e-06
Position 193: 4.749824471118398e-06
Position 670: 3.598668990246238e-06
Position 469: 2.196950638518786e-06
Position 362: 2.1428119173456568e-06
Position 12109: 1.2130580890145264e-06
Position 489: 7.730172052110975e-07
Position 216: 5.335640873843676e-07
Position 755: 5.202271187406371e-07
Position 471: 4.816867483917902e-07
Position 12134: 3.906749835813497e-07
Position 2614: 2.0024955902005827e-07
Position 220: 1.1583768826221052e-07
Position 1028: 3.664227321400078e-08
Position 999: 3.6461309089587876e-08
Position 1428: 3.2699718299005646e-08
Position 308: 8.668925867920241e-09
Position 1242: 6.557839808884565e-09
Position 1001: 4.765718304159263e-11
Position 268: 3.4131604826060976e-11
Position 198: 1.2293343977110517e-11
Position 145: 4.343974841879714e-12
Position 121: 2.875737954520853e-12
Position 109: 6.815158543350959e-14
Position 148: 3.9395385240327515e-14
Position 275: 2.224684794236719e-14
Position 278: 8.610024363163568e-15
Position 235: 7.575536861969301e-15
Position 132: 2.3383501870788443e-15
Position 102: 2.005779745919049e-15
Position 243: 1.996182015126702e-15
Position 289: 1.6813202638713272e-15
