Gene = SRPRB
index = 1334
Annotated 5SS: [  112 21970 22671 23791 27167 31694 32900]
Annotated 3SS: [21642 22575 23712 27083 31556 32844 35519]
SMsplice 5SS: [  112  9415 13649 17333 22671 23791 27167 29119 32900]
SMsplice 3SS: [ 9321 13541 17094 22575 23712 27083 29015 32844 35519]
top_k =  500
Partition function (log Z): -1.6292395085851448

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.919675874882682
Position 32900: 0.895900649234747
Position 22671: 0.8697298284067586
Position 13649: 0.8356657598127464
Position 17333: 0.8112299107793645
Position 27167: 0.8019625478560732
Position 9415: 0.7909186461002529
Position 29119: 0.7121220792688684
Position 23791: 0.5929519987617395
Position 28332: 0.5221603362510756
Position 31694: 0.4951004471115027
Position 5026: 0.3732092430804272
Position 23883: 0.3645380702997098
Position 17637: 0.36251387541020297
Position 29269: 0.2995477730680114
Position 5031: 0.19981080497375317
Position 13622: 0.1643342401872525
Position 11457: 0.1437722990711986
Position 35788: 0.1414409459464157
Position 33912: 0.11890688316525481
Position 9836: 0.11618598171724537
Position 10686: 0.10963078942675326
Position 26991: 0.10290194403844792
Position 35312: 0.08358454239183427
Position 29396: 0.0800628622456126
Position 8588: 0.07555238232183982
Position 12233: 0.06771390366302493
Position 32951: 0.06331291347841797
Position 570: 0.06024294063015229
Position 8432: 0.050671260371221605
Position 206: 0.048241483160787677
Position 35307: 0.0407752232080936
Position 28542: 0.03623918709328413
Position 31643: 0.023912438503132172
Position 29854: 0.019943168931529538
Position 5254: 0.01656107260505748
Position 4546: 0.015994362255900074
Position 33485: 0.015646440762153026
Position 3950: 0.01471944998140466
Position 5499: 0.012213144191225992
Position 3628: 0.012117287277595368
Position 2843: 0.009468894951080867
Position 8630: 0.008833653272837897
Position 1006: 0.008208826653871381
Position 34097: 0.007836488055520181
Position 139: 0.007696497449771381
Position 379: 0.007693265519825451
Position 35422: 0.007637817258538309
Position 31600: 0.007469926099169178
Position 33635: 0.0061423050097881
Position 2151: 0.004945004717826522
Position 4677: 0.0045168095108935645
Position 31649: 0.004257155595718728
Position 736: 0.003738981884101009
Position 2020: 0.0036661441674116515
Position 3014: 0.0028797502094861076
Position 34398: 0.0028014337501496645
Position 33230: 0.0027682060823387296
Position 2860: 0.0024633981399005966
Position 33602: 0.00228691857689635
Position 7408: 0.0021373572139105276
Position 34995: 0.0019813406590806614
Position 32527: 0.00195404492333621
Position 34077: 0.0018595242735747414
Position 35820: 0.0014069272541352646
Position 33275: 0.0013010039969792867
Position 34126: 0.0011316279722234793
Position 4685: 0.0010033593344716243
Position 1636: 0.0009418450577140083
Position 32923: 0.0006887391499600852
Position 4033: 0.0005233836503345813
Position 1182: 0.0004689436441080088
Position 33611: 0.00038303209862584637
Position 3356: 0.0003653856514003929
Position 33291: 0.0003493704284915485
Position 144: 0.00024102274485096666
Position 369: 0.0001467614020097924
Position 371: 0.0001387760548541987
Position 92: 3.1615878866282255e-05
Position 188: 3.038697035547217e-05
Position 397: 1.6616314772918093e-05
Position 751: 1.2057472229395539e-05
Position 417: 1.1732636071900384e-05
Position 121: 9.018635178385641e-06
