Gene = BSDC1
index = 145
Annotated 5SS: [   45   369  7670 10619 13235 15725 16234 16479 18187 26002]
Annotated 3SS: [  307  7552 10450 13179 15608 16164 16399 17706 25897 27793]
SMsplice 5SS: [   45   369  7670 10619 13235 15725 16234 16479 26002]
SMsplice 3SS: [  307  7552 10450 13179 15608 16164 16399 25897 28491]
top_k =  500
Partition function (log Z): 4.904027230691732

Sorted 5' Splice Sites (High to Low Probability):
Position 369: 0.998806044239901
Position 7670: 0.9568930458625992
Position 10619: 0.9474286316772184
Position 16479: 0.84837836100373
Position 16234: 0.838600134502882
Position 13235: 0.7490707186081739
Position 45: 0.7136144441107242
Position 15725: 0.6804235047341393
Position 6027: 0.5022019868894444
Position 4952: 0.4460784259572038
Position 10362: 0.328374234646392
Position 21231: 0.22090288144852735
Position 18187: 0.21885021667733587
Position 9287: 0.1973147469202749
Position 19106: 0.1898420432905476
Position 17850: 0.15570333023990612
Position 16496: 0.15041974966587782
Position 7474: 0.1225747712024531
Position 17045: 0.11702665168016137
Position 6364: 0.10532673645534656
Position 13623: 0.10315574435414329
Position 3113: 0.08430816382165636
Position 224: 0.08379192857603401
Position 6286: 0.0796143498871026
Position 13257: 0.07642409206328221
Position 19905: 0.07363740670474969
Position 897: 0.06812124405997867
Position 6300: 0.04980595335705381
Position 189: 0.044021969689653315
Position 7695: 0.04310695296837241
Position 1603: 0.043088655367955114
Position 181: 0.039607119400487265
Position 5246: 0.03866773525037918
Position 128: 0.03814257771214475
Position 13103: 0.034047252797758575
Position 19966: 0.03348600730212109
Position 15442: 0.03194626165481123
Position 18001: 0.02975869094813709
Position 5814: 0.02973426805764062
Position 17056: 0.02617346449600867
Position 15924: 0.025532543330703247
Position 15997: 0.025311144406093403
Position 21667: 0.024487150402222917
Position 119: 0.022880986650064748
Position 17823: 0.018022332991326
Position 7386: 0.01669137211171009
Position 20202: 0.011760009255548636
Position 15779: 0.011759956788400956
Position 11478: 0.010840524114079804
Position 5967: 0.010648133081327827
Position 4559: 0.00832764831965566
Position 19756: 0.0075876212951092505
Position 11850: 0.006750856315901899
Position 13752: 0.006182779007855656
Position 13315: 0.006034605647690987
Position 9048: 0.0050685861635977264
Position 200: 0.0038417486538808564
Position 16203: 0.0037394828052357953
Position 6423: 0.003535563992253808
Position 10322: 0.0034985660337736426
Position 20011: 0.003315227911243236
Position 12542: 0.0031745771864898796
Position 9282: 0.002962140531643363
Position 12063: 0.002738841665489707
Position 10332: 0.0024749070872584016
Position 16834: 0.0024052953437153075
Position 6398: 0.002363389721096986
Position 11688: 0.002182066467019886
Position 5262: 0.002178138963997004
Position 1912: 0.0020057895352030924
Position 1426: 0.001906598010373293
Position 94: 0.001894620802443185
Position 5: 0.0018584623055654926
Position 3212: 0.0016217772541693549
Position 5188: 0.001600884749313482
Position 1193: 0.0014569081078580246
Position 2539: 0.0014563564011862667
Position 13243: 0.0013904392521255195
Position 2007: 0.001365791992076389
Position 13386: 0.0010366141262422883
Position 17272: 0.0009667831186531084
Position 15: 0.0009476608817004436
Position 3398: 0.000897253678749855
Position 20407: 0.0008392358007377335
Position 13354: 0.0008360599956110104
Position 8453: 0.0007154501216305029
Position 685: 0.0006743067970953033
Position 17832: 0.0006520758774082062
Position 17578: 0.0005780632795970944
Position 6220: 0.0005258929935075585
Position 13274: 0.0005139496661882512
Position 100: 0.0004383255819373891
Position 2377: 0.0004110284866061014
Position 12587: 0.000397294188317381
Position 12697: 0.0003785551044458241
Position 16257: 0.00037738014746205154
Position 1647: 0.00026718188325526923
Position 3647: 0.0001810867958458981
Position 13220: 0.00015588159969728903
Position 13265: 0.0001355619378574546
Position 1189: 5.378626496480939e-05
Position 942: 4.517168330894616e-05
Position 2801: 2.6102127694847635e-05
Position 1839: 2.5692528516959497e-05
Position 53: 2.3133402707156305e-05
Position 2043: 2.0874873631041665e-05
Position 1082: 1.7770065631351032e-05
Position 113: 1.7652968961005246e-05
Position 546: 1.4404604971373645e-05
Position 2335: 1.2591013129000527e-05
Position 1701: 1.1326330807993079e-05
Position 1995: 9.239827798713182e-06
Position 2749: 7.774813302447902e-06
Position 1064: 6.862374925835816e-06
Position 168: 6.727754294606113e-06
Position 12: 5.960898820331649e-06
Position 862: 5.348253499207298e-06
Position 605: 5.081587020979928e-06
Position 430: 4.5369191758105296e-06
Position 20: 4.517709038162291e-06
Position 590: 3.483535948157765e-06
Position 71: 2.8922546472912897e-06
Position 709: 2.6264120180595656e-06
Position 807: 1.931192496666827e-06
Position 279: 1.3032523383971767e-06
Position 575: 1.123710907556757e-06
Position 917: 7.464557627312299e-07
Position 561: 5.690908211919304e-07
Position 775: 5.57397451171817e-07
Position 173: 5.010722970499697e-07
Position 145: 4.920211620002333e-07
Position 544: 4.630753392122106e-07
Position 323: 2.43829990159673e-07
Position 8027: 1.7411915779670062e-07
Position 315: 5.137435707974828e-08
Position 1103: 2.8969922012330565e-08
Position 1170: 2.725704054073046e-08
Position 56: 2.162600872963119e-08
Position 291: 5.921915681820625e-09
Position 10761: 4.518432578761051e-09
Position 293: 3.91906353181686e-09
Position 512: 1.940359002174462e-09
Position 466: 8.136920945418523e-10
Position 7604: 3.204733255758735e-11
Position 382: 1.1210586839832749e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7552: 0.9984101447672773
Position 16399: 0.9924804086415148
Position 307: 0.8841346182654592
Position 16164: 0.840631316732049
Position 13179: 0.7245727516694099
Position 10450: 0.599204712930834
Position 15608: 0.5951331583567598
Position 21167: 0.4637514690176506
Position 17706: 0.4621743122722903
Position 5896: 0.3497010380361278
Position 4818: 0.23204744764467505
Position 19884: 0.23085704360440132
Position 21825: 0.2250388406883072
Position 10541: 0.21105017897936837
Position 4866: 0.19842002632297018
Position 6124: 0.186725304108633
Position 10309: 0.16964384203410468
Position 18914: 0.15546647908207642
Position 13035: 0.13991030508752358
Position 16904: 0.1233232629153602
Position 7385: 0.12321215092824682
Position 5846: 0.10842407585839929
Position 9175: 0.1056875143869171
Position 10122: 0.09012648006491278
Position 10508: 0.08662128767364259
Position 15643: 0.07659233341525325
Position 27124: 0.07445320919871365
Position 21516: 0.07334136591867327
Position 15570: 0.06719069483248827
Position 10263: 0.06613256559094706
Position 17894: 0.0628767580212399
Position 3080: 0.05986407231007688
Position 13441: 0.052972555863647346
Position 5922: 0.05162317461042308
Position 9026: 0.043755305672332344
Position 6164: 0.04323807849623252
Position 222: 0.04321665995232587
Position 1391: 0.042742627630237486
Position 13518: 0.04216212896140594
Position 18270: 0.042071184885543025
Position 5101: 0.041426815839050724
Position 9124: 0.03947471024708788
Position 18709: 0.03866691817910423
Position 5633: 0.03283609952346284
Position 774: 0.032660804737513635
Position 14975: 0.031946261654811216
Position 21478: 0.026802737615986092
Position 10399: 0.022177306833085938
Position 10239: 0.018847274620135492
Position 18035: 0.017608217026149314
Position 20234: 0.017404198770599247
Position 20333: 0.017087674920252604
Position 7266: 0.0166913721444733
Position 265: 0.016452386835153182
Position 13472: 0.014203838536945701
Position 18867: 0.01344186190574433
Position 3012: 0.01339257156249992
Position 502: 0.012807386950621414
Position 10212: 0.012696135621004977
Position 608: 0.012122901562720239
Position 23173: 0.011245055457645578
Position 6285: 0.011208503801495717
Position 4482: 0.011071802417760622
Position 11380: 0.010836393363680629
Position 17954: 0.010827950695423713
Position 9202: 0.010276813192838408
Position 16909: 0.009590359421747255
Position 17784: 0.007697866731851368
Position 19555: 0.0075876212951092505
Position 21429: 0.007579134343991505
Position 18812: 0.00729264045719296
Position 16189: 0.006802636965700262
Position 4830: 0.006754836278854383
Position 2943: 0.006615452318596472
Position 11583: 0.006022101131375374
Position 16981: 0.006002883385108461
Position 288: 0.005845748268485606
Position 3056: 0.0056584495983412276
Position 17801: 0.005646075509950443
Position 12945: 0.0049208065213598405
Position 15531: 0.004110962654835208
Position 10171: 0.003988483984526336
Position 4899: 0.00386269909105814
Position 17319: 0.003862440923637407
Position 16786: 0.0036374386045063215
Position 8914: 0.0034592146943763363
Position 745: 0.0032265780652210555
Position 11754: 0.002909879402534075
Position 19073: 0.0022644329180539777
Position 12224: 0.0020239193100755853
Position 8888: 0.0017978123054153033
Position 16405: 0.0016203113546015048
Position 11991: 0.0015213527974873658
Position 946: 0.0014715715090396996
Position 684: 0.001467913524244925
Position 638: 0.0014480392827652885
Position 4741: 0.0014207569395050126
Position 10315: 0.0012880756305122774
Position 1853: 0.0012427385791535248
Position 12011: 0.0012174888680023398
Position 17744: 0.001134873010693205
Position 12465: 0.0011298148186976958
Position 618: 0.0011050553467624004
Position 1911: 0.001074909056512805
Position 730: 0.0009848684330184812
Position 1411: 0.0009589814789384189
Position 7603: 0.000952474337183771
Position 17742: 0.000921260009359101
Position 1387: 0.0008721055693189718
Position 17037: 0.0008634345774053646
Position 2813: 0.0008460522451673596
Position 789: 0.0008381385446822589
Position 1461: 0.0007948565216176545
Position 5159: 0.0007564812170222104
Position 16763: 0.0007045684823287282
Position 763: 0.0006529847695092535
Position 2425: 0.000651392527893453
Position 17166: 0.0005969580617354781
Position 16789: 0.0005939666125626432
Position 16700: 0.0005720975064997957
Position 643: 0.0005640574328001572
Position 9114: 0.0005095580150812414
Position 2122: 0.0004940616971381327
Position 16713: 0.000491710282584073
Position 16850: 0.0004506810133293326
Position 4478: 0.00043809918902616273
Position 12385: 0.00041813724603398036
Position 1877: 0.0004056355595148006
Position 16725: 0.00040544084489478745
Position 16402: 0.0004045150420308338
Position 311: 0.0003914191639123419
Position 2145: 0.00039118266377996075
Position 8748: 0.00038454510146733017
Position 827: 0.00038100382124272854
Position 12554: 0.0003785551044458241
Position 8298: 0.00033265893958660454
Position 17708: 0.0003080434147148044
Position 2890: 0.00030803727332355654
Position 1806: 0.0003062985553095036
Position 2283: 0.00028953496486448246
Position 4396: 0.0002873975375052331
Position 17096: 0.00026840909383981856
Position 5119: 0.0002634619076167368
Position 16669: 0.00021268541506836445
Position 8295: 0.00019899570816433573
Position 3540: 0.00018108679584589765
Position 672: 0.00016106288308664232
Position 1289: 0.00015648734099214047
Position 3083: 0.00014167885964247608
Position 523: 0.0001178803818658907
Position 18775: 0.00011079446081689762
Position 4681: 0.00010300885550480629
Position 583: 8.557162795716458e-05
Position 8132: 8.470788123888773e-05
Position 13008: 8.390936958496944e-05
Position 16875: 8.224857500866e-05
Position 16619: 8.078297259546726e-05
Position 1548: 6.911680415186941e-05
Position 13068: 6.247573558110724e-05
Position 12994: 5.257624378060487e-05
Position 8156: 4.932936618911954e-05
Position 16675: 4.5216359304672036e-05
Position 16579: 4.390636477957618e-05
Position 8374: 3.5874773841660004e-05
Position 68: 3.426675342013022e-05
Position 2704: 3.387694099729555e-05
Position 2334: 3.160788137422645e-05
Position 13048: 2.6473283092879365e-05
Position 1009: 2.4887839946081947e-05
Position 16826: 2.3984438931903708e-05
Position 16691: 2.314400436904776e-05
Position 1714: 2.0220000145747705e-05
Position 16736: 1.9465797788046783e-05
Position 161: 1.9153692084899746e-05
Position 2362: 1.8063864570423957e-05
Position 1602: 1.6751954659984287e-05
Position 12921: 1.587778429406269e-05
Position 1246: 1.3102636209720078e-05
Position 16554: 1.092843383852193e-05
Position 466: 1.0194083187861472e-05
Position 981: 9.813283535513404e-06
Position 782: 9.580350843713871e-06
Position 666: 7.767085461094095e-06
Position 166: 7.577958076344624e-06
Position 1551: 7.263877455701781e-06
Position 16648: 6.373953590436326e-06
Position 1106: 6.362159878860683e-06
Position 132: 5.821099486992636e-06
Position 209: 5.589137260165605e-06
Position 1874: 4.711003705227072e-06
Position 399: 4.246534940299096e-06
Position 197: 4.164991063133588e-06
Position 2289: 4.132301300689729e-06
Position 439: 4.081644972429648e-06
Position 1774: 4.033600372814338e-06
Position 1013: 4.030267008716807e-06
Position 1941: 3.7720192508357066e-06
Position 168: 3.662693107426107e-06
Position 1313: 3.383681611070533e-06
Position 1268: 3.2463500428196926e-06
Position 7881: 3.189972748330177e-06
Position 7924: 3.171690896638796e-06
Position 8446: 3.156874992353539e-06
Position 234: 3.1101613758115406e-06
Position 652: 3.0635996165809054e-06
Position 137: 2.8782798856111104e-06
Position 92: 2.7753925601569224e-06
Position 8230: 2.2574688710204595e-06
Position 8300: 2.251315535564647e-06
Position 11003: 2.1345569450853257e-06
Position 11320: 1.9961934540885186e-06
Position 402: 1.7246509356546567e-06
Position 344: 1.1973731127559897e-06
Position 961: 1.1763891819805979e-06
Position 950: 1.158541690244575e-06
Position 341: 1.0816915772531078e-06
Position 11780: 9.422490123360782e-07
Position 544: 8.86705400173643e-07
Position 3212: 8.805869276316505e-07
Position 1075: 7.545400421050677e-07
Position 527: 7.529340112557863e-07
Position 994: 7.422415635170062e-07
Position 1809: 7.256107492144884e-07
Position 1189: 6.786370302655217e-07
Position 966: 6.309568913439394e-07
Position 693: 5.665759835641484e-07
Position 1103: 5.234604332266316e-07
Position 113: 4.745019348043129e-07
Position 1085: 4.6104939415441203e-07
Position 912: 4.539744410089887e-07
Position 804: 4.3371606177570944e-07
Position 670: 4.2447979854132844e-07
Position 1082: 4.0872727887950873e-07
Position 185: 3.9912077110859633e-07
Position 834: 3.691802806630857e-07
Position 901: 2.491781432173036e-07
Position 473: 1.9464418038844947e-07
Position 699: 1.8557122774510496e-07
Position 625: 1.3353747509780262e-07
Position 865: 1.248311965383262e-07
Position 1128: 1.21234436750162e-07
Position 796: 1.1539368092228247e-07
Position 1393: 1.1035078084336646e-07
Position 839: 1.0179563535603781e-07
Position 555: 8.254315435134109e-08
Position 1485: 6.810619440810837e-08
Position 331: 4.34460485601339e-08
Position 111: 2.7311767758714736e-08
Position 7898: 2.0366418267815102e-08
Position 173: 8.973855983382873e-09
Position 357: 6.675794284634268e-09
Position 7933: 5.103557784952522e-09
Position 7808: 4.77874773158232e-09
Position 1644: 4.062692250208694e-09
Position 346: 3.2962590577071032e-09
Position 561: 4.109383894375067e-10
Position 363: 2.2576819614918262e-10
Position 747: 1.1849157686678075e-10
Position 354: 1.0041700677784404e-10
Position 709: 4.077492361653312e-11
Position 885: 3.828745358266831e-11
