Gene = NSA2
index = 963
Annotated 5SS: [ 372 2127 2373 3819 7069]
Annotated 3SS: [1938 2221 3638 6875 9611]
SMsplice 5SS: [ 372 2127 2373 3819 7069]
SMsplice 3SS: [1938 2221 3638 6875 9611]
top_k =  500
Partition function (log Z): 3.6907366808011504

Sorted 5' Splice Sites (High to Low Probability):
Position 2127: 0.9986936679069113
Position 2373: 0.9934342648168726
Position 3819: 0.9221989343576525
Position 372: 0.9113071619531294
Position 10481: 0.6349407427018693
Position 1828: 0.6263435489395417
Position 7069: 0.6206272565672749
Position 7003: 0.2714965763590989
Position 5430: 0.2296484918058998
Position 10983: 0.18912353755279956
Position 6102: 0.07134459261123774
Position 9932: 0.04393401879248214
Position 6062: 0.040842277282278946
Position 9801: 0.03980310943217843
Position 8484: 0.03438349640408486
Position 10074: 0.03353984921027102
Position 454: 0.031606470863149494
Position 1250: 0.02482069763024694
Position 4646: 0.019503677318514497
Position 559: 0.018351145063953647
Position 4641: 0.015761691030638948
Position 3666: 0.012675884282073845
Position 3126: 0.012545481919035928
Position 447: 0.010866341236549528
Position 1744: 0.0104630284132015
Position 839: 0.007898848195497393
Position 414: 0.006805901392628497
Position 4055: 0.006083411052918085
Position 9998: 0.005871572447697657
Position 3561: 0.0054666436516675404
Position 1422: 0.005401092834256717
Position 7023: 0.0053650945723839145
Position 1262: 0.005077943871601405
Position 1136: 0.0048242502183479035
Position 3851: 0.004439272666644422
Position 254: 0.0042264101109295415
Position 3508: 0.003976985563803161
Position 2604: 0.0037351619496837577
Position 1242: 0.003524583140129456
Position 8043: 0.0035158201174979357
Position 464: 0.0030938231482833464
Position 8083: 0.002895704760092487
Position 4804: 0.0024671144048782597
Position 3531: 0.0024058598792728804
Position 2917: 0.002290740630705587
Position 3374: 0.0019764535284181642
Position 8229: 0.001971229555327197
Position 2331: 0.0019481217480057998
Position 7803: 0.0017161588785163636
Position 1330: 0.0015740443455228704
Position 7471: 0.0015469758586137438
Position 1412: 0.0013078593857929661
Position 8166: 0.0011460390359498108
Position 3112: 0.001026314611214071
Position 1144: 0.0009888516830431795
Position 3377: 0.000906606292128028
Position 7017: 0.0007542885955586314
Position 9029: 0.0007255492129479536
Position 500: 0.0006618017139119088
Position 2985: 0.0006570023505858608
Position 7554: 0.000642611523016608
Position 3206: 0.000494801117714166
Position 68: 0.0004466899868557864
Position 1103: 0.0004172101436712883
Position 38: 0.00041469651036903435
Position 3283: 0.0003629490965992972
Position 3023: 0.0003592146883181487
Position 1795: 0.0002957393847623121
Position 1811: 0.00024709554563285576
Position 2066: 0.00019001537409508518
Position 1832: 0.00018365680292828273
Position 2435: 0.00018170722283206896
Position 726: 0.00016302974446548633
Position 1199: 0.00015776171819039837
Position 3198: 0.0001485877398603533
Position 3158: 0.00012544759717943803
Position 2039: 0.00011796892076985326
Position 513: 0.00011284945879548566
Position 1369: 0.00010431215853279709
Position 1854: 8.537075838661127e-05
Position 223: 8.025928661598433e-05
Position 292: 7.602936826606345e-05
Position 8560: 6.851197246861683e-05
Position 3837: 6.0097460695568016e-05
Position 282: 5.1316069374697144e-05
Position 3522: 4.8193900671600606e-05
Position 143: 4.4088856440690016e-05
Position 2789: 4.3571971829312594e-05
Position 1867: 4.243624702492398e-05
Position 943: 3.950256134016993e-05
Position 2021: 3.35494990555042e-05
Position 910: 2.9577198106272785e-05
Position 1571: 2.7858859158678334e-05
Position 2544: 2.551476592265135e-05
Position 220: 2.1150630756978196e-05
Position 1377: 2.0341152068335138e-05
Position 939: 1.6067578207490846e-05
Position 3155: 1.459895868456583e-05
Position 1436: 1.4461179671545392e-05
Position 1154: 1.2974589665489605e-05
Position 461: 1.280978427096924e-05
Position 2131: 1.1697408546080465e-05
Position 958: 1.1410347951332695e-05
Position 7840: 1.1020451377396343e-05
Position 1177: 1.061881998640764e-05
Position 2157: 1.0568290720243158e-05
Position 1635: 8.84128575661635e-06
Position 408: 8.776720468516813e-06
Position 3753: 7.530735853075729e-06
Position 2134: 6.9496930996153866e-06
Position 2508: 5.055365759426593e-06
Position 2286: 5.017859190226017e-06
Position 3923: 4.781442060309733e-06
Position 141: 4.702267654188267e-06
Position 3002: 4.034972651699581e-06
Position 3208: 3.9475166734435316e-06
Position 21: 3.891603605764503e-06
Position 2708: 3.5885275124215364e-06
Position 3744: 3.26343551540865e-06
Position 2731: 3.1422342405258854e-06
Position 930: 5.85785758401827e-07
Position 1967: 4.2128511823625634e-07
Position 418: 4.1750473834529463e-07
Position 859: 4.158484747207722e-07
Position 2468: 3.928379720816678e-07
Position 924: 3.922994939813914e-07
Position 712: 3.2029643066266987e-07
Position 1893: 2.7619381507236066e-07
Position 284: 2.0737444468172844e-07
Position 702: 1.8570963543475455e-07
Position 2828: 1.672714441995237e-07
Position 267: 7.466943709207783e-08
Position 2392: 7.466452179287844e-08
Position 296: 3.2046928577679884e-08
Position 279: 3.03709963379145e-08
Position 2449: 2.281395793478313e-08
Position 2723: 6.198380221977911e-09
Position 244: 2.1725103595921296e-09
Position 508: 1.2815094230558558e-09
Position 638: 1.933345307572402e-11
Position 600: 9.637870393369206e-12
Position 176: 7.160978078394903e-12
Position 363: 3.2790328459835935e-14
Position 322: 1.2254236244976406e-16

Sorted 3' Splice Sites (High to Low Probability):
