Gene = CENPK
index = 344
Annotated 5SS: [   71  1672  8372 10676 11605 20367 34052 34250 34717 41694]
Annotated 3SS: [ 1603  8221 10618 11531 20319 33968 34150 34589 41639 44534]
SMsplice 5SS: [   71  4509  8372 10708 11605 20367 34052 34250 34717]
SMsplice 3SS: [ 4388  8221 10507 11531 20319 33968 34150 34589 35758]
top_k =  500
Partition function (log Z): -11.524301053244937

Sorted 5' Splice Sites (High to Low Probability):
Position 4509: 0.9862005784441307
Position 8372: 0.9757878067909167
Position 11605: 0.9568823961227965
Position 71: 0.9138966294826228
Position 6153: 0.6613131057217919
Position 20367: 0.6418109038941703
Position 10708: 0.6115777860243466
Position 1706: 0.3490609475232683
Position 366: 0.2996471832586783
Position 16571: 0.2925622799553682
Position 18569: 0.25437495885414296
Position 11176: 0.2483564895856166
Position 18105: 0.23130445117880025
Position 1975: 0.22330004450702223
Position 14127: 0.2099624692649099
Position 10676: 0.18166784384377316
Position 548: 0.17013257503642445
Position 6956: 0.11735281770686144
Position 6958: 0.0862809738987443
Position 12063: 0.0860118699775662
Position 7191: 0.0731255251234792
Position 1866: 0.05001815888737404
Position 5870: 0.04973790684824761
Position 2858: 0.04767879381828078
Position 14279: 0.03529679419059377
Position 1672: 0.027638557467641597
Position 11133: 0.027429617854771125
Position 8170: 0.02607190601157973
Position 5686: 0.018151119349557623
Position 11884: 0.0169462941332943
Position 2814: 0.01563162691798136
Position 2559: 0.012695956425998934
Position 10075: 0.012670491449184983
Position 2807: 0.009904728843324403
Position 9962: 0.008851130123329736
Position 11413: 0.008792928981293868
Position 14542: 0.008674437478553737
Position 14865: 0.008220789774169996
Position 11097: 0.00781860880738919
Position 12044: 0.006802286986201537
Position 2831: 0.006528780535181322
Position 9457: 0.005882114923159923
Position 10543: 0.005273087459222517
Position 133: 0.004167100128452693
Position 15304: 0.004108543139882322
Position 8723: 0.0039738168041486945
Position 11237: 0.0035975463919251517
Position 14193: 0.003127997954397435
Position 9184: 0.0030966873642987256
Position 1068: 0.0030243451815563207
Position 16036: 0.002946994354059056
Position 262: 0.0025540192868720468
Position 468: 0.002479239002772617
Position 15076: 0.002198161307295732
Position 9399: 0.0020627958256413535
Position 363: 0.0018765872217553047
Position 15272: 0.0015801311320588582
Position 9453: 0.0008674667259446843
Position 753: 0.0008491040855282987
Position 10004: 0.0008237735388497607
Position 1019: 0.0007535448750709944
Position 13486: 0.000625374078676424
Position 91: 0.0005931515743840267
Position 6276: 0.0005036284346258541
Position 1324: 0.00042458487933011375
Position 1328: 0.00041992760742872245
Position 1551: 0.00032270310935205847
Position 1549: 0.000293764056811925
Position 726: 0.00026133245373744695
Position 103: 0.0002295788361438578
Position 1227: 0.0002161929383319239
Position 4098: 0.0002090578334025736
Position 1521: 0.00020141157273769524
Position 571: 0.00018567797037345653
Position 1553: 0.00016713157301971297
Position 6280: 0.00015762003483553756
Position 11487: 0.00015428746657772738
Position 1561: 0.00015268423412923086
Position 1563: 0.00014838518400463353
Position 4072: 0.0001476061061309356
Position 1559: 0.00014757991038824515
Position 1565: 0.00014447678505451992
Position 1557: 0.000137168379597976
Position 1870: 0.00013142967529781188
Position 778: 0.0001285251017570288
Position 1555: 0.00012612660195041538
Position 1604: 0.0001187616006036063
Position 11749: 0.00010702173586250773
Position 53: 0.00010550664789201382
Position 1309: 0.00010332438599791278
Position 3450: 9.082770464942249e-05
Position 1536: 8.065772270058203e-05
Position 11636: 7.775144051492815e-05
Position 392: 6.977509443910544e-05
Position 627: 6.262295817069266e-05
Position 65: 6.137708283350287e-05
Position 293: 4.959037304091134e-05
Position 9957: 3.6464074270774774e-05
Position 1026: 3.567557218068727e-05
Position 11553: 3.296520973739639e-05
Position 876: 2.879249502208545e-05
Position 9344: 2.5414295997673835e-05
Position 1966: 1.804034560027167e-05
Position 278: 1.7531639690271628e-05
Position 11761: 1.5772527932041112e-05
Position 9500: 1.5685355416839544e-05
Position 1264: 1.2766910256328818e-05
Position 9392: 1.1506821572425845e-05
Position 445: 9.131250503628348e-06
Position 187: 8.091984645193237e-06
Position 370: 7.978820722857172e-06
Position 281: 6.058299331613084e-06
Position 9832: 5.478266262433302e-06
Position 1819: 4.737207300704875e-06
Position 1955: 4.28111440213694e-06
Position 6: 4.05823656628141e-06
Position 1855: 3.0066478873797646e-06
Position 57: 2.1399259138513853e-06
Position 382: 8.106527512312288e-07
Position 397: 7.820293212263961e-07
Position 124: 1.1862621559903633e-07
Position 376: 1.0502935023529255e-07
Position 113: 5.2531266250438533e-08
Position 318: 4.323605236871709e-08
Position 192: 2.1379090651035683e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11531: 0.9488635296256557
Position 20319: 0.8188337930712891
Position 4388: 0.7955654329562813
Position 8221: 0.5751486816251768
Position 1603: 0.5238822761729369
Position 10507: 0.4100396683243785
Position 16406: 0.3454204016785557
Position 26552: 0.34431819116074236
Position 6002: 0.30012241378431437
Position 10410: 0.2963773663507052
Position 18470: 0.27675497297496576
Position 6080: 0.263720677005376
Position 10983: 0.23455184995435852
Position 14005: 0.23169035326532844
Position 17979: 0.2196442922542344
Position 473: 0.16263762828714096
Position 8269: 0.15354600453284392
Position 8154: 0.13292818889970465
Position 4364: 0.13237289762015775
Position 23728: 0.12429522467185879
Position 304: 0.12268445004626735
Position 11925: 0.10108072992102925
Position 159: 0.10017440563973616
Position 6862: 0.0926928244343379
Position 8090: 0.07928732188545436
Position 27435: 0.07768329489902094
Position 7046: 0.06895174298640815
Position 10618: 0.06707799467813592
Position 8234: 0.06063436322297665
Position 1671: 0.06003268807423411
Position 6888: 0.05727381495504137
Position 4199: 0.054197465331423715
Position 10912: 0.05033984062375114
Position 22015: 0.038898611927488745
Position 5955: 0.03836330357395618
Position 18021: 0.037654889349766234
Position 6720: 0.03411561178391343
Position 25524: 0.030359944974735452
Position 5790: 0.02926112255563691
Position 2602: 0.029197774980894705
Position 6052: 0.028584478646440512
Position 19298: 0.02783938886572554
Position 1824: 0.027189977572988275
Position 2651: 0.02090605628196965
Position 1495: 0.020024878411661
Position 6694: 0.01993316452662285
Position 11673: 0.019603330955084704
Position 1870: 0.018346097548926743
Position 9871: 0.01713258442774633
Position 14075: 0.015706523338188148
Position 5497: 0.015377925045937721
Position 6110: 0.015123250411836403
Position 21286: 0.014139474774570095
Position 6039: 0.013770289320576206
Position 5743: 0.01373267185958868
Position 2713: 0.013341560804179487
Position 11486: 0.012385809351410286
Position 10522: 0.011504703751469059
Position 2744: 0.01146049524677628
Position 18221: 0.011436741321036073
Position 14208: 0.01087279061434572
Position 11350: 0.009288946637282346
Position 9325: 0.008850753907220827
Position 10074: 0.008352392415116396
Position 14698: 0.008220789774169996
Position 22601: 0.007728817291645886
Position 15205: 0.0075939207715593465
Position 14413: 0.00745099212878445
Position 11921: 0.005356760765414188
Position 2134: 0.004872253469247649
Position 10031: 0.004401739137986051
Position 21791: 0.004387344194106612
Position 175: 0.0042704072710358235
Position 2410: 0.004106092827112798
Position 2558: 0.004048814737572371
Position 2318: 0.0037086001915210436
Position 15784: 0.0035252671919521394
Position 5453: 0.0034439946042334915
Position 10675: 0.003427623609840721
Position 14992: 0.003305546387614192
Position 9049: 0.0030963739665456594
Position 5601: 0.0030525487927571767
Position 10954: 0.002885314326289474
Position 359: 0.002754374568433417
Position 1971: 0.0026058475262460148
Position 8499: 0.002547216741799268
Position 4316: 0.002528052989739812
Position 11801: 0.002427502418195191
Position 5965: 0.0022179495049942538
Position 10370: 0.0020659840746924825
Position 223: 0.0020535246462058117
Position 5794: 0.0018392254684967161
Position 6746: 0.0015235924365813534
Position 6999: 0.0013714131527512415
Position 362: 0.0010735944043068677
Position 928: 0.0010482997040917167
Position 247: 0.0009379001244940911
Position 8541: 0.0008759814530583957
Position 17221: 0.000869387014404469
Position 9714: 0.0008530138861652965
Position 1144: 0.0008484081363232582
Position 6700: 0.0008446988656026504
Position 2770: 0.0007892280633753413
Position 917: 0.0007353709902420137
Position 966: 0.0007289399365172998
Position 16701: 0.0007287598542297674
Position 4172: 0.0007096018856822739
Position 4243: 0.0006887603964544643
Position 5818: 0.000686035029287524
Position 11857: 0.0006420745135344217
Position 842: 0.0006361077445574532
Position 12307: 0.0005955198415808289
Position 3983: 0.0004950312039247029
Position 8584: 0.00043653330792734325
Position 13436: 0.00042640699205618156
Position 951: 0.00040250826998052843
Position 13805: 0.0003919267942003115
Position 608: 0.0003732118306404037
Position 5400: 0.0003325549829166069
Position 7978: 0.0003151526363407588
Position 428: 0.0003054074522075174
Position 12335: 0.00025546048523820985
Position 15154: 0.00023572854006969127
Position 5295: 0.0002349398027103898
Position 777: 0.00017601659101589725
Position 13387: 0.00016214035435111593
Position 11945: 0.0001607060291491204
Position 13335: 0.00014739826711152035
Position 12489: 0.00012904369932103136
Position 1082: 0.00011761245051399415
Position 8641: 0.00011408530136369171
Position 1180: 0.00010146560178856839
Position 12093: 9.49734531770356e-05
Position 3365: 9.082770464942247e-05
Position 488: 8.623914693615618e-05
Position 12996: 7.799154985873768e-05
Position 1609: 5.975686654590047e-05
Position 1252: 5.592066539741771e-05
Position 6626: 5.245358782594367e-05
Position 547: 5.1827834917996946e-05
Position 1703: 4.663829255301847e-05
Position 187: 3.598004588849918e-05
Position 491: 3.1434851804819473e-05
Position 12257: 2.593915154903913e-05
Position 1374: 2.4216592433124117e-05
Position 936: 2.357327904449742e-05
Position 253: 2.165453084969489e-05
Position 1106: 1.749673148015752e-05
Position 405: 1.5898470259585144e-05
Position 9167: 1.438582956117681e-05
Position 434: 1.1976841731907352e-05
Position 2336: 9.009938117431122e-06
Position 402: 8.580413520064754e-06
Position 1499: 4.949654296576125e-06
Position 4637: 4.469901576861281e-06
Position 249: 3.738926569821603e-06
Position 271: 1.3902972182293836e-06
Position 1210: 1.1340198183987242e-06
Position 274: 7.554203042324207e-07
Position 1682: 6.000814829235915e-07
Position 805: 2.9358643685076043e-07
Position 9120: 1.5760870396622528e-07
Position 278: 7.414226251358649e-08
Position 718: 6.265945579204933e-08
Position 439: 2.224764054347817e-08
Position 260: 1.8890316661511133e-08
Position 124: 1.4936968087460896e-08
Position 408: 1.2444652419894458e-08
Position 1022: 1.1820473287365004e-08
Position 714: 7.811459845469742e-09
Position 118: 3.1110301461959856e-09
Position 132: 2.3528480886672153e-09
Position 75: 5.728925892284846e-10
Position 370: 2.889109696694515e-10
Position 90: 1.5932633390306717e-14
