Gene = TSC1
index = 1494
Annotated 5SS: [   79  9589 15855 17421 19035 21274 22803 23259 32340 33169 33620 34051
 37321 37891 39041 40211 40971 42017 43033 43907 47199 47438]
Annotated 3SS: [ 9525 15668 17316 18881 21128 22647 23184 32163 33052 33507 33928 37250
 37785 38481 40166 40803 41833 42921 43783 47010 47275 47866]
SMsplice 5SS: [   79  9589 10156 17421 19035 19807 21274 22803 23259 32340 33169 37321
 39041 40971 43033 43907 44426 47199 47438]
SMsplice 3SS: [ 9525  9841 17316 18881 19681 21128 22647 23184 32163 33052 37250 38908
 40803 42921 43783 44180 47010 47275 48844]
top_k =  500
Partition function (log Z): 33.86464109824044

Sorted 5' Splice Sites (High to Low Probability):
Position 17421: 0.9972868667050272
Position 47199: 0.9960928329884522
Position 37321: 0.9906587605142815
Position 22803: 0.9825253671374048
Position 9589: 0.9739145665475142
Position 43907: 0.9545176314795254
Position 21274: 0.9473310101753065
Position 40971: 0.9421127841045296
Position 47438: 0.932085933156335
Position 43033: 0.9232239637748888
Position 32340: 0.9108374659047133
Position 23259: 0.8872720228225882
Position 39041: 0.8471037837338681
Position 19035: 0.8114222659651191
Position 44426: 0.7980907245532567
Position 33169: 0.7534848312286923
Position 10156: 0.6928260987733783
Position 37891: 0.5987856197838876
Position 23812: 0.5434237510007961
Position 19807: 0.4655458434141914
Position 34051: 0.455719447261074
Position 1154: 0.4142426988761074
Position 79: 0.40931584276447824
Position 22035: 0.3867858018818351
Position 50: 0.3826619786284394
Position 25525: 0.33225121785457135
Position 43453: 0.32806700695269414
Position 40126: 0.3107994815587098
Position 13413: 0.26641710929758483
Position 21838: 0.25716837201488746
Position 42652: 0.2336260406330359
Position 33620: 0.2296889825479336
Position 19783: 0.21456843679960946
Position 42017: 0.21169126817066894
Position 2407: 0.1952630997627884
Position 37716: 0.19346541949001111
Position 38039: 0.18493463749956635
Position 9842: 0.17857897367528502
Position 75: 0.16027672992061232
Position 41181: 0.1558074368821237
Position 4122: 0.1540720501728181
Position 40211: 0.15081609147987687
Position 28919: 0.12898911664480223
Position 44074: 0.12536608872077612
Position 23543: 0.12522837496023873
Position 18194: 0.11508234357179863
Position 30647: 0.10481452830982177
Position 43301: 0.10183368195535487
Position 15807: 0.09673943254388158
Position 23322: 0.09338242367260256
Position 20424: 0.09136501653519172
Position 16422: 0.08207831035874474
Position 16432: 0.07814054787019624
Position 1036: 0.07730019987878754
Position 33212: 0.07715791875691068
Position 21860: 0.0762068093212459
Position 42991: 0.07480754563122849
Position 23735: 0.06520744822896282
Position 15855: 0.06452365585226255
Position 15604: 0.06268317567735913
Position 37896: 0.05924309245170432
Position 33240: 0.04800934880350048
Position 47938: 0.04709826843426159
Position 21311: 0.046336226358122914
Position 32356: 0.04545929237560726
Position 20895: 0.0446668100870015
Position 21794: 0.04462555954867313
Position 16436: 0.04434051807864922
Position 40929: 0.042626122201567015
Position 38001: 0.04258360480698887
Position 18297: 0.042275625171628604
Position 18157: 0.04178733488563728
Position 43240: 0.041131964670851555
Position 26086: 0.04096152182412092
Position 41879: 0.03984878818639421
Position 45858: 0.03967864456301739
Position 12449: 0.038908745973177575
Position 11357: 0.03423389763902498
Position 51499: 0.03213749751438945
Position 40135: 0.03045813468751042
Position 47303: 0.02932516882600948
Position 43328: 0.028759182440546753
Position 41939: 0.026222828328100307
Position 41468: 0.025814601812377297
Position 45167: 0.025294139788059125
Position 41216: 0.023941209496212118
Position 41683: 0.021590610735226595
Position 48157: 0.02134999982428911
Position 45297: 0.020493417258824656
Position 12568: 0.02020752139299665
Position 384: 0.019028736168367637
Position 21762: 0.018892078050923217
Position 45536: 0.018323024178924664
