Gene = MYCBP
index = 902
Annotated 5SS: [ 815 1088 6544 7226]
Annotated 3SS: [1014 6494 7095 9390]
SMsplice 5SS: [ 572 1088 7226]
SMsplice 3SS: [1014 7095 9390]
top_k =  500
Partition function (log Z): -10.294951026935145

Sorted 5' Splice Sites (High to Low Probability):
Position 1088: 0.8585560471384244
Position 7226: 0.5539727543613067
Position 572: 0.4424014373667782
Position 511: 0.26287694559374475
Position 815: 0.10773589324512539
Position 158: 0.063166860320322
Position 2832: 0.04585031000422997
Position 1047: 0.045431900900032955
Position 5460: 0.04035780996112841
Position 1515: 0.039343069905129216
Position 345: 0.032915491235978034
Position 1533: 0.02758212682455003
Position 442: 0.0216832163367758
Position 6544: 0.021287065424479112
Position 1495: 0.020212394035733654
Position 6785: 0.014375171690965532
Position 2863: 0.010349391660914191
Position 9796: 0.009153279469879726
Position 256: 0.00894491983495269
Position 1109: 0.007663590853819153
Position 9189: 0.007002997964337488
Position 703: 0.006982997333035899
Position 1214: 0.006296929867051205
Position 901: 0.005826124661043433
Position 7183: 0.005249324687739757
Position 6556: 0.004733380300640818
Position 923: 0.0035065988393434134
Position 1031: 0.0026886499284797553
Position 6947: 0.0025841253368369638
Position 1788: 0.0021710062940420447
Position 409: 0.0020441172463514876
Position 16: 0.0014270372866168224
Position 2340: 0.001084473779158541
Position 866: 0.0010707936274390426
Position 450: 0.00103506502232465
Position 7442: 0.0010343485144835337
Position 852: 0.0009883925562089728
Position 7764: 0.0008837059158505144
Position 7072: 0.0008664290279354491
Position 1261: 0.0006977727217901646
Position 877: 0.0005888144299272164
Position 1793: 0.0005419112490477229
Position 69: 0.0005222409297922525
Position 692: 0.00047965063630819464
Position 1507: 0.00039945531037301337
Position 5462: 0.00036060085975554674
Position 2613: 0.00021470957967311956
Position 153: 0.00018310973254315446
Position 2390: 0.00016378844914193344
Position 1415: 0.0001223196522704595
Position 695: 0.00011751739474701427
Position 400: 0.00011497703539630941
Position 1266: 9.695132694085853e-05
Position 3126: 9.185201984589435e-05
Position 926: 8.300774930400846e-05
Position 3574: 8.03986517131151e-05
Position 57: 3.236539968858873e-05
Position 652: 1.9424913766662002e-05
Position 155: 1.880751314018656e-05
Position 1066: 1.765931628685659e-05
Position 468: 1.1838960567440199e-05
Position 764: 1.1055419281942068e-05
Position 6997: 8.9006443803132e-06
Position 1226: 9.0908062196004e-07
Position 888: 2.7562093275224236e-07
Position 391: 1.2865783419802928e-07
Position 5: 1.0067355029339922e-07
Position 224: 3.620412561968585e-08
Position 195: 2.001125967327961e-08
Position 183: 6.921887597581815e-10
Position 185: 3.819437297745754e-10
Position 40: 3.564934542527769e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1014: 0.8625076555319144
Position 9390: 0.665882605996569
Position 7095: 0.3181237767260919
Position 6494: 0.12618190412760508
Position 7105: 0.10852650435501511
Position 5206: 0.07080661477703724
Position 7115: 0.06891332871429551
Position 1356: 0.06491651307080433
Position 2711: 0.0570514338737004
Position 7052: 0.051864338678277846
Position 6661: 0.047679767211527904
Position 9038: 0.0377539766120279
Position 8314: 0.029769199811339877
Position 1359: 0.027675935273390614
Position 9351: 0.023984067120709315
Position 3308: 0.016865928138729
Position 10637: 0.014752577473146391
Position 10153: 0.013894816904621026
Position 10742: 0.010560650954312745
Position 9842: 0.007265303289258096
Position 957: 0.0051237217571615
Position 8310: 0.004180016837223036
Position 10514: 0.004071885898894905
Position 900: 0.002855746288187756
Position 758: 0.0027698140556965834
Position 7600: 0.002709668031363631
Position 9740: 0.0027033608146761756
Position 9626: 0.0026197736691923787
Position 9518: 0.002397244717984504
Position 1696: 0.0023372146640114333
Position 667: 0.0022851458101585116
Position 360: 0.0022546635526791998
Position 9623: 0.0022376677923506665
Position 242: 0.002176619205441583
Position 10539: 0.0020489785653119777
Position 2755: 0.0020273785624975683
Position 7354: 0.0018701897445965914
Position 1155: 0.0017439001853692966
Position 738: 0.001630964044841255
Position 10199: 0.0015962722004248735
Position 9956: 0.0014287130969962653
Position 2223: 0.0014060559470717192
Position 5202: 0.0013214504221741833
Position 7424: 0.0011301207412083437
Position 3629: 0.0011298931111276534
Position 8470: 0.001105664287233875
Position 642: 0.0010427462055250837
Position 1315: 0.0010165268397333092
Position 468: 0.0007321093478932443
Position 5872: 0.0007223292239118314
Position 3242: 0.0007105789419203267
Position 6202: 0.000611237210170118
Position 1391: 0.000586378790201477
