Gene = LEKR1
index = 778
Annotated 5SS: [    70   3071  26676  94388 101298 116408 152969 166424 166971 185200
 198618 202096]
Annotated 3SS: [  2978  26460  94267 101121 116221 152886 166345 166766 185105 198452
 201795 219032]
SMsplice 5SS: [    70   3071  26681  37479  42202  76400  94192  94388  95456 101298
 116408 166424 166971 170064 170268 185200 198618 202096 208794]
SMsplice 3SS: [  2978  26460  37353  42111  76196  94092  94267  95295 101121 116221
 166345 166766 169998 170185 185105 198452 201943 208664 219032]
top_k =  500
Partition function (log Z): -108.95007178068992

Sorted 5' Splice Sites (High to Low Probability):
Position 3071: 0.7901979001662189
Position 70: 0.617306214429182
Position 4772: 0.5077284591935685
Position 574: 0.3543170182221946
Position 7790: 0.25923396484626604
Position 5754: 0.12376799913061164
Position 7434: 0.12355246818528991
Position 5980: 0.059299279545429705
Position 4814: 0.04285862694484493
Position 3307: 0.0205089468743212
Position 1036: 0.016096424994242776
Position 553: 0.014584255799793496
Position 803: 0.008996584465880099
Position 3352: 0.008744359995795373
Position 364: 0.008320949075002883
Position 206: 0.006315204159509565
Position 277: 0.004769886380810555
Position 3639: 0.004567440249376239
Position 3938: 0.00408219906332435
Position 10331: 0.0036212137929250037
Position 433: 0.0034667713910438713
Position 1763: 0.003415342884266571
Position 5581: 0.003192040705993893
Position 10515: 0.003124363089091969
Position 3490: 0.002263548340755506
Position 2266: 0.0021121171634743176
Position 1586: 0.001992185309000537
Position 4260: 0.0018242306462900942
Position 1993: 0.0017731371906893165
Position 3705: 0.0012255188623382122
Position 4193: 0.001114978870408469
Position 4458: 0.0010140518578640838
Position 4803: 0.0006563024179787158
Position 4951: 0.00044015115221802216
Position 4147: 0.00028722660822362675
Position 4132: 0.00026625146447178613
Position 3295: 0.00026184999075601687
Position 4070: 0.00022675304226174402
Position 3290: 0.00019785592973101977
Position 3392: 0.0001825220223345755
Position 3346: 0.00015460010183417208
Position 3243: 0.00013135195730347123
Position 380: 5.417987803546713e-05
Position 5786: 4.476446184637911e-05
Position 247: 3.797269671785514e-05
Position 603: 3.5967372395771605e-05
Position 523: 2.933867258471289e-05
Position 663: 2.5351135090191192e-05
Position 736: 1.0930280094209476e-05
Position 249: 5.573767793066749e-06
Position 108: 4.964330553417215e-06
Position 64: 3.978865547602175e-06
Position 122: 2.479911929354988e-06
Position 519: 1.855305281598455e-06
Position 1116: 8.35750989566795e-07
Position 481: 7.524944842377015e-07
Position 683: 2.3727011259692465e-07
Position 578: 2.1164921093934486e-07
Position 17: 1.2607173975885282e-07
Position 544: 8.943897621177841e-08
Position 592: 3.82759597663362e-08
Position 58: 3.39144914496195e-08
Position 130: 2.2976693415995796e-08
Position 471: 1.6414880537572663e-08
Position 443: 6.935464233484672e-09
Position 437: 5.724331785057182e-09
Position 41: 4.634853647021947e-09
Position 138: 4.170834174274677e-09
Position 415: 1.4092961431490349e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4687: 0.582444671959883
Position 2978: 0.49556824177583825
Position 7617: 0.22066199035284711
Position 2997: 0.2131344600839158
Position 16721: 0.16666703978962996
Position 12568: 0.13203917060678955
Position 11713: 0.1193224680753522
Position 10042: 0.09070130124468613
Position 5856: 0.07885253488624376
Position 5453: 0.07778324966101544
Position 10309: 0.07316775294696001
Position 7268: 0.06568390362888445
Position 7971: 0.06282919979198542
Position 5722: 0.05955794478498109
Position 2904: 0.05250623035606747
Position 14388: 0.044685923520026025
Position 7838: 0.037548266112731515
Position 9042: 0.03481658259219737
Position 7500: 0.030147532278364086
Position 7215: 0.02972833862994014
Position 3168: 0.027802806762949904
Position 7503: 0.021052120779558044
Position 8648: 0.019371087646963978
Position 363: 0.019251648136027144
Position 9588: 0.018590813009858174
Position 7304: 0.017779482188102762
Position 3882: 0.017641409825026638
Position 12157: 0.015602147066639479
Position 7361: 0.015241146465936588
Position 8268: 0.014349025570501283
Position 12981: 0.011913796718742754
Position 6104: 0.011102085685124455
Position 3223: 0.009312512362780476
Position 8022: 0.008922755308395107
Position 2768: 0.008893341128445423
Position 7873: 0.008119455426389564
Position 2874: 0.00798620833587572
Position 8396: 0.007956301598726793
Position 6881: 0.005944677332080662
Position 2672: 0.0057723638336386164
Position 3020: 0.004538473188676257
Position 5376: 0.00428248326706397
Position 5806: 0.003723142870844225
Position 4003: 0.0032089516278822556
Position 2771: 0.003143500868526597
Position 3545: 0.0031431036246602076
Position 2147: 0.002963336812130285
Position 11428: 0.00261569777158821
Position 1613: 0.0023587496697829065
Position 675: 0.0022621361590918626
Position 1920: 0.0019099872399743556
Position 930: 0.0018329747575330443
Position 3573: 0.0018006512307540544
Position 8794: 0.001783363148867033
Position 7878: 0.001740110230984984
Position 3290: 0.0016793142953333777
Position 3733: 0.0014259025440813077
Position 451: 0.0012793416769518752
Position 293: 0.0012710668922217316
Position 466: 0.0012003419533366114
Position 4325: 0.001113478301454565
Position 3272: 0.001104782307277196
Position 828: 0.0010840432425582459
Position 415: 0.0010595148629691025
Position 936: 0.0009665253969948411
Position 1447: 0.0009094059266177319
Position 1666: 0.0008917142503312691
Position 848: 0.0008252599724251346
Position 873: 0.0008214151371231137
Position 1415: 0.0008084794972993486
Position 1859: 0.0008040302098108175
Position 1893: 0.0006933409398681025
Position 412: 0.0005249983083513492
Position 1397: 0.0005137059026924416
Position 3458: 0.0005004994708603759
Position 557: 0.0004788663297861664
Position 3493: 0.00045471857520043525
Position 3243: 0.00043175648358407696
Position 1532: 0.00039135785172969144
Position 257: 0.0003829162171225728
Position 881: 0.00037912661858869364
Position 3414: 0.0003672620596744144
Position 3269: 0.0003442889572347567
Position 4177: 0.00028916068347268313
Position 3860: 0.0002796273998063893
Position 3958: 0.0002768942506654268
Position 702: 0.00026023973594642246
Position 453: 0.00022389657054545516
Position 4981: 0.00021950227094051574
Position 5867: 0.00020612249633496614
Position 4845: 0.0002042875773168889
Position 4140: 0.00020223405023701274
Position 271: 0.0001841823210449901
Position 2611: 0.00016337988363086906
Position 2434: 0.00016210283209958182
Position 2846: 0.0001524328234729743
Position 4519: 0.00014324639786590304
Position 471: 0.00012128243141543794
Position 1381: 0.00010861269591767898
Position 2020: 0.00010492514129781206
Position 2242: 9.47806625651182e-05
Position 1291: 8.17387449879117e-05
Position 3295: 6.707278520129351e-05
Position 989: 6.602572381159622e-05
Position 952: 6.252955162393988e-05
Position 2482: 4.7628299766074646e-05
Position 1777: 4.619065602935916e-05
Position 477: 3.606332962467656e-05
Position 962: 3.485644067521496e-05
Position 394: 3.160362257998389e-05
Position 736: 3.1580911013910407e-05
Position 369: 2.5605937878516443e-05
Position 601: 2.440855936117695e-05
Position 1582: 2.1163542619680844e-05
Position 2614: 6.774732568994784e-06
Position 2550: 4.850867282806258e-06
Position 186: 4.4525567751149693e-07
Position 4692: 3.085879813234431e-07
Position 3139: 1.8064503280649432e-07
Position 567: 8.954494438596653e-08
Position 708: 8.257631269703157e-08
Position 159: 2.9662850621169297e-08
Position 384: 2.2945609215541374e-08
Position 157: 2.2265135842147954e-08
