Gene = OGG1
index = 983
Annotated 5SS: [ 480 1249 2006 4942 6678 6873]
Annotated 3SS: [1000 1825 4759 6526 6822 7099]
SMsplice 5SS: [ 480 2006 4942 6678]
SMsplice 3SS: [1825 4759 6557 7099]
top_k =  500
Partition function (log Z): 0.20455308851889065

Sorted 5' Splice Sites (High to Low Probability):
Position 4942: 0.9674093403927215
Position 2006: 0.9226297111653587
Position 480: 0.9204059915711258
Position 6678: 0.6611013921386335
Position 854: 0.3810563934110197
Position 6873: 0.28937969138567476
Position 1249: 0.20528512489650597
Position 2196: 0.10107365233470911
Position 4553: 0.07998188763809595
Position 812: 0.0755591690172211
Position 1641: 0.0684577890810531
Position 188: 0.06546933976178597
Position 305: 0.057582432248943986
Position 2014: 0.052930533598054164
Position 215: 0.05017601371477985
Position 4271: 0.02293715801205236
Position 4645: 0.022237365848039696
Position 741: 0.01857865305893425
Position 828: 0.017897361382891757
Position 1679: 0.01374133126202431
Position 2010: 0.013369785853079562
Position 4816: 0.012799531590917934
Position 6687: 0.010545146808918566
Position 4957: 0.007411708710751151
Position 859: 0.00653293319693288
Position 613: 0.006467792458984951
Position 53: 0.003515024063838002
Position 589: 0.003052422840263427
Position 1414: 0.00282010365592968
Position 4680: 0.0027574699803658014
Position 1157: 0.002301451307453414
Position 6951: 0.0022606510622939814
Position 1702: 0.0022169400695268952
Position 551: 0.0021121872234346663
Position 2181: 0.0018929594063012876
Position 6720: 0.0018050044485829948
Position 4355: 0.0016717802505514282
Position 4465: 0.0014825520692213214
Position 3271: 0.0013961983025664096
Position 2254: 0.001188168267419299
Position 2894: 0.0011365375086737942
Position 656: 0.001090296027013623
Position 1050: 0.000843375173467502
Position 201: 0.0007690814428763421
Position 233: 0.0007422639484312428
Position 2218: 0.0006910605247109868
Position 4637: 0.0006878421006532812
Position 1742: 0.0005793529861844399
Position 1230: 0.0005443499752549303
Position 927: 0.0005366621391751172
Position 814: 0.0005041746929550869
Position 3003: 0.0004623351041736226
Position 2259: 0.00036774252930378234
Position 1272: 0.00032372302386309915
Position 2269: 0.00025252279153304677
Position 251: 0.0002351302405015093
Position 20: 0.0002285103044846174
Position 1915: 0.0002202034592812484
Position 4570: 0.00020304375870103337
Position 670: 0.00017545694577800634
Position 328: 0.00016671219169626865
Position 257: 0.0001312050051897952
Position 1001: 0.0001223199457241361
Position 9: 9.957845812361358e-05
Position 1190: 8.937605209718208e-05
Position 298: 8.715596600241145e-05
Position 2726: 8.544468809484237e-05
Position 642: 6.781413195215149e-05
Position 274: 6.554742657182199e-05
Position 1149: 5.477946452207885e-05
Position 951: 5.1519778335553756e-05
Position 12: 4.1368324900612905e-05
Position 796: 2.8228186334837603e-05
Position 231: 2.232565422742306e-05
Position 254: 1.831956650743571e-05
Position 263: 9.537566858777212e-06
Position 638: 8.651379235653356e-06
Position 218: 8.304635216077016e-06
Position 408: 8.158727275455942e-06
Position 484: 3.658477539265489e-06
Position 454: 3.439470537704813e-06
Position 647: 3.4387000816596968e-06
Position 90: 2.946704284607539e-06
Position 284: 2.6894094571695636e-06
Position 624: 7.935484715371401e-07
Position 383: 1.932609200303568e-07
Position 17: 1.5525617216307037e-07
Position 907: 1.1398674445237572e-08
Position 505: 9.125456159638677e-10
Position 337: 7.570320424794897e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4759: 0.9870817303644349
Position 1825: 0.9826583879002849
Position 720: 0.4084105772732851
Position 6557: 0.3874333168139237
Position 7099: 0.33937460181123436
Position 7116: 0.2655503800735491
Position 6526: 0.15088226214660735
Position 6503: 0.13799057268051443
Position 6950: 0.13070513761200514
Position 368: 0.12334160684212232
Position 6822: 0.12041158106851307
Position 4435: 0.10615970753836533
Position 6742: 0.08798042018048319
Position 6757: 0.07586073175786247
Position 1501: 0.06947952390983422
Position 2086: 0.06722905479007586
Position 1067: 0.05987959710749376
Position 1000: 0.059413044487061396
Position 740: 0.05291563768373471
Position 6783: 0.05038813808687894
Position 716: 0.05007802442152536
Position 6993: 0.037729785876794486
Position 2120: 0.037723213601099176
Position 6899: 0.030437437263462534
Position 1101: 0.023848869234203915
Position 4167: 0.02245184986025637
Position 7027: 0.021559752365605044
