Gene = COX19
index = 400
Annotated 5SS: [ 172 2419]
Annotated 3SS: [2306 6142]
SMsplice 5SS: [ 172 2419]
SMsplice 3SS: [2306 6142]
top_k =  500
Partition function (log Z): -6.579134782445169

Sorted 5' Splice Sites (High to Low Probability):
Position 2419: 0.9417550417670131
Position 172: 0.8399601961890096
Position 6558: 0.3001971099666634
Position 186: 0.14918748221569533
Position 7085: 0.09764743842079354
Position 6293: 0.05544679314047948
Position 7766: 0.046175972120711437
Position 7255: 0.04512834194965949
Position 3232: 0.04491982818361029
Position 2751: 0.04133778026639848
Position 4340: 0.03871029684011468
Position 7041: 0.037534081022365114
Position 2758: 0.03573061095650533
Position 693: 0.034606806563878635
Position 527: 0.027075254425349186
Position 7562: 0.02469559857922512
Position 3268: 0.022957643294007412
Position 6371: 0.02126424367237765
Position 596: 0.02111867143431894
Position 350: 0.017632781632688447
Position 4544: 0.017590865394444783
Position 7161: 0.017005351868085192
Position 467: 0.01586760692717543
Position 2704: 0.01195330482638831
Position 3305: 0.009056394227124656
Position 4601: 0.00668936085311916
Position 6249: 0.005292295615050805
Position 6506: 0.005248493364455782
Position 8391: 0.003941400478886697
Position 6057: 0.0035326207191174277
Position 7008: 0.003233713930938287
Position 420: 0.0031834956003047865
Position 2900: 0.001812384981565987
Position 200: 0.0015194772607258244
Position 908: 0.001485294299417957
Position 2944: 0.0014211377818307514
Position 4073: 0.0012165761049651026
Position 407: 0.001123521461014927
Position 8274: 0.001108808733674322
Position 559: 0.0010155207277105528
Position 2754: 0.0009853693851893195
Position 3538: 0.0006708156939627023
Position 865: 0.0003710234637462453
Position 1852: 0.00029816905104303995
Position 3293: 0.0002788563409889909
Position 2083: 0.00026340387862513256
Position 539: 0.0002580242625796297
Position 214: 0.0002448660606528421
Position 454: 0.00022405765174746174
Position 4488: 0.0002174206241721295
Position 3633: 0.00018196729182424568
Position 3990: 0.00018130594010787348
Position 1303: 0.00017228681385463013
Position 2056: 0.00016091475017804456
Position 50: 0.00015023166245837875
Position 1896: 0.0001443661311433844
Position 1098: 0.00013354869527098287
Position 5806: 0.00012403390660469874
Position 1528: 0.00012309047897363838
Position 266: 0.00012247248067664336
Position 588: 0.00011212226456257577
Position 576: 0.00010280974248972034
Position 639: 9.146166016073148e-05
Position 1151: 8.554976676774322e-05
Position 458: 8.461793001575655e-05
Position 2423: 4.7857222389716e-05
Position 220: 4.4382515989215036e-05
Position 1938: 4.249547021320653e-05
Position 2178: 4.148859495717833e-05
Position 2093: 3.533840272343691e-05
Position 653: 3.504873850628155e-05
Position 248: 3.2323993865142415e-05
Position 3546: 2.9909383116551465e-05
Position 4139: 2.564797360394188e-05
Position 1145: 1.696260718068593e-05
Position 2307: 1.654969519206394e-05
Position 3129: 1.1239834209875511e-05
Position 2497: 1.013372331653213e-05
Position 2313: 5.8736732075102654e-06
Position 3038: 2.3885954255747065e-06
Position 92: 2.856009931460528e-07
Position 81: 1.7634993098278999e-07
Position 377: 1.6239175645011106e-07
Position 18: 1.2822980358615744e-07
Position 323: 1.1209690718086563e-07
Position 783: 6.888428167278011e-10
Position 601: 2.064207471284338e-10
Position 368: 1.4808431738210205e-10
Position 610: 1.4437283070810712e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2306: 0.9444397948176477
Position 6399: 0.2932023285281537
Position 7431: 0.28861960288734495
Position 8530: 0.24935354653820233
Position 6142: 0.2473726816911874
Position 6859: 0.1651357392588923
Position 2538: 0.1087441197806459
Position 4264: 0.08959668705398637
Position 7672: 0.08584726913826829
Position 7129: 0.05634333332265547
Position 7387: 0.054665386851004145
Position 316: 0.04962126874239288
Position 349: 0.03509409380587146
Position 3231: 0.03329485803507871
Position 474: 0.02845667583637533
Position 6915: 0.02780221982690112
Position 7652: 0.025828556954400894
Position 2511: 0.01953960635404156
Position 3068: 0.018441657915938978
Position 3103: 0.014350404571508485
Position 6884: 0.013745085221173632
Position 8559: 0.009441503819109602
Position 7041: 0.008699793008305434
Position 3128: 0.00855733848322348
Position 3079: 0.007334110133042994
Position 2787: 0.006474091449228196
Position 4072: 0.005799305769117936
Position 6919: 0.005703245614321496
Position 3124: 0.005323714443163185
Position 8316: 0.004890699663548971
Position 3731: 0.004211959262624458
Position 4421: 0.003980574115957074
Position 6123: 0.0039717131694885915
Position 5941: 0.003287481890719548
Position 2379: 0.0029579841863243955
Position 3107: 0.0027162799658172706
Position 2703: 0.002235897992363993
Position 576: 0.002196589636577497
Position 5978: 0.0021097294276266366
Position 6292: 0.0017567406114161915
Position 2569: 0.0013619697732336431
Position 2487: 0.0012744235263664402
Position 2907: 0.0011907929580721346
Position 3198: 0.0011224512434696197
Position 8091: 0.001108808733674322
Position 3466: 0.0009041143668546361
Position 411: 0.0008448154581671008
Position 6655: 0.0008282714273069791
Position 6950: 0.0008113866114042097
Position 261: 0.0007967338011241441
Position 7231: 0.0006913306116582341
Position 3893: 0.0006904230546576799
Position 621: 0.0006761651571223322
Position 6592: 0.000675231869872603
Position 4339: 0.0005899077825205361
Position 4092: 0.0005373261033127999
Position 5712: 0.0005324414116280552
Position 4225: 0.0004873150254881564
Position 6028: 0.00045166732676890154
Position 1956: 0.00039521389019052275
Position 2578: 0.00034281398128407854
Position 3413: 0.0002908701172369446
Position 1800: 0.00028664180086257344
Position 551: 0.00027147271440294303
Position 1008: 0.0002650543290527374
Position 2846: 0.00025746883457374606
Position 4350: 0.00025520334285037425
Position 3896: 0.00024455564379359946
Position 389: 0.0002332807779230407
Position 1660: 0.00022904201358628346
Position 5333: 0.00022223562695034414
Position 3340: 0.00021630028251056366
Position 804: 0.00021303474754259358
Position 4481: 0.00020374132910894643
Position 675: 0.00017987354751886978
Position 1124: 0.0001742156823870705
Position 4183: 0.00016581173823598667
Position 3184: 0.0001462464697176826
Position 2177: 0.00012155591307400576
Position 2828: 0.00011088047985482785
Position 3573: 9.554186308964213e-05
Position 2524: 8.368583344825413e-05
Position 2148: 7.007265831281152e-05
Position 3041: 6.935149591673603e-05
Position 1196: 6.347381318965363e-05
Position 1429: 6.099118752681565e-05
Position 2279: 4.8126525056749895e-05
Position 1879: 4.699790396800747e-05
Position 506: 4.240181905877844e-05
Position 476: 3.1170583822430424e-05
Position 692: 3.0569268869698686e-05
Position 1583: 2.6188735566897425e-05
Position 894: 2.383779625234641e-05
Position 1172: 2.302581448489322e-05
Position 2123: 2.2875834670797007e-05
Position 384: 2.2763653467000043e-05
Position 1717: 2.1559234752494663e-05
Position 1285: 2.1436145376255318e-05
Position 1350: 2.0962176162210918e-05
Position 1376: 1.97009699083565e-05
Position 1642: 1.8945781273380445e-05
Position 2634: 1.870404358327447e-05
Position 852: 1.784060909043738e-05
Position 512: 1.5593845710991388e-05
Position 633: 1.503591648346099e-05
Position 271: 1.4089518738586877e-05
Position 2596: 1.3191944309349033e-05
Position 499: 1.3062443682795864e-05
Position 858: 1.257740327605618e-05
Position 778: 1.066301704399546e-05
Position 2327: 7.61839111761852e-06
Position 2161: 6.583070459477806e-06
Position 2383: 2.5394229481475493e-06
Position 2409: 2.4519610936155013e-06
Position 2226: 1.3208526025059209e-06
Position 2203: 1.0265522273007105e-06
Position 3444: 9.943492504526963e-08
Position 2497: 2.3251455784997896e-08
Position 3410: 2.0995246952582625e-08
Position 363: 3.4283534102050284e-09
Position 171: 1.369403659142078e-09
Position 810: 8.150645281340551e-10
Position 710: 6.476987454806507e-10
Position 285: 5.586942859809326e-10
Position 238: 5.052343094403633e-10
Position 831: 3.000570920663178e-10
Position 827: 2.381910510629229e-10
Position 534: 1.906861502118759e-10
Position 559: 1.843873228514432e-10
Position 686: 1.445038204824687e-10
Position 151: 1.1419166620018691e-10
Position 523: 1.1001621191296714e-10
Position 146: 9.461199395231111e-11
Position 356: 9.156614075115629e-11
Position 906: 6.687132027393157e-11
Position 119: 6.580996773927458e-11
Position 231: 1.7332253287873922e-11
Position 185: 6.064003933782134e-12
Position 128: 4.807022280589518e-12
Position 121: 2.7501290304653903e-12
Position 517: 1.1607978498057085e-12
Position 197: 7.247806347112891e-13
Position 81: 3.10249625555265e-13
Position 176: 6.076454824120729e-15
