Gene = WRAP73
index = 1574
Annotated 5SS: [  143  2666  3408 11324 13079 14130 14914 15077 16676 17861 18608]
Annotated 3SS: [ 2512  3290 11250 12974 14042 14778 14998 16569 17734 18415 18955]
SMsplice 5SS: [  143  2666  3408  8982 11324 13079 15077 16676 17861 18608]
SMsplice 3SS: [ 2512  3290  8827 11250 12974 14998 16569 17734 18415 18955]
top_k =  500
Partition function (log Z): 18.961920430540975

Sorted 5' Splice Sites (High to Low Probability):
Position 13079: 0.9981495865684106
Position 11324: 0.9905137352845279
Position 3408: 0.9772681668128228
Position 2666: 0.9710756877283033
Position 16676: 0.8820366120334977
Position 15077: 0.8705919381075176
Position 18608: 0.7958266691145915
Position 17861: 0.7822803297555289
Position 14914: 0.5468340650965273
Position 8982: 0.519163725689732
Position 15776: 0.3964277345446918
Position 14130: 0.36340768836189574
Position 143: 0.3563149830188189
Position 8559: 0.3106622241870623
Position 14146: 0.2546826862128042
Position 18051: 0.25450662158449117
Position 4234: 0.23628523174639418
Position 1591: 0.19788402444008152
Position 12111: 0.19445182523126456
Position 6993: 0.17547082273874895
Position 7185: 0.1366564587790898
Position 252: 0.11976028449832912
Position 12562: 0.11065588539726674
Position 286: 0.10240549837760306
Position 1276: 0.08893231531480168
Position 16867: 0.0875011694134114
Position 269: 0.08529842185221219
Position 13621: 0.08003265963865772
Position 666: 0.07806682385966583
Position 586: 0.07356898844226943
Position 17880: 0.06685373025016024
Position 768: 0.06588244153041528
Position 329: 0.0606910922432191
Position 495: 0.05638781639966075
Position 18595: 0.05437135986753806
Position 17681: 0.051669961347499425
Position 14723: 0.047740861720791804
Position 17519: 0.046114224191285844
Position 8971: 0.042941553262343175
Position 3091: 0.04098926567842427
Position 14999: 0.03786878818026461
Position 389: 0.036783447242011894
Position 6976: 0.035092935154502014
Position 525: 0.027639160217703393
Position 406: 0.025381603172279277
Position 11103: 0.02442566703929104
Position 6503: 0.023389902294314608
Position 4230: 0.01912607652516539
Position 1521: 0.01704847399900857
Position 9000: 0.014331046808187324
Position 8571: 0.012597466532000105
Position 483: 0.012143868870353172
Position 16076: 0.012142552089278396
Position 5453: 0.011975326358991427
Position 299: 0.011929261627882578
Position 1462: 0.011923973353301079
