Gene = LRRIQ3
index = 798
Annotated 5SS: [   249   1147  27952  74291 109024 142472]
Annotated 3SS: [   822  27817  74130 108893 141750 156714]
SMsplice 5SS: [   249   1147   8702  13369  27952  62459  74291 109024 123539 130119
 131632 133281 141994]
SMsplice 3SS: [  1013   8480  13228  27817  62304  74130 108893 123267 129998 131277
 133112 141750 156714]
top_k =  500
Partition function (log Z): -72.85445670626123

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.9954493260499623
Position 249: 0.9617178770956393
Position 8702: 0.9047931734099395
Position 13369: 0.8788742644388593
Position 7631: 0.4604146555803341
Position 897: 0.2992166150838138
Position 12131: 0.1457155819894805
Position 906: 0.1442454268129218
Position 3454: 0.03825876844199467
Position 973: 0.02968343081370227
Position 76: 0.019277922824435138
Position 6814: 0.019276788622565044
Position 5115: 0.018663679085563024
Position 524: 0.016379731570007102
Position 2307: 0.015105150037263386
Position 4190: 0.014877115568886658
Position 457: 0.014791993510841508
Position 593: 0.012376894328394453
Position 12474: 0.010637661543825958
Position 3845: 0.010312020682907666
Position 922: 0.008176100867700688
Position 393: 0.007567314244206901
Position 7647: 0.007304927488769148
Position 8550: 0.006111633097261158
Position 3337: 0.005507768083133291
Position 16297: 0.005078965632093066
Position 159: 0.004739311176932403
Position 920: 0.0008346426249153133
Position 10286: 0.0008041492719375109
Position 784: 0.0007868120294231051
Position 648: 0.000609202667625186
Position 306: 0.00048230970475724935
Position 748: 0.0003895385107701026
Position 1103: 0.00037824520968653754
Position 424: 0.00034482558263185096
Position 598: 0.00030654047553598554
Position 3859: 0.00019487309210108452
Position 656: 0.00015082975389078243
Position 101: 0.0001321084829413372
Position 208: 0.00010177039355528726
Position 533: 8.367190406078132e-05
Position 400: 6.02892119305062e-05
Position 122: 3.2487780864222386e-05
Position 344: 3.2257672665330195e-05
Position 3576: 3.188831134908099e-05
Position 2776: 2.7283918625521804e-05
Position 695: 2.3215949490729178e-05
Position 96: 2.2976504855620523e-05
