Gene = TOE1
index = 1468
Annotated 5SS: [ 635 1546 1674 1900 2438 2974 3333]
Annotated 3SS: [1402 1632 1802 2278 2713 3172 3411]
SMsplice 5SS: [ 635 1546 1674 1900 2438 2974 3333]
SMsplice 3SS: [1402 1632 1802 2278 2713 3172 3411]
top_k =  500
Partition function (log Z): 4.524844544306124

Sorted 5' Splice Sites (High to Low Probability):
Position 3333: 0.9754900246731776
Position 1546: 0.9386303231293662
Position 635: 0.9306404735906945
Position 2438: 0.8993212501360044
Position 1900: 0.8774432447174474
Position 2974: 0.7530290676516915
Position 1674: 0.585101591648188
Position 3607: 0.2955200797033261
Position 2604: 0.26983081712864804
Position 873: 0.212759581559105
Position 3925: 0.09839391557475853
Position 2609: 0.09369422552251705
Position 3521: 0.08450144677856548
Position 936: 0.041568956997797
Position 653: 0.03945000461405487
Position 1163: 0.03289261723965224
Position 1266: 0.027516112844527485
Position 4067: 0.02103388366600335
Position 2579: 0.01763434273740461
Position 2877: 0.013573369170942085
Position 2074: 0.008756799943566426
Position 3649: 0.008752612158719954
Position 1928: 0.008603296514652744
Position 1170: 0.008560606925253858
Position 2398: 0.007415567512380656
Position 2590: 0.005391326763738026
Position 1120: 0.004887430912093196
Position 2629: 0.002675383741388393
Position 1948: 0.0015759655913991106
Position 2783: 0.0015462403336647746
Position 3590: 0.0013032582663338732
Position 2202: 0.0010849181321837304
Position 2738: 0.0009871269600158835
Position 2985: 0.000972942627347177
Position 1573: 0.0007326690193680784
Position 4056: 0.0007107973568231493
Position 1253: 0.0007061094930812077
Position 1403: 0.0005741305580403688
Position 1678: 0.00044618066197455526
Position 4196: 0.00042271121688187285
Position 1803: 0.00039555132417620347
Position 2335: 0.0003842173431539444
Position 3865: 0.0003707772027369149
Position 2999: 0.00032128482723787436
Position 1450: 0.0002143875766723671
Position 2818: 0.000173983212922898
Position 538: 0.00017078347562633417
Position 3366: 0.00012002169985964256
Position 958: 0.00010979243921810231
Position 2537: 6.886940795082904e-05
Position 2637: 5.667719447298126e-05
Position 853: 5.277042479772371e-05
Position 596: 3.95744260625268e-05
Position 363: 3.784426013072422e-05
Position 880: 3.7640708492934675e-05
Position 1552: 3.6078397966147716e-05
Position 1720: 3.409619299689584e-05
Position 943: 3.3512178819377376e-05
Position 1283: 3.3322385684592916e-05
Position 897: 3.2992341816773533e-05
Position 1344: 2.1271983044250423e-05
Position 1257: 1.8591737703732904e-05
Position 3611: 1.5119942708269092e-05
Position 1491: 8.790798187644178e-06
Position 1744: 6.142203057662931e-06
Position 1342: 5.574199147927741e-06
Position 1032: 3.9320914556614455e-06
Position 886: 3.5032395597327002e-06
Position 1152: 3.381454155336348e-06
Position 545: 3.3241410616353842e-06
Position 877: 3.275366060218072e-06
Position 1456: 2.4424123134671533e-06
Position 578: 1.9898647375323065e-06
Position 459: 1.7744602701819422e-06
Position 610: 1.3197816390608657e-06
Position 1029: 9.884277394474842e-07
Position 889: 5.446900009939309e-07
Position 773: 4.3314621568414445e-07
Position 141: 1.5394908520408853e-07
Position 1828: 1.3588312240019093e-07
Position 1044: 1.325068109566101e-07
Position 1941: 1.0088882352596506e-07
Position 815: 8.026063059703442e-08
Position 447: 7.907230260631818e-08
Position 580: 5.545708762421196e-08
Position 856: 4.342592761666196e-08
Position 960: 4.025056623667192e-08
Position 921: 3.90688428347228e-08
Position 156: 2.367984531177391e-08
Position 2125: 2.2698185455457886e-08
Position 2143: 2.240652539332518e-08
Position 181: 2.0788562904047725e-08
Position 1086: 2.0668905148717718e-08
Position 273: 4.004274162032943e-09
Position 781: 3.2576640194038797e-09
Position 354: 2.0465170691313645e-09
Position 1197: 1.1798207097281858e-09
Position 1004: 7.424347248690275e-10
Position 902: 6.854986354626339e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1402: 0.820951931969239
Position 3411: 0.7688553784817421
Position 2278: 0.7685734926716895
Position 2713: 0.7442425308467775
Position 1632: 0.6588940361908258
Position 3172: 0.6399318825395222
Position 1802: 0.6120460926114369
Position 3841: 0.52010349415786
Position 2502: 0.38983954507779894
Position 3247: 0.2777178267670082
Position 755: 0.21351888864173615
Position 1761: 0.16062348900616558
Position 1230: 0.07675038931697936
Position 3441: 0.06860703345621183
Position 3991: 0.06770101880118731
Position 1096: 0.044798399362755426
Position 3288: 0.04374256153253946
Position 4181: 0.03804124227168529
Position 1148: 0.03398242539955025
Position 2039: 0.03173841955113733
Position 1371: 0.029103023105118257
Position 2332: 0.02529202900287507
Position 2258: 0.023235073197815183
Position 2232: 0.016755752224449697
Position 2303: 0.013308206836060744
Position 2345: 0.013078710271656592
Position 4085: 0.011967833563620798
Position 2824: 0.011914337271787121
Position 1844: 0.010418787450490564
Position 4055: 0.009200057481237674
Position 2261: 0.008959120713619444
Position 1773: 0.007625885817123199
Position 2894: 0.007284323897591529
Position 2374: 0.006831917369630309
Position 4240: 0.00566766097585497
Position 1699: 0.00556950586539696
Position 729: 0.004836440243686597
Position 3064: 0.004707242166065908
Position 711: 0.004579452030857001
Position 4142: 0.004277598745179519
Position 3068: 0.003927662409791718
Position 3450: 0.0037469925125234995
Position 1510: 0.003742278605377269
Position 3958: 0.003692793119099121
Position 1655: 0.003566496545329813
Position 2215: 0.0035357902562188123
Position 1056: 0.0031990064328551305
Position 3313: 0.002831206773536595
Position 705: 0.002350746002187318
Position 2891: 0.00216506494759647
Position 1248: 0.0020995352303210214
Position 3076: 0.0018763190167699606
Position 1412: 0.0017712247487459453
Position 3924: 0.0017649785392688233
Position 2533: 0.001731385132658029
Position 1459: 0.0016967102813515056
Position 2804: 0.0016329866943338965
Position 1260: 0.001613680858474351
Position 2335: 0.0013272011802979756
Position 2758: 0.0013235827271571607
Position 1337: 0.0012231866387673327
Position 2362: 0.0011514618499422217
Position 4285: 0.0011458480994841135
Position 1635: 0.0011268030922429342
Position 2954: 0.0011087460851890469
Position 3227: 0.000982678411980227
Position 2193: 0.0009746989656382931
Position 2186: 0.0009331515156682271
Position 974: 0.0009068958141891956
Position 1824: 0.000898568231092513
Position 2123: 0.0007245607049297128
Position 723: 0.0007199706879752226
Position 1779: 0.000645743300498015
Position 4120: 0.0006365700138092104
Position 3143: 0.0005648590730341326
Position 1485: 0.0005400922956747821
Position 4261: 0.0005054755619124902
Position 2016: 0.0004829332838936791
Position 1472: 0.0004624433004746606
Position 931: 0.0004421934241469536
Position 2398: 0.0004346670505629562
Position 897: 0.0004344047484826435
Position 3486: 0.0004117146723736136
Position 1812: 0.00038723097673747407
Position 762: 0.0003772063329928999
Position 765: 0.00036139788819209085
Position 3034: 0.0003188000846600531
Position 1418: 0.0002567147587526874
Position 1437: 0.00020369691024731593
Position 2395: 0.00019455234415444818
Position 3194: 0.00018659128463541976
Position 1029: 0.00018380333467215147
Position 3496: 0.00018005234168378664
Position 2146: 0.00016255521788157622
Position 3620: 0.000151249088543733
Position 806: 0.00012402880055020885
Position 1278: 0.0001230439663138021
Position 902: 0.00011527097394938845
Position 1705: 0.00010729725768516007
Position 1927: 9.83989076462426e-05
Position 1441: 9.757188682323059e-05
Position 731: 9.681510138005374e-05
Position 1734: 7.036478313424974e-05
Position 3793: 6.842096733836661e-05
Position 1884: 6.825711241206732e-05
Position 3524: 6.691500444180782e-05
Position 1292: 6.0797784889384634e-05
Position 2078: 4.730810885631543e-05
Position 773: 4.12775346726288e-05
Position 2054: 4.057919547507801e-05
Position 3106: 4.00775330830428e-05
Position 3094: 3.727654362204353e-05
Position 3498: 3.552808783757817e-05
Position 1032: 2.9625870984031983e-05
Position 713: 2.873072180809876e-05
Position 4002: 2.459120520536532e-05
Position 880: 2.0602838186308955e-05
Position 1182: 2.0467015079387448e-05
Position 935: 1.5979440977980945e-05
Position 459: 1.5756596527527942e-05
Position 1024: 1.5165505155703368e-05
Position 2574: 1.4193860636337122e-05
Position 1659: 1.319620299407554e-05
Position 877: 1.2138285790225159e-05
Position 3890: 1.2045071923724769e-05
Position 1119: 1.119769498439061e-05
Position 886: 9.668197727148752e-06
Position 994: 9.487295422935229e-06
Position 1074: 7.637673949081497e-06
Position 523: 7.59051844522746e-06
Position 856: 7.365936083114172e-06
Position 1488: 7.288819003198096e-06
Position 4025: 7.128032832540887e-06
Position 554: 6.8054402579100115e-06
Position 1518: 5.892359319749412e-06
Position 1128: 4.300065041002816e-06
Position 838: 4.2551790309548415e-06
Position 526: 4.202052797084334e-06
Position 4028: 4.022624075609231e-06
Position 2074: 2.049115149381445e-06
Position 1522: 1.706436167526515e-06
Position 616: 1.4516321731717236e-06
Position 1111: 1.3031946036687038e-06
Position 3865: 1.1990364179366708e-06
Position 3687: 9.331439280330937e-07
Position 487: 8.771649272684493e-07
Position 1060: 1.5040519933202655e-07
Position 1674: 1.0419115185547853e-07
Position 596: 9.214735596972267e-08
Position 563: 8.861307756256318e-08
Position 1890: 8.324194234848124e-08
Position 610: 4.2464227077374605e-08
Position 939: 3.827937678569862e-08
Position 916: 2.6726556965487807e-08
Position 850: 1.3169537196073643e-08
Position 813: 1.1587095281218133e-08
Position 650: 1.0415348756642105e-08
Position 907: 5.262067698291229e-09
Position 625: 4.872647612111461e-09
Position 863: 4.25022097488548e-09
Position 690: 2.401492940583852e-09
Position 822: 1.8483974978441913e-09
Position 543: 1.5370469675900152e-09
Position 570: 7.273190275069624e-10
Position 656: 5.116689996042288e-10
Position 684: 4.716987968540861e-10
Position 538: 4.1472895903485713e-10
Position 682: 4.36984174360232e-11
Position 639: 7.150121624498265e-12
Position 291: 1.296835384859163e-12
Position 321: 9.42241768010988e-13
Position 209: 7.736535922140944e-13
Position 418: 2.4203063094379014e-13
Position 392: 2.2782095249750957e-13
Position 249: 2.110478530951001e-13
Position 348: 1.3918918680469595e-13
Position 387: 1.1986218161997415e-13
Position 408: 1.01945088830545e-13
Position 400: 6.536293006156033e-14
Position 253: 5.688260372151494e-14
Position 575: 5.073580595778056e-14
Position 256: 4.306394042339419e-14
Position 286: 3.8726169306683805e-14
Position 380: 2.8032725196262472e-14
Position 652: 1.1941049655326341e-14
Position 665: 6.462152533083686e-15
Position 315: 3.280215239423252e-15
Position 288: 2.7619229253752797e-15
Position 294: 1.5587304949961477e-15
Position 300: 9.831873391308612e-16
Position 265: 4.633755868830872e-16
Position 296: 1.0420213662479158e-19
