Gene = CNST
index = 387
Annotated 5SS: [  218 25496 55189 65479 67565 68142 75325 75592 81592 93889]
Annotated 3SS: [25065 54982 65447 67477 68026 75302 75494 80692 93752 99253]
SMsplice 5SS: [  218  3545 25367 28481 28685 51956 55189 67565 68142 70995 75592 81592
 87849 91057 93889 95169]
SMsplice 3SS: [ 3411 25225 28383 28605 51811 54982 67477 68026 70851 75494 81454 87658
 90873 93752 95062 99253]
top_k =  500
Partition function (log Z): -51.94070164170637

Sorted 5' Splice Sites (High to Low Probability):
Position 3545: 0.8129430832148852
Position 218: 0.7203051763491212
Position 5221: 0.42298229478622856
Position 344: 0.2710759488593191
Position 6395: 0.15082015090458323
Position 6209: 0.14925328108152072
Position 5778: 0.1350656266517802
Position 5363: 0.07968869874526247
Position 6397: 0.07564051484470019
Position 8123: 0.07406915506949142
Position 6828: 0.07263614296407488
Position 3850: 0.06704315392544202
Position 3500: 0.061282507369269275
Position 10720: 0.056912291993175164
Position 3033: 0.03328774051355261
Position 3067: 0.02318874812590764
Position 6185: 0.021435302647774858
Position 1088: 0.016915979492375697
Position 2763: 0.014073665577050847
Position 52: 0.011703842164981267
Position 4336: 0.011352580464464107
Position 5214: 0.007304427984659396
Position 1999: 0.004113542798782759
Position 1056: 0.0018699197754392625
Position 189: 0.0017639387416094096
Position 4184: 0.0014925690034745948
Position 522: 0.001366125394389287
Position 86: 0.0011683565733328404
Position 1124: 0.0011310693842585698
Position 1945: 0.0009510017609463808
Position 349: 0.0009179123460066795
Position 1579: 0.000908053739961247
Position 4081: 0.0007721266222192712
Position 3059: 0.0005617674502417103
Position 3642: 0.0005437265037716118
Position 2403: 0.000526018251241937
Position 9381: 0.00046930973248392855
Position 721: 0.0004350287521811158
Position 385: 0.0003906670374621542
Position 3426: 0.0003468655724466267
Position 1357: 0.0003362052383557273
Position 647: 0.000320565686684898
Position 4134: 0.00031091229404923726
Position 5603: 0.00030976861179567443
Position 3248: 0.00030883084716972826
Position 2359: 0.00026045923509996624
Position 4422: 0.00024675577324974053
Position 2664: 0.00022303551683966585
Position 158: 0.00020912440025107668
Position 3534: 0.00020241041863127188
Position 5144: 0.00019227327831397714
Position 645: 0.000162532954341414
