Gene = GCLM
index = 580
Annotated 5SS: [  373  4888  7826 11572 12793 14797]
Annotated 3SS: [ 4821  7740 11511 12589 14681 20250]
SMsplice 5SS: [  373  4888  7826 14797]
SMsplice 3SS: [ 4821  7740 14681 20250]
top_k =  500
Partition function (log Z): -6.640236313720956

Sorted 5' Splice Sites (High to Low Probability):
Position 14797: 0.9553489749195214
Position 373: 0.838568340973749
Position 7826: 0.7936489111286924
Position 4888: 0.7455349885033845
Position 20342: 0.4935529330643977
Position 11572: 0.41447196060641556
Position 12793: 0.2553607284458045
Position 8181: 0.2153176058020528
Position 746: 0.2054341221424895
Position 13936: 0.1334528762573776
Position 8192: 0.12906761995282798
Position 2361: 0.09774680113435763
Position 11067: 0.08414618448566613
Position 2213: 0.08171519781846073
Position 7618: 0.06938681826967347
Position 1895: 0.06187213388613997
Position 13843: 0.05723104812235725
Position 20362: 0.051956588924491676
Position 5646: 0.04884019011177787
Position 15522: 0.04530189296904068
Position 3929: 0.043829529883594356
Position 1582: 0.03746207438400611
Position 7987: 0.037386812732702876
Position 14853: 0.034495115402907936
Position 11656: 0.03290900179527737
Position 12397: 0.031180115322200844
Position 3559: 0.02486733828464257
Position 12362: 0.023218309043720922
Position 17508: 0.021794026064920084
Position 8906: 0.021237294260329408
Position 16623: 0.02002661201619104
Position 1336: 0.01929314843339658
Position 18727: 0.01821739663015576
Position 12401: 0.016796699539295846
Position 8580: 0.013395993959006935
Position 3527: 0.012871916240206045
Position 17615: 0.012340930660521951
Position 16611: 0.009712395413025468
Position 22842: 0.007774008690129781
Position 18777: 0.0072605987299535595
Position 15033: 0.007136851441861711
Position 23149: 0.007095026098271218
Position 16639: 0.0059581278876168564
Position 6825: 0.005578992108500244
Position 1744: 0.005006875950252134
Position 9652: 0.003855848185120047
Position 18125: 0.0035152199467848003
Position 5848: 0.0033301842319809353
Position 4937: 0.0026200847500796
Position 6794: 0.0022254494839796133
Position 15084: 0.002108165625156559
Position 5862: 0.0018228123858393148
Position 4063: 0.0012092086766600117
Position 20349: 0.0011648650398579199
Position 17638: 0.0011546163323636438
Position 1209: 0.0008165563030676612
Position 8289: 0.0003505199291498951
Position 861: 0.0003274735287146836
Position 8877: 0.00026059341936212856
Position 147: 0.00020310176749834886
Position 936: 0.00016824636356701632
Position 586: 0.0001672530854919279
Position 1958: 0.00010087676087744155
Position 1437: 8.3258377777887e-05
Position 1508: 7.969224539091287e-05
Position 618: 7.445484080800035e-05
Position 2716: 6.610639198847536e-05
Position 2596: 5.943987843137234e-05
Position 1676: 5.8430715598503124e-05
Position 1616: 5.397545868416475e-05
Position 848: 5.363619063852116e-05
Position 1115: 5.308564569271955e-05
Position 506: 4.660257304157809e-05
Position 631: 4.3337396798578555e-05
Position 40: 4.0670414975916384e-05
Position 1545: 2.9741727343437292e-05
Position 432: 2.4112266333116865e-05
Position 1625: 2.1199548264340738e-05
Position 348: 2.0486814001338814e-05
Position 946: 2.0384177539735056e-05
Position 777: 1.023668126234511e-05
Position 1637: 4.790506445658722e-06
Position 792: 4.647587187231733e-06
Position 177: 4.216620878977373e-06
Position 72: 3.192802628011276e-06
Position 1550: 3.032321462117606e-06
Position 1316: 2.7351461143987497e-06
Position 1504: 2.7198389165127073e-06
Position 1672: 2.65729604784781e-06
Position 541: 2.632001299168827e-06
Position 677: 1.053108823347364e-06
Position 1781: 1.0250032477370042e-06
Position 1005: 6.912336515727116e-07
Position 1206: 6.418212618953853e-07
Position 1386: 4.207377754932434e-07
Position 976: 3.116466992889052e-07
Position 1322: 2.880383835290963e-07
Position 804: 2.8582836107491424e-07
Position 12: 2.6698647127015533e-07
Position 990: 2.517487457751439e-07
