Gene = GUSB
index = 634
Annotated 5SS: [  341  2091  2588  2916  6300  7396  7789  8020 12033 14584 17992]
Annotated 3SS: [ 1904  2402  2772  6111  7242  7609  7872 11947 14406 17855 21250]
SMsplice 5SS: [  341  2091  2916  6300  7789  8020 14584 17992]
SMsplice 3SS: [ 1904  2797  6111  7609  7872 14406 17855 21250]
top_k =  500
Partition function (log Z): 8.813979256313672

Sorted 5' Splice Sites (High to Low Probability):
Position 7789: 0.9823016348773922
Position 14584: 0.9819255357978824
Position 8020: 0.973833900851945
Position 17992: 0.92212814246645
Position 341: 0.6648210648026113
Position 2091: 0.5673213558211601
Position 2916: 0.5350119584584649
Position 21363: 0.5266906892472055
Position 6300: 0.50975601224602
Position 2929: 0.4016149452661776
Position 575: 0.3807670522177956
Position 19030: 0.3461076761458006
Position 18371: 0.33674126250805075
Position 6231: 0.3330833101447783
Position 12033: 0.24680509802850512
Position 2588: 0.22334715596106497
Position 18423: 0.18300576751724204
Position 1426: 0.164103968993628
Position 2481: 0.16373412458797568
Position 1994: 0.160227562300629
Position 142: 0.1379330762235731
Position 16113: 0.1107663519428808
Position 319: 0.10252543985767527
Position 19016: 0.09909436830392067
Position 6238: 0.0861926382283436
Position 19140: 0.08047739336962213
Position 2175: 0.07089608464506057
Position 2651: 0.06839247676095665
Position 2120: 0.059792099469897886
Position 2007: 0.05529004092455463
Position 20106: 0.047231711977431735
Position 7396: 0.04682906225251687
Position 18147: 0.043749179979255204
Position 20194: 0.04249191095630551
Position 16062: 0.03649220249599776
Position 18348: 0.03448801889372895
Position 1431: 0.027908696502151546
Position 2095: 0.02564920239092946
Position 3236: 0.02012889908189745
Position 13993: 0.01862584585992832
Position 2592: 0.01745299398712275
Position 9902: 0.01674284108301417
Position 17176: 0.015721532055855695
Position 106: 0.013907777935701915
Position 1294: 0.012550335046355016
Position 6165: 0.011479922009908694
Position 1731: 0.011290126859171455
Position 1621: 0.010462577011038665
Position 18964: 0.010294434099185549
Position 1272: 0.010136866862620048
Position 7928: 0.009923008718603327
Position 1989: 0.009630085808262811
Position 13785: 0.008334837697101652
Position 14772: 0.00823330873559354
Position 4142: 0.007558383248688799
Position 595: 0.007432497851134152
Position 20134: 0.007231804611988693
Position 7243: 0.007105748804055136
Position 3065: 0.0070738909087708895
Position 7913: 0.00699249574244989
Position 3124: 0.006843804300923707
Position 12575: 0.006806367200272454
Position 12000: 0.005964487891259397
Position 11823: 0.005626171126881873
Position 6381: 0.005107595931400112
Position 11620: 0.005041855672308966
Position 385: 0.004881286211461295
Position 5643: 0.004850490789803989
Position 19123: 0.0047582013571237074
Position 464: 0.004412761037341622
Position 2320: 0.004397222797985242
Position 6681: 0.004185747904111752
Position 12743: 0.004038458235806605
Position 6331: 0.003582168344808908
Position 20055: 0.0034661082036559713
Position 15116: 0.0032006319091012515
Position 2193: 0.003178712761397867
Position 14514: 0.0030569353483963797
Position 14550: 0.0026297029233077005
Position 9857: 0.0024770706946739404
Position 2052: 0.0018545768139366875
Position 10002: 0.0017910965559622145
Position 11683: 0.0017634474032288841
Position 7225: 0.0017107842769203308
Position 20110: 0.0016542069235667976
Position 2722: 0.0016108728301223645
Position 7966: 0.0015985861717079087
Position 3176: 0.00158759426679763
Position 18073: 0.0015827528090856685
Position 5858: 0.001569186064741945
Position 18117: 0.00137339375056514
Position 2185: 0.0013556980206967976
Position 4847: 0.0011869726909138224
Position 3299: 0.0011604412612830355
Position 2325: 0.0009068114742658994
Position 457: 0.0008936372731654353
Position 5956: 0.000814717394846511
Position 13058: 0.0007727920680720895
Position 1333: 0.0006648175680180306
Position 5696: 0.0005337004778862267
Position 334: 0.00044906332384310417
Position 7718: 0.0004376806057957272
Position 17946: 0.000393224519384121
Position 6240: 0.0003884357465418156
Position 17917: 0.00038716134232995536
Position 149: 0.00031454637918357323
Position 6306: 0.00031388298930482174
Position 6251: 0.0002799731882364354
Position 4428: 0.00027900299182853535
Position 18043: 0.0002767947359312331
Position 4304: 0.00027043572461392834
Position 4272: 0.00026099135658443523
Position 884: 0.0002539418481634244
Position 1486: 0.0002485323440957703
Position 7772: 0.0002320717092740769
Position 391: 0.0002166014796046624
Position 1052: 0.00018233857715284533
Position 586: 0.00015881657752147188
Position 823: 0.00013422202110036926
Position 7729: 0.0001027095913502275
Position 214: 7.588260663231692e-05
Position 7643: 7.538003030250599e-05
Position 7793: 7.11047391627435e-05
Position 7674: 6.30084019603919e-05
