Gene = VOPP1
index = 1549
Annotated 5SS: [  255 51454 74913 80244]
Annotated 3SS: [51394 74834 80106 99479]
SMsplice 5SS: [  255  9025 15547 31446 46532 48155 51454 60821 74521 74913 80244 94500
 94916]
SMsplice 3SS: [ 8922 15264 31327 46446 48036 51394 60723 74442 74834 80106 94386 94829
 99479]
top_k =  500
Partition function (log Z): -46.1205093232016

Sorted 5' Splice Sites (High to Low Probability):
Position 9025: 0.9198654782056254
Position 15547: 0.7130467974924861
Position 16579: 0.5436540866736642
Position 7524: 0.5333611101347251
Position 17621: 0.4905478876970278
Position 18484: 0.3579137899141728
Position 9973: 0.35015356002926173
Position 501: 0.33580494892511425
Position 255: 0.325320142477746
Position 764: 0.3036821784360174
Position 15420: 0.26340896181566437
Position 412: 0.2400310990822694
Position 10672: 0.23048357857321577
Position 5357: 0.22676846764397568
Position 8390: 0.21846644715099878
Position 13124: 0.20737675911430567
Position 18506: 0.20141309444233604
Position 15186: 0.1912651425608666
Position 18874: 0.15487252219294348
Position 13762: 0.12937149627803982
Position 702: 0.1018516829476489
Position 817: 0.09175782183363083
Position 222: 0.08592068914498877
Position 16413: 0.05989313630455295
Position 14045: 0.05803478879037887
Position 9901: 0.053218348671379145
Position 10635: 0.052989234008930186
Position 23008: 0.04871202288035584
Position 16172: 0.04369324376264215
Position 10546: 0.04050017904752332
Position 10415: 0.03932053086540456
Position 13189: 0.02041803599935201
Position 21399: 0.02031349075893941
Position 18715: 0.016436194920682812
Position 10150: 0.01593893391104532
Position 23027: 0.011713836824411067
Position 16846: 0.008530152370531714
Position 3295: 0.007336769850923515
Position 13839: 0.007136890463508995
Position 4157: 0.005387290612447952
Position 18905: 0.00491043148496218
Position 448: 0.0036218134435218037
Position 11539: 0.003161318748618431
Position 17184: 0.0026426568122356066
Position 10307: 0.0024440883983792767
Position 425: 0.0022093135996916653
Position 273: 0.00036335799521130375
Position 10173: 0.000347979348358425
Position 364: 0.0003368954767954557
Position 473: 0.00014358320248734926
Position 88: 5.305039132860222e-05
Position 674: 3.186519461468412e-05
Position 902: 3.1196050178116955e-05
Position 1128: 1.840308035667495e-05
Position 1524: 1.8230635070319154e-05
Position 169: 1.784135552805506e-05
Position 1845: 1.7761820916972354e-05
Position 322: 8.39712064240168e-06
Position 1363: 5.350839830169711e-06
Position 143: 3.6428950783503972e-06
Position 3703: 3.2372589655550556e-06
Position 3430: 2.056021343668768e-06
Position 3736: 1.7800916363107536e-06
Position 1234: 1.500307292487777e-06
Position 3609: 1.3929740507141823e-06
Position 2856: 1.2478370404474524e-06
Position 1182: 1.1946224379559452e-06
Position 509: 5.030287103715986e-07
Position 113: 8.72035652048361e-08
Position 1001: 8.579540231972644e-08
Position 858: 5.362644508597067e-09
Position 542: 3.88251639119388e-09
Position 852: 2.3035416484962533e-09
Position 608: 1.2812642716427738e-09
Position 464: 8.858003968179101e-10
Position 667: 9.806241235635666e-12
Position 531: 9.100159475048465e-12
Position 689: 8.25241098362508e-12
Position 558: 7.754436198563227e-12
Position 461: 6.324240953139006e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15264: 0.9841091939456851
Position 8922: 0.8578341246856132
Position 22868: 0.6250651533752049
Position 7448: 0.5333611101347243
Position 16519: 0.5322855846264068
Position 18341: 0.5223193592236774
Position 581: 0.48037428080907035
Position 9772: 0.3504392350647803
Position 10473: 0.28428832540907234
Position 17500: 0.2703835607608711
Position 13019: 0.21982678493005073
Position 8362: 0.2077921633312454
Position 17578: 0.2009772997542261
Position 5289: 0.19297808132971078
Position 15121: 0.1917128397245876
Position 13635: 0.18648620659365966
Position 18770: 0.17415435670596346
Position 23359: 0.09677443354175438
Position 16112: 0.08154312464232795
Position 20406: 0.07223304487994013
Position 19483: 0.07182381502363357
Position 8942: 0.06203135352001292
Position 18434: 0.058619869510377204
Position 21131: 0.04114909535271573
Position 10497: 0.041013619667303595
Position 21435: 0.04096588086024073
Position 16305: 0.04026273150475422
Position 9740: 0.03635858887433919
Position 20924: 0.027354595911685067
Position 10267: 0.022533244242900492
Position 5216: 0.01904499057007577
Position 17299: 0.018584715661148037
Position 10192: 0.01592972638180807
Position 15629: 0.013717919903896467
Position 17481: 0.013280480901927811
Position 5145: 0.012659457690856484
Position 10074: 0.011976211184529836
Position 8000: 0.01067428381975274
Position 14018: 0.009947449906380244
Position 9838: 0.009639384795934477
Position 15233: 0.009476724576761224
Position 9893: 0.008488650169824497
Position 17463: 0.008364039229000622
Position 12857: 0.00796801018360644
Position 583: 0.007636714938020617
Position 9998: 0.006631002723842098
Position 17068: 0.006374766690611777
Position 4050: 0.0054003896660448965
Position 16652: 0.005247772412723693
Position 3063: 0.004810069352760962
Position 17854: 0.003538722143732547
Position 17695: 0.0033168502788300663
Position 21975: 0.003258355924792905
Position 535: 0.0031850373982094935
Position 22240: 0.0031378198223708637
Position 11442: 0.0027733411313996884
Position 19130: 0.0023862588337107906
Position 16649: 0.002171603895219363
Position 3156: 0.0021164358032076717
Position 16788: 0.0021077050820094783
