Gene = MEPCE
index = 835
Annotated 5SS: [2059 3507 3759]
Annotated 3SS: [3287 3631 3870]
SMsplice 5SS: [2059 3507 3759]
SMsplice 3SS: [3287 3631 3870]
top_k =  500
Partition function (log Z): -1.1948980575700825

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.9967114627948888
Position 3507: 0.9695815702132329
Position 2059: 0.7776410609412548
Position 580: 0.18313324347265958
Position 152: 0.07868361585366324
Position 131: 0.05443122562998281
Position 2969: 0.05101628335666971
Position 904: 0.03861670976835055
Position 1656: 0.028704513509483835
Position 167: 0.02775879493799119
Position 4003: 0.027047631515832168
Position 584: 0.02613411145549973
Position 1916: 0.02274727765233424
Position 27: 0.021536686226527633
Position 850: 0.020768491115634953
Position 110: 0.019805301725125544
Position 1223: 0.017291471220978693
Position 180: 0.015985048720165176
Position 1673: 0.015606774823970528
Position 224: 0.015198320764145963
Position 424: 0.014773688133821263
Position 3190: 0.01222089499548752
Position 189: 0.011464843592199667
Position 3371: 0.011126864545152966
Position 333: 0.010886220600263515
Position 2095: 0.010340293006337315
Position 2925: 0.009924172650950368
Position 128: 0.00948880092088188
Position 481: 0.009036663316159894
Position 1000: 0.008713675610739506
Position 2906: 0.006560839435087031
Position 2472: 0.006143764695408664
Position 845: 0.005510808222042592
Position 1798: 0.005258137664391729
Position 1629: 0.002905489868766789
Position 4383: 0.002616894056669861
Position 2174: 0.0025324781589185132
Position 2717: 0.002319059080411196
Position 3289: 0.002104837182380715
Position 2220: 0.001575181275813361
Position 1066: 0.001397568863822282
Position 3206: 0.0013370635558312754
Position 3476: 0.001012499600768301
Position 542: 0.0009244816817785522
Position 3456: 0.0008654313780311495
Position 318: 0.00082223535148973
Position 2973: 0.0006222535773694937
Position 721: 0.000575509970385507
Position 3482: 0.0005318199597177212
Position 3943: 0.00046029355353510975
Position 172: 0.0004341631169584763
Position 3338: 0.0004014099168164026
Position 211: 0.00036465427013475333
Position 3566: 0.0003404550889423623
Position 3375: 0.0003037454356452069
Position 3993: 0.00030266812474592363
Position 4215: 0.00028413227105437354
Position 67: 0.00027430886841205626
Position 1779: 0.0002586885480964847
Position 536: 0.00020239506946801648
Position 2133: 0.00016873809309212148
Position 3224: 0.00016546974266719544
Position 3945: 0.00015560729978991922
Position 3707: 0.000129886306495246
Position 4349: 0.00011351601766326911
Position 3768: 4.251697801802106e-05
Position 3511: 3.616498143136381e-05
Position 23: 2.9132265105184975e-05
Position 1163: 1.6191075157756e-05
Position 687: 1.5601097932493446e-05
Position 761: 1.170456075399189e-05
Position 1135: 1.0794553295322358e-05
Position 3679: 1.0786698466261135e-05
Position 1374: 9.236962890557845e-06
Position 183: 8.48934378507344e-06
Position 3348: 6.852797796473763e-06
Position 917: 6.312722663313909e-06
Position 564: 5.9157343269406e-06
Position 4122: 5.5337507834490386e-06
Position 1747: 5.433533907144975e-06
Position 456: 4.680641328575151e-06
Position 623: 2.285184241299205e-06
Position 31: 2.2750754152271187e-06
Position 1500: 2.088487052030001e-06
Position 56: 1.7039878536236045e-06
Position 1032: 1.1773752755061044e-06
Position 4181: 6.564114047845539e-07
Position 3731: 1.2930355757822377e-07
Position 3790: 1.0497971579504167e-07
Position 3777: 3.705601257631077e-08
Position 3832: 1.0788948950119773e-08
Position 4029: 7.954501946720953e-09
Position 3887: 6.746793469614028e-09
Position 3924: 6.255318401854931e-09
Position 3995: 1.7951374593456382e-09
Position 3805: 7.170108137334934e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3631: 0.9988954397079898
Position 3870: 0.929843786000453
Position 3287: 0.907648087127229
Position 1887: 0.17177904358411977
Position 1976: 0.13352426905392523
Position 2002: 0.10609368974398217
Position 3361: 0.06584168379629189
Position 2846: 0.05457997096585246
Position 1398: 0.02592761831930255
Position 4079: 0.02046849199604031
Position 4261: 0.01742763485104975
Position 4204: 0.01608228594280739
Position 3055: 0.01195568629993078
Position 3258: 0.01191744873884773
Position 1597: 0.01161300492391451
Position 4417: 0.007530402039952852
Position 4110: 0.00678196047361293
Position 4029: 0.0062642666946026585
Position 2614: 0.0062455428903294185
Position 2361: 0.005683903182056498
Position 4473: 0.005447087213143086
Position 3902: 0.005219726994782916
Position 1732: 0.004016932128709466
Position 2547: 0.0029946882450930952
Position 1600: 0.002984212299228747
Position 3878: 0.0026265204115743265
Position 1960: 0.0025775603851482896
Position 2651: 0.002347651007801145
Position 4155: 0.002007124169185392
Position 3086: 0.0020021775132788955
Position 3831: 0.0016080832203443963
Position 4052: 0.001578645181947517
Position 2677: 0.0014066953688234532
Position 1701: 0.0013605793177174127
Position 2891: 0.0012643962725293087
Position 4312: 0.0011797734181667292
Position 1866: 0.0010992443914622644
Position 2780: 0.0009199078814377255
Position 4299: 0.0007125100248472149
Position 3916: 0.0006199481327814085
Position 3462: 0.0005756797882389101
Position 4452: 0.0005073651245044452
Position 1779: 0.0005071435342335908
Position 3939: 0.0004781334304017961
Position 4056: 0.00043371979729070015
Position 3973: 0.00042196934301144895
Position 3586: 0.00038102828118117334
Position 2697: 0.0003772543622322752
Position 1158: 0.00035922564056387036
Position 3704: 0.0003454585842074579
Position 4323: 0.0003281184330503666
Position 2376: 0.0002437438072926866
Position 1429: 0.00019406101376856982
Position 1420: 0.00017190174065505638
Position 4478: 0.00015459632964646527
Position 1249: 0.0001390513527483159
Position 2219: 0.00010836652765539416
Position 2458: 0.00010732693592397884
Position 1054: 9.81812651113075e-05
Position 4114: 9.7137371281869e-05
Position 4238: 8.127520665500495e-05
Position 3670: 7.523019199632117e-05
Position 4264: 7.15123809729575e-05
Position 4163: 6.292370439213157e-05
Position 4268: 5.41134581755704e-05
Position 1408: 5.3170729377786915e-05
Position 3943: 3.0376429925595367e-05
Position 3089: 1.3241818005525621e-05
Position 3674: 1.1992235631091783e-05
Position 3646: 9.37298681169695e-06
Position 4266: 5.294950210586244e-06
Position 3598: 4.918917788536484e-06
Position 2511: 2.9292580999631207e-06
Position 3720: 2.7838011253011195e-06
Position 3591: 1.217444938090731e-06
Position 2408: 4.242424800998829e-07
Position 3924: 1.0189339323498853e-07
Position 1138: 4.848540096760037e-09
Position 1023: 3.873922679679309e-09
Position 983: 3.661046924746849e-09
Position 1106: 1.9075461939509164e-09
Position 1128: 9.575306582562987e-10
