Gene = ATG3
index = 108
Annotated 5SS: [  507  3588  8684 11772 13431 17907 20161 23818 24229 25489 27695]
Annotated 3SS: [ 3545  8633 11700 13322 17856 20078 23782 24072 25360 27625 29182]
SMsplice 5SS: [  507 11772 13431 20161 24229]
SMsplice 3SS: [11700 13322 20078 24072 26252]
top_k =  500
Partition function (log Z): 4.049985369662275

Sorted 5' Splice Sites (High to Low Probability):
Position 13431: 0.9998191118423754
Position 24229: 0.9972956778322363
Position 20161: 0.9941406471483164
Position 11772: 0.8928820374305161
Position 507: 0.6324618686114143
Position 3588: 0.5764427997339812
Position 12139: 0.503265781919036
Position 23818: 0.4566503893841551
Position 25489: 0.4500288789593361
Position 13133: 0.40299184184397796
Position 763: 0.33493632147854585
Position 12811: 0.31439362782400654
Position 118: 0.23486365893042185
Position 17907: 0.18330821472513437
Position 14196: 0.1717475786043598
Position 16704: 0.12062351481294176
Position 16692: 0.09446940562784996
Position 27711: 0.0916328895211195
Position 11813: 0.07729927704841671
Position 20660: 0.05595674054392695
Position 23398: 0.05523958587404271
Position 26796: 0.05297876176280955
Position 23524: 0.04812967381914463
Position 26518: 0.04717656223329347
Position 27707: 0.046878162377109726
Position 124: 0.04594560413900355
Position 27369: 0.0361933494791215
Position 3940: 0.03365896607194762
Position 199: 0.03142065708724496
Position 14905: 0.03028050144109613
Position 1568: 0.02943030815180415
Position 12000: 0.02452154247504231
Position 24490: 0.02183552948930392
Position 12444: 0.01822850919839039
Position 3378: 0.018029994768433602
Position 24606: 0.018003417157373084
Position 15666: 0.01595947771670066
Position 26119: 0.015294603318404475
Position 1326: 0.012620796372481008
Position 15662: 0.010418180997860163
Position 20835: 0.010346242699250885
Position 2456: 0.010134685735699204
Position 1911: 0.009838826665185495
Position 146: 0.009709347778864723
Position 25944: 0.009570239001561948
Position 1920: 0.009138273182125947
Position 2850: 0.00812903321316349
Position 20702: 0.0074840980052577446
Position 26553: 0.007455135828804533
Position 24730: 0.007168222965639295
Position 20654: 0.006544029139135685
Position 1241: 0.006432755601096259
Position 24602: 0.005786053259220729
Position 21887: 0.005573895280374711
Position 1836: 0.004949269274681073
Position 917: 0.004386604658414368
Position 13062: 0.003956923592108948
Position 20251: 0.0033408005738385744
Position 14181: 0.0025119374412431016
Position 25829: 0.00227556781048413
Position 16032: 0.002166228721811388
Position 45: 0.002051749831860677
Position 27930: 0.001852414979139223
Position 22267: 0.0017917298544659142
Position 2799: 0.0014873728997785289
Position 604: 0.001443319744610952
Position 25895: 0.0012895618289211512
Position 314: 0.0012387357238863486
Position 2113: 0.0011185097714502606
Position 20544: 0.001049825510659832
Position 15561: 0.0010229402390231218
Position 1907: 0.0009988503612099488
Position 16327: 0.0009250764004924706
Position 2994: 0.000912942315222664
Position 13737: 0.000861133346808929
Position 9: 0.0008601140241451709
Position 1339: 0.0008522752988123199
Position 23822: 0.0006906183335032078
Position 14923: 0.0006335412450782247
Position 328: 0.0006280803617963879
Position 444: 0.0005914466683400643
Position 13895: 0.0005347657638850994
Position 1915: 0.0005151773147193581
Position 23621: 0.00044143732635454856
Position 220: 0.00042871923156471373
Position 3336: 0.00042808397863354627
Position 701: 0.00041013249128934434
Position 340: 0.00037682066149095634
Position 3382: 0.00035703253005689884
Position 194: 0.0003500102205647061
Position 14655: 0.0003492652300173795
Position 3390: 0.0003434257143009342
Position 1499: 0.0002580372993293049
Position 22872: 0.00025787423936093434
Position 1506: 0.0002553208328328053
Position 22215: 0.0002535043887170469
