Gene = TBCA
index = 1379
Annotated 5SS: [  157 68119 83095]
Annotated 3SS: [68012 83007 84861]
SMsplice 5SS: [  157  6813 30763 43625 61137 68119 83095]
SMsplice 3SS: [ 6698 30633 43474 61045 68012 83007 84861]
top_k =  500
Partition function (log Z): -45.01763234924231

Sorted 5' Splice Sites (High to Low Probability):
Position 157: 0.9972592523030964
Position 6813: 0.5778394888377342
Position 4835: 0.060992918625990995
Position 6349: 0.04883960362715911
Position 8872: 0.03256940202050878
Position 7336: 0.02666429159283856
Position 11283: 0.020046464750135447
Position 8313: 0.018557887284774865
Position 1354: 0.006330631106547355
Position 952: 0.005716970410753276
Position 1796: 0.004089052821673572
Position 1924: 0.0039776406689829655
Position 7711: 0.0033677376581545573
Position 8283: 0.0030567069219449667
Position 5512: 0.0028656533301826903
Position 1198: 0.0027932633939944393
Position 8069: 0.0022172086495434538
Position 2724: 0.0020065294655765686
Position 2933: 0.0019744936041836657
Position 4065: 0.0019528470285541427
Position 7384: 0.0013286669310859588
Position 1720: 0.0010652258485819696
Position 2915: 0.0008517475995614917
Position 119: 0.0006142290384970241
Position 1811: 0.00019303818714150962
Position 2277: 0.00017441633742206324
Position 998: 0.0001552589601572821
Position 1896: 0.00013038054247689403
Position 1786: 0.00012820094934636858
Position 870: 0.00011675642960820504
Position 441: 0.00010405516221924111
Position 766: 7.14659320347711e-05
Position 433: 6.576904143519307e-05
Position 1978: 6.193824621616295e-05
Position 813: 5.382446971187234e-05
Position 1857: 5.0165432269689754e-05
Position 149: 4.296740847751988e-05
Position 1088: 3.266307021417131e-05
Position 444: 2.737224255441524e-05
Position 1423: 2.716874320913453e-05
Position 800: 2.4680013324327967e-05
Position 1307: 2.198683423719284e-05
Position 1950: 1.795657759092854e-05
Position 4906: 1.2316573203793162e-05
Position 4040: 1.0747818333898141e-05
Position 4486: 1.045600335612285e-05
Position 4511: 9.556434758205807e-06
Position 3852: 9.254278285385214e-06
Position 2177: 6.923715622436566e-06
Position 3301: 5.741662818065953e-06
Position 495: 4.59452099613815e-06
Position 1605: 3.5244659547250397e-06
Position 895: 3.3390084902527743e-06
Position 1014: 3.250929667074028e-06
Position 957: 2.801961804944191e-06
Position 416: 2.5385417763299827e-06
Position 1572: 1.5859414899218122e-06
Position 585: 1.2909922646509233e-06
Position 58: 1.2454019044667017e-06
Position 1514: 8.037735260231646e-07
Position 913: 5.907792432086915e-07
Position 1159: 4.90671945859243e-07
Position 628: 3.606655396199196e-07
Position 1202: 3.109254114336164e-07
Position 641: 2.562736633153596e-07
Position 883: 1.0067523610423537e-07
Position 408: 2.135881650351792e-08
Position 1658: 4.874997381798994e-09
Position 493: 3.2512878020344097e-09
Position 146: 1.1659745483536656e-09
Position 660: 1.0390971473367845e-09
Position 401: 8.621934184119607e-10
Position 288: 3.70787177651707e-10
