Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  500
Partition function (log Z): -7.532122720646905

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.616297502265766
Position 2154: 0.5731744230587071
Position 231: 0.5229508445566876
Position 1834: 0.43007914783534046
Position 1618: 0.19506590865614157
Position 4481: 0.1413706412709608
Position 2615: 0.12810617863537943
Position 4344: 0.09703484605808613
Position 2550: 0.0888330255871147
Position 1171: 0.08552183688619477
Position 583: 0.08109864413274152
Position 103: 0.06855679052368159
Position 813: 0.0665179404964698
Position 2146: 0.0421561359659835
Position 3186: 0.03992245330231701
Position 2578: 0.035455585368401564
Position 4239: 0.029315991628336
Position 791: 0.0262767837797168
Position 1573: 0.025125630572636993
Position 2451: 0.024328290989704595
Position 3800: 0.021517401727693876
Position 146: 0.01627931883913579
Position 735: 0.014809804133878033
Position 2160: 0.011158596864810489
Position 334: 0.010430787926698298
Position 2142: 0.010244000251649047
Position 2140: 0.010011018441859063
Position 5573: 0.007756981039314751
Position 2972: 0.006860285495377723
Position 394: 0.00626635415404635
Position 1332: 0.005817110788217534
Position 610: 0.00560202516377385
Position 747: 0.005075142792857263
Position 2166: 0.005055693557879549
Position 2168: 0.003944471183376151
Position 2164: 0.003898415809509084
Position 2162: 0.003720506738997908
Position 2158: 0.003464559097199265
Position 1935: 0.0031612054977548684
Position 2170: 0.002865173295515732
Position 4966: 0.0028458970267449257
Position 1143: 0.002756166859479724
Position 1825: 0.002529386930126317
Position 2172: 0.002236161099610765
Position 2174: 0.002029311090063965
Position 2178: 0.001944647148601097
Position 2176: 0.001868930681024409
Position 590: 0.00168203528102
Position 386: 0.0015014895609229023
Position 555: 0.0014026515308516992
Position 675: 0.001343162475413365
Position 2182: 0.0011677530570672558
Position 2063: 0.0011157744104976336
Position 571: 0.001024293553079973
Position 339: 0.0010124316730857552
Position 151: 0.0008079297322230007
Position 976: 0.0007964803155158812
Position 1843: 0.0007363567859916753
Position 1087: 0.0007089491328102595
Position 2081: 0.000525441378699569
Position 784: 0.0004219513989182817
Position 1244: 0.00040952012747931787
Position 793: 0.0002617117990250684
Position 1919: 0.00019119708157789043
Position 1505: 0.0001857636399462482
Position 1510: 0.00016333939598905332
Position 437: 0.0001603769776578239
Position 864: 0.00014832898254835318
Position 260: 9.444687569461239e-05
Position 577: 9.06964560525075e-05
Position 679: 6.491659648444044e-05
Position 1294: 6.011344754624296e-05
Position 592: 4.425576598303942e-05
Position 370: 3.859681478101687e-05
Position 2635: 3.694703048587672e-05
Position 7: 1.3074067608595336e-05
Position 753: 7.4179755463721905e-06
Position 856: 5.957451498951932e-06
Position 388: 3.5437330903083463e-06
Position 553: 2.6574803330409618e-06
Position 481: 2.5476787711443822e-06
Position 840: 5.0748501695086496e-08
Position 484: 1.702335790708104e-08
Position 530: 1.0918601889202819e-08
Position 870: 5.096254059105397e-09
Position 419: 1.6127629764279018e-09
Position 270: 4.210800250127408e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.8154592609928888
Position 4143: 0.41598208544809423
Position 1721: 0.4030850915732733
Position 690: 0.35636188830591
Position 2277: 0.3265417155383689
Position 1422: 0.23091477812064443
Position 5298: 0.21830292003994678
Position 5810: 0.21469314281733445
Position 3030: 0.0722824401105471
Position 2815: 0.05857333185274059
Position 974: 0.0369449492325099
Position 4366: 0.036756997366229505
Position 435: 0.02976174492145958
Position 993: 0.026208140419486808
Position 530: 0.025717776347318172
Position 603: 0.025659095553397467
Position 4236: 0.024840299149422075
Position 3654: 0.021517401727693876
