Gene = LOR
index = 789
Annotated 5SS: [34]
Annotated 3SS: [1226]
SMsplice 5SS: [  34 1176]
SMsplice 3SS: [1086 1244]
top_k =  500
Partition function (log Z): -7.78208142514691

Sorted 5' Splice Sites (High to Low Probability):
Position 34: 0.8882987187234055
Position 1176: 0.8401963043296147
Position 832: 0.09414088116924614
Position 807: 0.0343273141308129
Position 455: 0.020163574811459944
Position 826: 0.008591633908500585
Position 947: 0.006548552751564438
Position 410: 0.0029815569393321965
Position 240: 0.0026526585525013333
Position 1383: 0.002365366094328808
Position 980: 0.0023244861679586077
Position 1180: 0.0021473553366220264
Position 1503: 0.001977628330573371
Position 174: 0.0018783042345082463
Position 302: 0.0010880892774032503
Position 598: 0.0010630460011336257
Position 951: 0.0008507489763207495
Position 589: 0.0008006795629345735
Position 839: 0.0007799076107510488
Position 620: 0.0007783213253207083
Position 25: 0.0006185360144571243
Position 1392: 0.0005471889526267198
Position 1569: 0.00034593643215093155
Position 602: 0.00018738745684315213
Position 1419: 0.00015177342162641183
Position 1889: 0.00014706581075078093
Position 1644: 0.00013095265939144362
Position 2276: 0.00011268266862078596
Position 377: 0.00010502952669100186
Position 772: 0.000104038287777317
Position 487: 9.79319921267037e-05
Position 215: 8.824760583006177e-05
Position 224: 7.541629635215077e-05
Position 2070: 7.106455264818756e-05
Position 1516: 6.96840409581048e-05
Position 494: 6.308992171633432e-05
Position 38: 1.979954687028649e-05
Position 791: 3.894525909457113e-06
Position 369: 1.7409599380394712e-06
Position 73: 1.3122991017108221e-06
Position 40: 9.516455741439523e-07
Position 1197: 2.3566464768913389e-07
Position 43: 1.8650920104065118e-07
Position 631: 1.4391447123338404e-07
Position 669: 1.3814811412778452e-07
Position 530: 9.448327159253309e-08
Position 347: 1.6947947064803728e-08
Position 217: 1.1109295846224764e-08
Position 432: 4.676096918311238e-11
Position 333: 8.395098369124414e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1086: 0.5904421477990011
Position 1244: 0.30493684760098777
Position 1083: 0.12257973956649904
Position 924: 0.099880555697737
Position 1282: 0.09840761533634962
Position 1226: 0.09746716081531862
Position 1289: 0.09673143716472414
Position 1641: 0.08314619120533771
Position 1566: 0.08234616389564142
Position 1885: 0.06415158553726663
Position 638: 0.03902340463170161
Position 1785: 0.030767366630321473
Position 1054: 0.024922610701218467
Position 2149: 0.023486187432826246
Position 695: 0.02228623098649455
Position 1888: 0.02040991060665251
Position 485: 0.012341836273471268
Position 2188: 0.010795624100016589
Position 1261: 0.009861212717377181
Position 669: 0.006982198337243035
Position 2390: 0.005960115733337577
Position 1711: 0.005350048230429217
Position 1129: 0.00411937397610581
