Gene = FPGT
index = 565
Annotated 5SS: [ 149 1620 3199]
Annotated 3SS: [1451 3105 6178]
SMsplice 5SS: [ 149 1620 3199]
SMsplice 3SS: [1451 3105 6178]
top_k =  500
Partition function (log Z): -3.9195459932719414

Sorted 5' Splice Sites (High to Low Probability):
Position 3199: 0.9241689580808173
Position 149: 0.8840672556539181
Position 1620: 0.6490496323662016
Position 1634: 0.27724731087792576
Position 3457: 0.23983167352126974
Position 931: 0.2249366584041616
Position 6245: 0.14940199122401376
Position 3367: 0.14064875633410645
Position 4437: 0.08774584503617333
Position 215: 0.06618971718112998
Position 3645: 0.04712493312182484
Position 4064: 0.02598744224063157
Position 2607: 0.01914170165036871
Position 5815: 0.010750763548013603
Position 132: 0.009972273544521747
Position 59: 0.009891345136486297
Position 4812: 0.008729424411382554
Position 2266: 0.007839934431280884
Position 4161: 0.005597667751043148
Position 6434: 0.00471086439849069
Position 195: 0.0046865838842492635
Position 5035: 0.0046277010541963485
Position 6045: 0.003950575077108626
Position 3019: 0.0038338404203307674
Position 6381: 0.003032950741575513
Position 956: 0.0028195349272666257
Position 3583: 0.002817556519236896
Position 1682: 0.0026348571110438967
Position 6826: 0.002198877946489787
Position 555: 0.0021910682380395043
Position 6285: 0.002149022229430544
Position 3852: 0.0020897884865993316
Position 3425: 0.0019358717215995531
Position 1652: 0.0015345123948073578
Position 94: 0.001200250357972877
Position 1143: 0.0011026297215068826
Position 3908: 0.0010359216528181365
Position 5772: 0.0009048202166695218
Position 3596: 0.0006669561265281077
Position 550: 0.000608027538862311
Position 2436: 0.000589688523401895
Position 738: 0.000526426677600982
Position 677: 0.00038549046691935897
Position 414: 0.00037465584967208876
Position 1924: 0.00035000655299086494
Position 252: 0.0003147531706180944
Position 5125: 0.0002661294289517383
Position 971: 0.00025882767326040104
Position 944: 0.0002537517754750074
Position 1577: 0.00024377820619686885
Position 2079: 0.00021612754250778087
Position 774: 0.00021379302873832554
Position 561: 0.0001804992103256061
Position 276: 0.00017832171538821641
Position 1048: 0.00014819398361221823
Position 1286: 0.00010155285520900228
Position 2648: 9.202899968881294e-05
Position 574: 8.606393988536873e-05
Position 2617: 8.527772458198743e-05
Position 1540: 7.18676534288255e-05
Position 169: 7.030636071780403e-05
Position 37: 6.380891054347307e-05
Position 658: 5.806935786844352e-05
Position 2622: 5.4603874029488866e-05
Position 409: 4.678582311082985e-05
Position 935: 4.2444726920966565e-05
Position 3204: 3.909127054356857e-05
Position 1150: 3.500464228688087e-05
Position 2513: 3.39861370711407e-05
Position 779: 3.347046754657622e-05
Position 478: 2.7090244153530347e-05
Position 3612: 2.626719993631281e-05
Position 848: 2.393393055613037e-05
Position 1046: 2.246015150629103e-05
Position 881: 1.5028712707956775e-05
Position 237: 1.3805794206958805e-05
Position 3461: 1.3677530028239404e-05
Position 3418: 1.0324040474655043e-05
Position 1016: 6.599909749921407e-06
Position 3364: 5.93998195978046e-06
Position 536: 2.967647928119262e-06
Position 697: 6.976576950207607e-07
Position 565: 6.899376518371002e-07
Position 496: 6.02094075031697e-07
Position 443: 1.9173091510667985e-07
Position 360: 8.712855533030515e-09
Position 47: 5.2827642294949166e-09
Position 300: 4.903524568273378e-09
Position 357: 3.894148609685858e-09
Position 227: 8.002715776186892e-10
Position 3313: 6.115902076177558e-10
Position 205: 1.5517075567062068e-10
Position 338: 1.0264164458224102e-10
Position 32: 9.027667110054737e-11
Position 319: 4.405751057989358e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3105: 0.9669147885645778
Position 1451: 0.844762140371457
Position 6178: 0.8224369489685536
Position 3302: 0.23462961950062913
Position 3363: 0.09498854280656507
Position 4321: 0.08473024912393055
Position 867: 0.07684893245033975
Position 6753: 0.06831691696100003
Position 825: 0.05367347162930984
Position 3563: 0.05060169220097481
Position 8290: 0.044852353232332456
Position 1537: 0.04244519141208343
Position 697: 0.03774723714102826
Position 848: 0.034732297689479746
Position 3412: 0.03049441285195249
Position 1385: 0.02525787798644789
Position 6709: 0.02330175281639503
Position 4019: 0.02060332017475858
Position 7205: 0.019335993508335533
Position 7339: 0.018444406171369214
Position 8871: 0.016079316683615178
Position 5956: 0.012916135240681607
Position 6949: 0.01273157977887552
Position 2479: 0.01219941483322568
Position 4937: 0.01067584075154605
Position 1516: 0.010656942329454
Position 6588: 0.009794536798244428
Position 6337: 0.00945322133083586
Position 3793: 0.009341414300930165
Position 5197: 0.008792934814687662
Position 6646: 0.007682419198125096
Position 4636: 0.007275062322767923
Position 8409: 0.006789067644233871
Position 5581: 0.006673657968858501
Position 7945: 0.006309689213423445
Position 5542: 0.006149225707052838
Position 8805: 0.005456850639784648
Position 6862: 0.0049706432728824365
Position 8770: 0.004731387715312553
Position 3258: 0.004247260601393852
Position 3569: 0.0041687600123766115
Position 2482: 0.0036171750292130446
Position 3745: 0.0034670318405970323
Position 3963: 0.003012566649950565
Position 4706: 0.0029602854230486387
Position 1499: 0.0028995925741473645
