Gene = YOD1
index = 1585
Annotated 5SS: [390]
Annotated 3SS: [1353]
SMsplice 5SS: [390]
SMsplice 3SS: [1353]
top_k =  500
Partition function (log Z): -8.685174159725944

Sorted 5' Splice Sites (High to Low Probability):
Position 390: 0.9446501396179465
Position 1208: 0.08123143603986684
Position 66: 0.04917142402944507
Position 695: 0.04834117828932275
Position 1974: 0.0483068429445097
Position 1095: 0.04592358023584854
Position 150: 0.024325752986873873
Position 251: 0.02192420200443696
Position 1740: 0.021562526539783144
Position 1429: 0.019470971621651966
Position 1417: 0.01588600450309063
Position 480: 0.013500403576516665
Position 303: 0.008945059250409532
Position 4564: 0.007413393744917795
Position 1354: 0.007279280458711443
Position 1420: 0.00706860395623564
Position 1434: 0.004212330127977285
Position 1603: 0.0030633283874365903
Position 640: 0.002541220637947254
Position 1029: 0.0021847365230878444
Position 110: 0.0008013901802347724
Position 474: 0.0006453352722089441
Position 1239: 0.0005245422947629765
Position 161: 0.0004470541200888885
Position 49: 0.00028139183924924104
Position 442: 0.000232649155098718
Position 758: 0.00018952359480467392
Position 96: 0.00014518772837770002
Position 80: 8.557106318758322e-05
Position 1396: 7.62741212470743e-05
Position 4307: 6.17087726003423e-05
Position 1083: 5.55017924623463e-05
Position 1501: 4.5016539825039545e-05
Position 334: 1.8883693197274388e-05
Position 1026: 9.360758215899429e-06
Position 838: 9.290885736913372e-06
Position 184: 8.354058801894179e-06
Position 967: 4.720024946172944e-06
Position 953: 4.17564730898577e-06
Position 317: 3.713977839131564e-06
Position 981: 3.4335134249747636e-06
Position 1188: 2.6387092931839374e-06
Position 1227: 2.5196801200710873e-06
Position 1269: 1.8243043874999108e-06
Position 1042: 1.5552401666976527e-06
Position 1452: 1.2198790953012562e-06
Position 419: 9.977094636408324e-07
Position 588: 9.914719300736758e-07
Position 1273: 8.969754400602212e-07
Position 221: 8.006712570673383e-07
Position 558: 5.293558377421171e-07
Position 12: 3.970189072410156e-07
Position 484: 7.183342777176415e-08
Position 802: 6.727204469727518e-08
Position 235: 1.451016575508699e-08
Position 463: 1.0684843642018823e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1353: 0.5574153460693575
Position 1327: 0.277749312436649
Position 1094: 0.07697928032793533
Position 586: 0.07148748478074927
Position 229: 0.07073776903751114
Position 4447: 0.0398746362875046
Position 5846: 0.03776241995060651
Position 6403: 0.030421696228957542
Position 1845: 0.016591578078750457
Position 1501: 0.016227700516607713
Position 1826: 0.0154544104018093
Position 979: 0.011852462468436503
Position 884: 0.011436199397062943
Position 5601: 0.010350274687584775
Position 7000: 0.010024129994952925
Position 4126: 0.0099615669511591
