Gene = SDCCAG3
index = 1232
Annotated 5SS: [ 282  520 2784 3465 4705 5519 5979 6555]
Annotated 3SS: [ 369 2670 3047 4630 5406 5915 6414 7721]
SMsplice 5SS: [ 282 2784 6555]
SMsplice 3SS: [2670 6414 7662]
top_k =  500
Partition function (log Z): 0.5367850273179309

Sorted 5' Splice Sites (High to Low Probability):
Position 2784: 0.9803517963108053
Position 6555: 0.9796019927720062
Position 282: 0.9681782054709487
Position 520: 0.518441723207361
Position 3465: 0.4269191311148528
Position 6954: 0.36653640846132013
Position 4705: 0.24676928668807513
Position 5979: 0.23764522358986717
Position 4709: 0.13655157464410123
Position 3664: 0.11271304919128354
Position 5492: 0.0807160378179219
Position 736: 0.0589326615387848
Position 1728: 0.04766801342757585
Position 2602: 0.025312184326555878
Position 316: 0.023691136663126944
Position 5519: 0.014363130342725412
Position 3107: 0.011290290838914948
Position 1611: 0.010850662352278934
Position 875: 0.00995323902628211
Position 2367: 0.006680843008483773
Position 3469: 0.006056473793371836
Position 7050: 0.005908267219748344
Position 415: 0.005881880406046512
Position 921: 0.005388684357395272
Position 1067: 0.004810595172128208
Position 1196: 0.0024568227359918794
Position 3157: 0.002301771862232324
Position 5552: 0.0022776224880787957
Position 1778: 0.002236458348904547
Position 1674: 0.0020518350127037756
Position 495: 0.0018166345833193988
Position 4057: 0.0012904157572692868
Position 1948: 0.0012389330844289523
Position 5341: 0.0008852171085967578
Position 6597: 0.0007839575348878441
Position 2343: 0.0007457169324000466
Position 3720: 0.000687787143458474
Position 1518: 0.0006860528884439587
Position 2939: 0.00042982830127372796
Position 912: 0.00042749773896250245
Position 3246: 0.0004255310868157788
Position 2284: 0.0003853669791581149
Position 2614: 0.00036976888004522303
Position 2292: 0.0003675744157093674
Position 2545: 0.00034014310961467975
Position 1282: 0.00031113380158786635
Position 617: 0.0003032800788140078
Position 902: 0.00030205837930086807
Position 1734: 0.0002962310489919192
Position 933: 0.0002891447689790614
Position 2800: 0.00025514528450162037
Position 4673: 0.00025270514973142267
Position 3711: 0.00015306579868559205
Position 3752: 0.00013991504114524374
Position 1091: 0.00010353765748672234
Position 187: 6.133716503745554e-05
Position 342: 3.4096608307813e-05
Position 39: 1.5454941494255257e-05
Position 214: 7.364221079344601e-06
Position 726: 7.18690900037549e-06
Position 2889: 6.8722406671896094e-06
Position 302: 5.969993610510885e-06
Position 690: 4.76626886999555e-06
Position 507: 2.446737149032251e-06
