Gene = PSAT1
index = 1084
Annotated 5SS: [  128  3520  4881  7798  9344 11441 20662 31046]
Annotated 3SS: [ 3458  4810  7591  9170 11270 20532 30907 31837]
SMsplice 5SS: [  128  4881 11441 19814 20662 30658]
SMsplice 3SS: [ 4810 11270 19670 20532 30497 30907]
top_k =  500
Partition function (log Z): -9.49886601026395

Sorted 5' Splice Sites (High to Low Probability):
Position 4881: 0.9956368689939576
Position 11441: 0.9874095941202611
Position 20662: 0.9462216048287615
Position 128: 0.8844541603219738
Position 19814: 0.6045684361041277
Position 7798: 0.5668892108756283
Position 4522: 0.43706036367142426
Position 21971: 0.3426492312405271
Position 9344: 0.317247135579981
Position 17031: 0.30190151463857784
Position 20947: 0.26067125083991505
Position 30658: 0.23639429627600644
Position 9491: 0.19532081173983856
Position 19538: 0.1752341810683468
Position 661: 0.1500405984220138
Position 3277: 0.14274708598518898
Position 31046: 0.08724602551110752
Position 3520: 0.07851073952206981
Position 184: 0.06629060907715124
Position 313: 0.06451363794652519
Position 9794: 0.054714107115186865
Position 1255: 0.052115614275745036
Position 669: 0.04863798753690649
Position 367: 0.04687732609525769
Position 9293: 0.04247013443966809
Position 20777: 0.03670634820814225
Position 17618: 0.03193945940331839
Position 9790: 0.030585601840676296
Position 10230: 0.03049394741959589
Position 609: 0.029235706020010292
Position 7248: 0.02540838485814631
Position 21212: 0.022765694630628146
Position 3388: 0.02051526891885495
Position 8631: 0.018187989216230056
Position 9363: 0.01803051476849501
Position 11394: 0.012565746493834748
Position 3716: 0.00967461764347764
Position 86: 0.009476109112771873
Position 3207: 0.0078105351249009155
Position 461: 0.006308291014659181
Position 740: 0.004053326078154627
Position 160: 0.0037373270055761918
Position 1118: 0.002332142528613668
Position 155: 0.002170857815298789
Position 415: 0.001551822743990616
Position 5918: 0.000538928737099423
Position 188: 0.00046502398625323724
Position 1719: 0.00013065668511675696
Position 309: 8.097117734267864e-05
Position 632: 7.096756552055157e-05
Position 878: 4.627091552054415e-05
Position 573: 3.22474540248689e-05
Position 89: 2.6852562851940826e-05
Position 105: 2.2423462701386468e-05
Position 1901: 1.7154029161923316e-05
Position 581: 1.004220251732368e-05
Position 926: 9.972613648331444e-06
Position 30: 9.812418469962834e-06
Position 525: 9.251267227619878e-06
Position 25: 7.770531692237518e-06
Position 935: 6.6999242675632405e-06
Position 667: 6.0272690270307815e-06
Position 132: 5.056400046657121e-06
Position 406: 2.968039971957063e-06
Position 698: 2.1793015122336934e-06
Position 443: 2.1422003977972033e-06
Position 864: 1.492037377021313e-06
Position 339: 1.047061176061531e-06
Position 333: 5.996945751898371e-07
Position 377: 5.579165051963685e-07
Position 259: 1.1647205582187627e-07
Position 202: 1.2267164648655876e-08
Position 235: 1.0593058410228358e-08
Position 17: 8.152233986370912e-09
Position 204: 7.268439832111109e-09
Position 210: 3.5119125353409695e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 20532: 0.9884604660299876
Position 4810: 0.9611400547176547
Position 11270: 0.9441938747795756
Position 19670: 0.6047382194079637
Position 30907: 0.424756302550367
Position 21811: 0.38634377565064215
Position 4471: 0.37147372790475414
Position 9170: 0.36585453298700277
Position 16908: 0.3029393324796619
Position 30497: 0.23639429627600644
Position 522: 0.2243852362438501
Position 7591: 0.19630264890326887
Position 7686: 0.19539643456198072
Position 9394: 0.18290724943377523
Position 7713: 0.17519012741037887
Position 20860: 0.16966685853607652
Position 24203: 0.13837889472737772
Position 19387: 0.13185322294334628
Position 3153: 0.11712616516176984
Position 20881: 0.09558364840250859
Position 31837: 0.08724602551110759
Position 9631: 0.07440222898114669
Position 3458: 0.07278938530234537
Position 11297: 0.055797898006115745
Position 243: 0.05154580344903133
Position 4428: 0.05115235794401166
Position 22273: 0.04533199508105692
Position 1000: 0.043798510752617134
Position 19325: 0.04338095812500051
Position 21092: 0.04208788192617663
Position 21683: 0.03976964983382879
Position 28490: 0.03728092654122931
Position 22050: 0.036313887058662356
Position 23886: 0.03139490043602444
Position 28369: 0.030881997909864456
Position 21424: 0.02724871415401275
Position 4745: 0.02568314789308544
Position 3199: 0.020606848895889804
Position 17463: 0.02028033368544136
Position 9980: 0.018970943399894184
Position 9120: 0.017210908189564878
Position 7176: 0.017167461056087414
Position 235: 0.01518368038969941
Position 21635: 0.015122281429120721
Position 17545: 0.013504396467160467
Position 25519: 0.013345726668071229
Position 8445: 0.012022507142987249
Position 10003: 0.011523004019701704
Position 30874: 0.01112236588585424
Position 257: 0.010973560270433834
Position 9561: 0.010897479974716528
Position 4178: 0.010477420621429001
Position 2876: 0.009737077327804626
Position 3387: 0.008942679072851999
Position 3129: 0.008858807920907296
Position 22337: 0.008558718230222091
Position 23101: 0.00739300646684594
Position 3159: 0.007349328153589564
Position 9449: 0.007095905917640051
Position 21119: 0.006926925642142728
Position 210: 0.0068785164971199644
Position 25024: 0.006805567629078377
Position 21997: 0.006731235391094182
Position 21709: 0.006379236621641182
Position 4770: 0.006378748864577665
Position 1142: 0.006175774342547744
Position 8590: 0.006165482073242812
Position 7140: 0.005526617209000358
Position 20738: 0.005513581395685366
Position 431: 0.005060846833997827
Position 21123: 0.004707263532454571
Position 20908: 0.004219528807185917
Position 20762: 0.0039109569429272
Position 20809: 0.003535301523814407
Position 3617: 0.0034303566023966086
Position 266: 0.003292868137139036
Position 2976: 0.0032183503766746347
Position 3591: 0.003023069809835856
Position 4097: 0.0027609947876844156
Position 4266: 0.002460284501276502
Position 21024: 0.0023837197157965885
Position 7064: 0.0022837753322010068
Position 1059: 0.0019903672155439736
Position 22065: 0.0019880070828577493
Position 3281: 0.001460378067604059
Position 3005: 0.0014562070614196206
Position 14928: 0.0014229348990548992
Position 3041: 0.0011973659816529867
Position 4698: 0.0011713550651641317
Position 21535: 0.0009395309080430812
Position 1047: 0.0008678506506524799
Position 543: 0.0005687974890083665
Position 855: 0.000504609136576623
Position 965: 0.00045511741592213365
Position 7024: 0.0004310279509316917
Position 1214: 0.0004142120503089159
Position 21553: 0.00038375717297336613
Position 18461: 0.00026595871142410664
Position 5899: 0.000184535757678746
Position 16546: 0.00017955887621064188
Position 5795: 0.00017032433432871612
Position 1122: 0.00015904901205531665
Position 1637: 0.00013866710432924574
Position 20318: 0.00012051246861823748
Position 5683: 0.00010635130778485674
Position 788: 9.699816234497413e-05
Position 623: 8.487491703528362e-05
Position 12241: 7.99873836091438e-05
Position 5773: 7.771733730710461e-05
Position 278: 6.824074095981572e-05
Position 3002: 6.248127757833266e-05
Position 13250: 5.793936220367328e-05
Position 12026: 5.539940325982653e-05
Position 13215: 5.108537817828101e-05
Position 13304: 4.838750952918832e-05
Position 13492: 4.7703116062899025e-05
Position 1169: 4.0703491533665895e-05
Position 16334: 3.279000087189031e-05
Position 15941: 2.8492338109679673e-05
Position 344: 2.656811556313898e-05
Position 13421: 2.1985390904179774e-05
Position 12995: 1.9839124462921412e-05
Position 275: 1.8880462586949637e-05
Position 12539: 1.5353285887928792e-05
Position 13864: 1.1954139645720307e-05
Position 11564: 1.0107196210754717e-05
Position 1817: 6.653528554372894e-06
Position 309: 6.380733195767604e-06
Position 377: 4.893840464292843e-06
Position 8768: 3.5713099525215852e-06
Position 608: 3.5431540715441896e-06
Position 288: 3.0552459343988182e-06
Position 302: 2.639548950569683e-06
Position 807: 2.5396665278832638e-06
Position 5125: 1.9589888202500127e-06
Position 1844: 1.3838005527394056e-06
Position 1691: 1.1644645897833498e-06
Position 636: 9.544437680119604e-07
Position 534: 4.3497186148127307e-07
Position 6219: 4.1288723159909947e-07
Position 321: 3.389810323563172e-07
Position 660: 2.856332321095969e-07
Position 389: 2.458819618721389e-07
Position 571: 1.9780036189262584e-07
Position 373: 4.492839781504848e-08
Position 159: 2.268557824367023e-08
Position 165: 1.2531593418664113e-08
Position 330: 3.0196114871769164e-09
Position 115: 8.078481556473367e-10
Position 494: 5.39484686112434e-10
Position 696: 4.22501720835605e-10
Position 128: 3.714697465095278e-10
Position 155: 2.8593203499165766e-10
Position 317: 2.82749834046745e-10
Position 132: 2.7391055417038187e-10
Position 735: 2.726976781110777e-10
Position 488: 2.595345993578019e-10
Position 172: 8.176692087991962e-11
Position 81: 4.6342271737953264e-11
Position 142: 4.158743535340063e-13
Position 85: 1.9557137909886518e-14
