Gene = SST
index = 1343
Annotated 5SS: [246]
Annotated 3SS: [1121]
SMsplice 5SS: [246]
SMsplice 3SS: [1121]
top_k =  500
Partition function (log Z): -5.348768464863946

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9660658258648899
Position 466: 0.13670628493610903
Position 673: 0.023030004344928467
Position 728: 0.0210829275383654
Position 576: 0.017861536292138953
Position 321: 0.011593896360638381
Position 719: 0.007452244837329118
Position 202: 0.00547435416011489
Position 26: 0.0018116127968273287
Position 687: 0.0016632437223434706
Position 694: 0.0008079961877023862
Position 935: 0.0007346581110611585
Position 128: 0.00044451927397397506
Position 814: 0.0002575286245175439
Position 842: 0.00022167057876325776
Position 265: 0.00020086100519465497
Position 548: 0.00013820981580379242
Position 507: 0.00013211199890868753
Position 816: 0.0001223414212281133
Position 820: 0.00012120770406266908
Position 818: 0.00011986030798903194
Position 460: 0.00010708961895651182
Position 632: 0.0001037843887419639
Position 822: 9.524477129397602e-05
Position 824: 7.044387706604839e-05
Position 753: 7.02443745337644e-05
Position 826: 5.484799644817909e-05
Position 830: 5.1322267475624095e-05
Position 828: 4.966654187607164e-05
Position 832: 4.6405748067948556e-05
Position 313: 4.426451812023527e-05
Position 1020: 3.737122139608496e-05
Position 848: 2.9419450546159138e-05
Position 834: 2.867881670731217e-05
Position 1330: 2.1881282596865294e-05
Position 854: 1.7153819240112926e-05
Position 354: 1.6669061836761137e-05
Position 856: 1.6521863745951807e-05
Position 858: 1.589461538599398e-05
Position 806: 1.5031279225941533e-05
Position 852: 1.37916511539867e-05
Position 860: 1.3544737982852675e-05
Position 218: 1.09487379370499e-05
Position 454: 1.002411392439288e-05
Position 850: 8.386600831824527e-06
Position 846: 7.5095213654537625e-06
Position 450: 6.24305303606727e-06
Position 710: 6.070846792618126e-06
Position 206: 5.750981586446958e-06
Position 66: 3.819510625538645e-06
Position 113: 1.9804070685040013e-07
Position 169: 1.0943717048445526e-07
Position 615: 3.617778202590154e-08
Position 366: 1.650363845209781e-08
Position 335: 1.4196591529982978e-08
Position 171: 1.128222732539647e-08
Position 348: 2.7377605045621422e-09
Position 146: 2.5596893696303116e-09
Position 153: 5.958835995638171e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1121: 0.9364735097922063
Position 374: 0.13468958680792462
Position 1049: 0.032745897705834276
Position 325: 0.01608954186066615
Position 589: 0.0158090434860301
Position 445: 0.012511260033762505
Position 1169: 0.006746785619643011
Position 613: 0.005413904963593643
Position 489: 0.0047655340125696555
Position 642: 0.0037116117516521776
Position 510: 0.003637600865618758
Position 873: 0.003014192779963669
Position 710: 0.002987305454445041
Position 1146: 0.002592204510031726
Position 526: 0.001996451578841714
Position 575: 0.001988431991851879
Position 128: 0.0016857343908830414
Position 1208: 0.0015109493101693767
Position 749: 0.0010180526766340049
Position 944: 0.0009271987115322406
Position 880: 0.000919135728806827
Position 564: 0.0007280381837231115
Position 346: 0.0007079906809236404
Position 599: 0.0006465400012088929
Position 1413: 0.0005144406359581996
Position 801: 0.00038248728544733405
Position 383: 0.0003800976067553333
Position 1197: 0.00036131698466894884
Position 460: 0.000248031562487325
Position 1362: 0.00024160004329749899
Position 450: 0.00022884173835482232
Position 1244: 0.0002123610633563398
Position 196: 0.00015460987491989467
Position 1220: 0.00011265371651354646
Position 683: 0.00011106998890504793
Position 465: 0.0001089933828043586
Position 1347: 9.163664077069642e-05
Position 335: 8.33685540870599e-05
Position 404: 7.248282786862436e-05
Position 1334: 6.034219732946452e-05
Position 282: 4.289507866534202e-05
Position 1001: 4.0964635403826806e-05
Position 1175: 3.710637446836367e-05
Position 215: 3.3938034123273745e-05
Position 1148: 2.7559996645406918e-05
Position 1133: 2.3493969729824354e-05
Position 348: 2.1469150638481483e-05
Position 917: 1.923427003285049e-05
Position 1437: 1.9033294388816417e-05
Position 1420: 1.8167277679652357e-05
Position 107: 9.729386352555217e-06
Position 649: 8.003126938532666e-06
Position 1290: 7.628487278460706e-06
Position 409: 7.357157196918324e-06
Position 1238: 5.089528223922547e-06
Position 391: 4.644678291886523e-06
Position 694: 4.384368623768386e-06
Position 1316: 4.216785696155718e-06
Position 1281: 4.1335154395174525e-06
Position 206: 5.653608530411826e-07
Position 218: 4.672793909955697e-07
Position 293: 3.1143172353432276e-07
Position 245: 4.1339612235562735e-08
Position 242: 3.886854660626764e-08
Position 662: 1.0534855943000836e-09
Position 691: 6.0569622755392e-10
Position 470: 8.798395149498084e-11
Position 250: 8.610084142191166e-13
Position 253: 5.331849360148063e-13
