Gene = ZMAT2
index = 1601
Annotated 5SS: [ 145  579 1796 3658 4238]
Annotated 3SS: [ 484 1671 3583 4091 5278]
SMsplice 5SS: [ 145  579 1796 3658 4238]
SMsplice 3SS: [ 484 1671 3583 4091 5278]
top_k =  500
Partition function (log Z): 8.742595480599823

Sorted 5' Splice Sites (High to Low Probability):
Position 4238: 0.9973391060842811
Position 1796: 0.9925658869616907
Position 145: 0.9721354985957628
Position 579: 0.8923793026564331
Position 3658: 0.6114154439960013
Position 3671: 0.22724883535996865
Position 3883: 0.21520657871913307
Position 752: 0.1369274363353232
Position 1579: 0.10485931716347918
Position 2775: 0.08020933237050117
Position 608: 0.01954528665200164
Position 5474: 0.017826911667958478
Position 3707: 0.016532799068013977
Position 302: 0.01498315271237394
Position 5509: 0.012678241656578645
Position 3259: 0.011921984697052036
Position 5476: 0.007102434353026796
Position 5472: 0.006962194863424795
Position 2697: 0.006708896365877473
Position 5480: 0.006203045672118416
Position 5478: 0.006116725818814202
Position 266: 0.005988841604047627
Position 675: 0.004664446468339322
Position 641: 0.0044210086358921555
Position 2121: 0.004381917450047111
Position 2113: 0.0033972569721853105
Position 169: 0.0033727511430838115
Position 583: 0.0031752437241479485
Position 1952: 0.003160768306165894
Position 1324: 0.002928509248947391
Position 742: 0.002417014739359399
Position 3994: 0.0022118633222109226
Position 3769: 0.0020412220990380942
Position 2967: 0.0019269110141166231
Position 1725: 0.0016437680145817049
Position 149: 0.0015810948969645468
Position 5604: 0.0015511712075991296
Position 1415: 0.0015413433241831369
Position 3136: 0.001376683925018029
Position 3725: 0.0013332387443065385
Position 653: 0.0012827732907727744
Position 3384: 0.0011428351768250594
Position 3180: 0.0010227507584056584
Position 1383: 0.0009643821248877136
Position 2369: 0.0006987626879551487
Position 3034: 0.0006909841717446111
Position 4145: 0.0006511345523736919
Position 4557: 0.0005611250782456482
Position 1483: 0.00045309875350486406
Position 878: 0.00041834972891384545
Position 179: 0.00038581068520578447
Position 1879: 0.0003624029520128945
Position 1994: 0.00035873701651124797
Position 5378: 0.00033850099914175635
Position 3878: 0.000330249384899315
Position 4010: 0.00032360696145025317
Position 3357: 0.00030284141654157135
Position 5487: 0.0002600662713404674
Position 4781: 0.0002590674568091125
Position 5210: 0.00025325129229067785
Position 4694: 0.00025272617737049713
Position 4468: 0.0002509110477361498
Position 1151: 0.0002508880917388508
Position 2779: 0.0002494287901026425
Position 1543: 0.0002401764526712898
Position 1302: 0.00023127470540798578
Position 6090: 0.00022386405656008883
Position 3778: 0.00022303526493446142
Position 5484: 0.0001867887328414418
Position 282: 0.00018598781519557327
Position 1221: 0.00018128423079296157
Position 260: 0.00017997033160523817
Position 1086: 0.0001728482173109834
Position 3935: 0.00016290372179160112
Position 2335: 0.00015168956811364824
Position 2389: 0.00014838835302922158
Position 5949: 0.00013917772563191023
Position 3401: 0.00013751791871290388
Position 320: 0.00012798541337289985
Position 4019: 0.00012062702162339643
Position 1912: 0.00011806144767815554
Position 3678: 9.751976034044646e-05
Position 4902: 9.136154816053496e-05
Position 1082: 8.919389926740941e-05
Position 5431: 7.394338217277758e-05
Position 151: 6.469255058361473e-05
Position 1465: 5.962928600677091e-05
Position 711: 5.9571314397066686e-05
Position 132: 4.528862722055856e-05
Position 1070: 4.242757218589266e-05
Position 1550: 4.004766015964836e-05
Position 883: 3.8269499367801087e-05
Position 1047: 3.352830864196455e-05
Position 838: 3.168670471836985e-05
Position 756: 3.11660954322698e-05
Position 329: 2.6370552289556427e-05
Position 121: 2.5993760820409152e-05
Position 156: 2.2132021176791387e-05
Position 888: 2.183953464785996e-05
Position 511: 2.099600784733124e-05
Position 1264: 1.6208315085661973e-05
Position 864: 1.540045180545209e-05
Position 154: 1.2739461810071081e-05
Position 673: 1.0920518763733168e-05
Position 690: 8.988206229360313e-06
Position 2382: 8.508227810837508e-06
Position 422: 7.769892755840958e-06
Position 1024: 7.663251411051467e-06
Position 4244: 7.259797808357793e-06
Position 4163: 6.26630754990566e-06
Position 189: 6.1712726568155034e-06
Position 4341: 5.599021507320618e-06
Position 306: 5.5899104345721665e-06
Position 4603: 4.645084808142026e-06
Position 4763: 2.9441930366130704e-06
Position 2586: 1.6996884077289506e-06
Position 1478: 1.435093619022349e-06
Position 4723: 1.3441142596064365e-06
Position 2635: 1.1328168075466832e-06
Position 1149: 9.000852790774679e-07
Position 4748: 8.296217014077671e-07
Position 5110: 3.6009810769204865e-07
Position 335: 3.1837876138740955e-07
Position 647: 2.2628441131231235e-07
Position 396: 2.2015133454696567e-07
Position 4352: 2.1006349042947956e-07
Position 12: 1.252342710337861e-07
Position 1214: 8.102601222223499e-08
Position 1959: 7.690081847973522e-08
Position 1758: 1.5896232549178033e-08
Position 360: 1.3006921378592966e-08
Position 23: 1.21452122994833e-08
Position 352: 3.6503744581907307e-09
Position 365: 1.8028863094651248e-09
Position 1869: 4.523046516378309e-10
Position 1623: 1.403942438627991e-10
Position 94: 1.3436604734864956e-12
Position 391: 1.9409802005793905e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.9719756580740097
Position 484: 0.9605405468292454
Position 4091: 0.898355580066816
Position 3583: 0.7772009371701446
Position 5278: 0.6796236022172649
Position 3815: 0.11942755306900228
Position 6161: 0.09134825623726375
Position 4144: 0.09133722759721638
Position 3563: 0.09009544657228336
Position 4336: 0.08384092170468158
Position 1561: 0.07775429975411552
Position 3759: 0.07637574341678793
Position 710: 0.07442778299954683
Position 4391: 0.04024453934482874
Position 6120: 0.03641377986285469
Position 2523: 0.030909809520690723
Position 2687: 0.029450085870129487
Position 6190: 0.024115321208429113
Position 438: 0.023255216716813226
Position 5634: 0.021763375997942855
Position 1322: 0.018453483015862845
Position 5281: 0.018296333596308566
Position 1448: 0.015397250217879719
Position 4507: 0.01364010365555849
Position 2527: 0.01158019652676756
Position 6048: 0.010345790163315032
Position 2931: 0.009531115381021143
Position 5983: 0.009170995622770673
Position 4096: 0.00818631692284331
Position 4441: 0.007056680542779776
Position 1415: 0.006394566802383704
Position 2658: 0.006057369391953906
Position 1863: 0.00559047787948503
Position 5827: 0.005276608350251692
Position 3834: 0.005252187930770245
Position 1951: 0.004656048020865028
Position 2620: 0.00449804108840287
Position 2952: 0.0039041769947093853
Position 1178: 0.003260094174885802
Position 1291: 0.002991491518058522
Position 3135: 0.00276397628499788
Position 1465: 0.002446415921717073
