Gene = PGBD5
index = 1019
Annotated 5SS: [  148 20752 26688 40538 44802 52336]
Annotated 3SS: [20323 26552 40356 44603 52229 54024]
SMsplice 5SS: [  148 20476 26688 40538 44802 52336]
SMsplice 3SS: [20323 26552 40356 44603 52229 54024]
top_k =  500
Partition function (log Z): -19.558807045865603

Sorted 5' Splice Sites (High to Low Probability):
Position 26688: 0.9945135566835892
Position 148: 0.9698318030535411
Position 20476: 0.6028049734200307
Position 20752: 0.3971277219507242
Position 27276: 0.2907738783379037
Position 8138: 0.19088119086266941
Position 624: 0.1262519662621661
Position 28765: 0.12134544485872928
Position 29042: 0.09043471408045732
Position 4398: 0.0816702544171635
Position 10796: 0.07967522209448244
Position 5630: 0.07301288470752185
Position 27935: 0.04778283912210589
Position 30901: 0.037811513527814006
Position 27349: 0.03138383717217334
Position 29012: 0.02930674549406663
Position 29137: 0.01987388623240998
Position 27258: 0.012220621921087017
Position 419: 0.0121299733554248
Position 27712: 0.008544367999341341
Position 28927: 0.006588331729393513
Position 28884: 0.006395494656544218
Position 13: 0.005604481194039301
Position 28084: 0.005163022390498491
Position 26652: 0.0032230712251521305
Position 30934: 0.0029982621395503502
Position 27119: 0.0027698678528707667
Position 26715: 0.0019859042495114563
Position 461: 0.0018780835760551665
Position 27929: 0.0014408161075670977
Position 26950: 0.0013775899388880014
Position 27183: 0.0010599003433417675
Position 162: 0.0007333935097558783
Position 27326: 0.0005105936040200907
Position 17: 0.0001537380806122811
Position 272: 6.089732791088158e-05
Position 376: 4.700284592594079e-05
Position 61: 2.567080406640453e-05
Position 364: 8.773279949270961e-06
Position 7440: 2.1462942676133634e-06
Position 1354: 1.978280522941961e-06
Position 1370: 1.768821256753694e-06
Position 264: 1.5064539696991201e-06
Position 266: 1.4990863747561591e-06
Position 518: 1.2208481818528408e-06
Position 8: 1.1231791520618254e-06
Position 464: 8.167282789726253e-07
Position 204: 1.7571808578999474e-08
Position 1685: 1.615826809603873e-08
Position 108: 1.1215140356842262e-08
Position 1310: 8.747526558557945e-09
Position 2918: 6.648663139124538e-09
Position 5317: 5.927527495269408e-09
Position 4917: 4.323812749452027e-09
Position 5195: 2.275090413566079e-09
Position 1014: 4.1830928580147545e-10
Position 1176: 1.6394795395617285e-10
Position 95: 2.7225014940559874e-12
