Gene = SPRTN
index = 1325
Annotated 5SS: [  557  1821  9878 13524]
Annotated 3SS: [ 1720  9748 13255 14561]
SMsplice 5SS: [  557  1821  9878 10112 10758]
SMsplice 3SS: [ 1720  9748  9993 10605 13255]
top_k =  500
Partition function (log Z): -6.933167368052992

Sorted 5' Splice Sites (High to Low Probability):
Position 9878: 0.933399922502549
Position 1821: 0.8567332693054334
Position 10112: 0.8341004148436747
Position 557: 0.7134543252707414
Position 10758: 0.6295081001439379
Position 13524: 0.5099420495153549
Position 6667: 0.49570126710639306
Position 1430: 0.28978897428714945
Position 9297: 0.2211652484960372
Position 157: 0.2026068392881899
Position 8879: 0.13248802128250425
Position 13720: 0.09310654323925899
Position 9663: 0.07345075970948155
Position 10128: 0.05785365863542318
Position 73: 0.049775081012073855
Position 83: 0.0410966282787912
Position 3059: 0.03816392711236425
Position 12756: 0.034192341630896954
Position 14292: 0.034134338398934
Position 14723: 0.03374017995284451
Position 531: 0.031165390306845436
Position 778: 0.02685939710563201
Position 2931: 0.020020948271666023
Position 1488: 0.016514864189729188
Position 6267: 0.016411533820357913
Position 5848: 0.014830654587386458
Position 10293: 0.014514443278694698
Position 1454: 0.013631872474289139
Position 3087: 0.013547653560353331
Position 13396: 0.012325266546620951
Position 947: 0.009838854894797815
Position 102: 0.009411125248076932
Position 4526: 0.007694055361369423
Position 13987: 0.007547284066391654
Position 14577: 0.0073636946006011
Position 11739: 0.007324244189581801
Position 4657: 0.007189155387243771
Position 5756: 0.006816382751708558
Position 1127: 0.006739970707494823
Position 4: 0.005478512161923142
Position 14440: 0.005163555453203926
Position 14747: 0.004339374527177159
Position 10795: 0.003109107696680324
Position 13690: 0.00286441254683036
Position 1575: 0.0019449259648573083
Position 14210: 0.001912722058621356
Position 793: 0.0018805402966605269
Position 12324: 0.0018501021514507586
Position 10422: 0.0017600216913886703
Position 25: 0.001255856213540579
Position 931: 0.001136654359152905
Position 1901: 0.0011218898260589544
Position 10199: 0.001019105478662886
Position 8682: 0.000994073679619029
Position 57: 0.0008520151840751248
Position 282: 0.0007789841024171423
Position 1586: 0.0007616480715893015
Position 543: 0.0007533865965379893
Position 1559: 0.0007002238371305265
Position 10762: 0.0006767747453355144
Position 12644: 0.0006331631108199629
Position 446: 0.0006243951904324952
Position 6932: 0.0006071738158449734
Position 10271: 0.0005887094024186376
Position 970: 0.0005782908343790773
Position 252: 0.0005772192081925895
Position 1606: 0.0005125904783503302
Position 649: 0.0003467505742913074
Position 6801: 0.00031511761716092605
Position 5098: 0.00028491816262675196
Position 1294: 0.00022888548903520495
Position 996: 0.00019792475834149004
Position 274: 0.0001699475879863022
Position 479: 0.00015619633427005287
Position 1412: 0.0001421546777419222
Position 1107: 0.00011623891479975994
Position 871: 9.482577845054383e-05
Position 1638: 9.442696148764146e-05
Position 13826: 8.820391208532241e-05
Position 1435: 7.976446048030917e-05
Position 1832: 4.1893761712149085e-05
Position 353: 2.6793231848532867e-05
Position 450: 2.512546264420746e-05
Position 915: 2.1653803233675537e-05
Position 1853: 1.963633957907324e-05
Position 760: 1.895443041851441e-05
Position 246: 1.1237469721185953e-05
Position 216: 6.102538301017585e-06
Position 416: 4.4154849037527915e-06
Position 321: 3.998187677671464e-06
Position 2100: 3.4688771443859654e-06
Position 440: 1.7354068830366467e-06
Position 429: 1.0078682562319762e-06
Position 536: 9.995538151010766e-07
Position 561: 9.152578740847815e-07
Position 104: 6.538475711849302e-07
Position 377: 5.329346353070093e-07
Position 422: 4.7334476196202147e-07
Position 184: 4.6384904636971886e-07
Position 483: 2.8104906663333314e-07
