Gene = DLD
index = 448
Annotated 5SS: [  320  2309 10848 11424 12578 14089 14535 15399 24727 25995 26493 27092
 28130]
Annotated 3SS: [ 2229 10767 11354 12507 13987 14390 15296 24535 25823 26302 26953 28039
 28223]
SMsplice 5SS: [  320  2309 10487 10848 12578 13777 15399 24727 25995 26493 27092 28130
 28414]
SMsplice 3SS: [ 2229 10322 10767 12507 13651 15296 24535 25823 26302 26953 28039 28223
 29548]
top_k =  500
Partition function (log Z): 15.020298456424811

Sorted 5' Splice Sites (High to Low Probability):
Position 24727: 1.0000000000000018
Position 15399: 1.0000000000000016
Position 28130: 0.9771480576489955
Position 2309: 0.9666883909441263
Position 28414: 0.939320660737837
Position 27092: 0.9359480694220302
Position 12578: 0.9203015924012073
Position 10848: 0.9014710207576184
Position 13777: 0.8464237534776222
Position 25995: 0.7736928711828537
Position 26493: 0.7703924695707526
Position 10487: 0.739727090161698
Position 14089: 0.663429311495062
Position 320: 0.6169380330103961
Position 28767: 0.4773586458234144
Position 14535: 0.42258705249541983
Position 10217: 0.3944254938717532
Position 27824: 0.3512051391103072
Position 27639: 0.31573106619233005
Position 11424: 0.2852391343175056
Position 14469: 0.23889613627252726
Position 4103: 0.2375283779894767
Position 1357: 0.22797538049719585
Position 27821: 0.19942319232645309
Position 10502: 0.19394992457834925
Position 26249: 0.14952400612689054
Position 335: 0.11880122546217545
Position 14830: 0.08180939304611243
Position 29013: 0.07378118571979739
Position 14797: 0.06920573415102253
Position 10115: 0.067064158963091
Position 22640: 0.06200432924655168
Position 15198: 0.06140172336531744
Position 644: 0.059793805826234045
Position 331: 0.055407078922531536
Position 1506: 0.05518801282738148
Position 14278: 0.05126524062181716
Position 18630: 0.04952649721340901
Position 904: 0.04795196641333391
Position 135: 0.04710205209227113
Position 10665: 0.045481080572162796
Position 7255: 0.04467136960364562
Position 18801: 0.04178974138463138
Position 385: 0.04107316146517806
Position 10853: 0.03598762575385795
Position 19802: 0.03577620357395165
Position 22010: 0.035546157909534935
Position 10456: 0.03152565975546168
Position 169: 0.028246366118228592
Position 2589: 0.027368920406311847
Position 28722: 0.026659363394934837
Position 12659: 0.023602207547268324
Position 13431: 0.019610293599106373
Position 13367: 0.018942437699475564
Position 26527: 0.01874016090161365
Position 12842: 0.016098851076498617
Position 1106: 0.015861005874533495
Position 7454: 0.014733050020592667
Position 11127: 0.014613644939702889
Position 14503: 0.013810274723081268
Position 6362: 0.013521428307541208
Position 959: 0.012889304342207234
Position 6234: 0.012223034072766746
Position 5531: 0.012155308269176815
Position 1202: 0.011671729867421488
Position 13917: 0.010847964036825914
Position 244: 0.01006899679309345
Position 177: 0.009887789062003964
Position 21890: 0.0096238356292664
Position 28425: 0.009305129340434459
Position 13188: 0.008924230910722081
Position 12350: 0.00876314139454843
Position 979: 0.008466711897872861
Position 7589: 0.008306477094844592
Position 745: 0.008122646034959775
Position 14057: 0.007180735360955675
Position 100: 0.006632341762042173
Position 14743: 0.006084507090757817
Position 7965: 0.004079725704586276
Position 10937: 0.0029787659265312163
Position 130: 0.0027183594516401372
Position 29342: 0.0026246246570612256
Position 4005: 0.0025703125310076727
Position 1147: 0.0022472468692744368
Position 8209: 0.002209773642585152
Position 819: 0.0021102742005631387
Position 29620: 0.0020423612542719836
Position 10719: 0.0018571212720700084
Position 14316: 0.0018511017810133683
Position 16794: 0.0016575488666739418
Position 366: 0.001587762001419887
Position 340: 0.0013288121651881372
Position 2485: 0.0011362254373433168
Position 824: 0.0009834193353260789
Position 13309: 0.0009535937932594427
Position 986: 0.0008919862070185892
Position 1235: 0.0008626521170607586
Position 29328: 0.0007302322086282163
Position 12582: 0.0006878712108425734
Position 3479: 0.0006553310691168211
Position 12996: 0.0005079747193175384
Position 28498: 0.00048646517580591475
Position 28881: 0.00037649314574154783
Position 11836: 0.0003624563565054666
Position 28112: 0.00035120465932360714
Position 301: 0.0003358177064988637
Position 28055: 0.0003110802029440831
Position 13329: 0.00024097812511663367
Position 11174: 0.0002176323514475031
Position 250: 0.0002102051931277855
Position 13034: 0.00020969512227882547
Position 12690: 0.00019627508453208157
Position 4001: 0.00016579593822558912
Position 13116: 0.0001489753415216834
Position 6583: 0.00011044965304336399
Position 17980: 0.0001028895838527229
Position 1169: 9.71346093715806e-05
Position 955: 9.162054843566149e-05
Position 486: 9.074175504020496e-05
Position 28688: 9.057349566596488e-05
Position 5793: 8.669635592248406e-05
Position 297: 8.605733856352931e-05
Position 376: 8.456087069902821e-05
Position 28620: 7.781585735691273e-05
Position 1061: 7.640712864218373e-05
Position 1206: 7.004543287538636e-05
Position 4429: 3.950459901399334e-05
Position 27584: 2.652138875285753e-05
Position 380: 2.6214282460521884e-05
Position 345: 4.424887962924531e-06
Position 613: 3.5178527446637387e-06
Position 294: 2.7137911580134772e-06
Position 190: 1.1545624064035273e-06
Position 551: 1.0418845954289344e-06
Position 662: 5.628167325363683e-07
Position 16: 3.5565874377700835e-07
Position 3445: 3.110728973092555e-07
Position 848: 2.5651248348787056e-07
Position 2817: 2.531852162914966e-07
Position 3387: 2.270665171263173e-07
Position 3910: 1.5571423672365402e-07
Position 3483: 1.3241022414965158e-07
Position 541: 1.3206367187611538e-08
Position 667: 1.0528152684357814e-08
Position 642: 9.65106946270072e-09
Position 299: 8.129370639160242e-09
Position 402: 8.294417881071987e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 24535: 1.0000000000000018
Position 15296: 0.9964130852984542
Position 28223: 0.9963078694321053
Position 10322: 0.9726162866066843
Position 28039: 0.9523365996462534
Position 12507: 0.9467629819095735
Position 13651: 0.906128638750695
Position 2229: 0.8418002581818032
Position 10767: 0.7977321635806395
Position 25823: 0.7736928711828545
