Gene = UROC1
index = 1538
Annotated 5SS: [  180  7110  8189  9358  9807 10032 11829 12073 13779 16556 17079 17717
 18437 19723 21736 25356 28498 29576 34405]
Annotated 3SS: [ 6978  8094  9297  9677  9969 11761 11928 13689 16492 16898 17618 18363
 19600 21664 25256 28397 29493 34304 35287]
SMsplice 5SS: [  180  7110  8189  9358  9807 10032 11829 12073 13779 16556 17717 18219
 18437 21736 25356 28498 29576 34405]
SMsplice 3SS: [ 6978  8094  9297  9677  9909 11761 11928 13689 16492 17618 18122 18363
 21664 25256 28397 29493 34304 35287]
top_k =  500
Partition function (log Z): 35.23712869801305

Sorted 5' Splice Sites (High to Low Probability):
Position 25356: 0.99964325625425
Position 12073: 0.9988605079858636
Position 8189: 0.9924683133533424
Position 28498: 0.9848036935511494
Position 18437: 0.9822689724326993
Position 17717: 0.968559230916099
Position 180: 0.941292184657782
Position 29576: 0.9319405969648654
Position 9358: 0.9254064171278584
Position 21736: 0.8783566126025016
Position 10032: 0.8749617053200999
Position 9807: 0.8511396605964334
Position 11829: 0.8207544864147357
Position 16556: 0.7511514914779059
Position 13779: 0.6883471871392071
Position 7110: 0.6024249053417098
Position 34405: 0.5568696859359504
Position 23361: 0.5007685375264245
Position 416: 0.4116740092683306
Position 4385: 0.3504771830058359
Position 18626: 0.34704527939740315
Position 27717: 0.3300348406701262
Position 19015: 0.320278265083229
Position 28675: 0.3077326843775111
Position 6733: 0.285354702081395
Position 19723: 0.28028106763520383
Position 19577: 0.2687472583063145
Position 16430: 0.26496702619493423
Position 27941: 0.2595401870441494
Position 7062: 0.24010797527025635
Position 6695: 0.23779053146306153
Position 20589: 0.21165953668612297
Position 17079: 0.17364147406134833
Position 537: 0.16664457165966368
Position 24449: 0.15048811294013828
Position 929: 0.13204645246981195
Position 19751: 0.12204842162431041
Position 21795: 0.1216433873974989
Position 20963: 0.10068072696043513
Position 12700: 0.09811243156952285
Position 13290: 0.09583737514494743
Position 14323: 0.09283671072413574
Position 16743: 0.07639763358908548
Position 28185: 0.07401208356089868
Position 27721: 0.06959145637223657
Position 15973: 0.06605931320936276
Position 35387: 0.06374984478962996
Position 29007: 0.05935518392896315
Position 1067: 0.05755102899039772
Position 10661: 0.05295963814523881
Position 472: 0.052591346285455226
Position 7123: 0.04973349605562862
Position 30348: 0.045160604873352814
Position 9822: 0.04494497309946745
Position 25928: 0.04133974899858607
Position 34576: 0.03823162455559499
Position 29063: 0.038217218764148665
Position 6247: 0.034090025510058124
Position 25649: 0.033288039015407556
Position 22861: 0.0313755503886575
Position 8453: 0.030784056746197632
Position 34346: 0.03050104904956461
Position 4121: 0.029967037275142116
Position 23499: 0.029713311784219865
Position 34581: 0.029172761082778522
Position 24451: 0.028122860497399902
Position 14283: 0.026384322640366043
Position 12488: 0.024423437651192977
Position 24409: 0.023823833897023996
Position 17960: 0.023809645663346386
Position 20610: 0.02103353462470894
Position 11762: 0.02034369015115183
Position 11782: 0.01997033997388064
Position 9155: 0.019899295229403445
Position 34599: 0.018885908062825724
Position 13514: 0.018235030542036398
Position 27796: 0.01734701126489204
Position 3225: 0.016899898642038492
Position 5690: 0.016833418817907998
Position 12688: 0.01679153714354991
Position 9157: 0.015513334708776997
Position 22759: 0.014711192072045121
Position 12674: 0.014487991721715604
Position 12358: 0.014146282602062256
Position 20501: 0.013987978474530857
Position 13368: 0.013682295401298741
Position 17545: 0.013630173516851214
Position 3800: 0.0135039447682579
Position 21009: 0.013052271282692271
Position 13104: 0.012643173860368208
Position 21001: 0.012494157710506704
Position 18259: 0.012426167244199988
Position 4952: 0.011236198626757466
Position 14087: 0.011054481567474152
Position 12371: 0.010970726618879729
Position 28174: 0.01092033975125303
Position 33032: 0.010531038215783965
Position 12898: 0.010487565994109289
Position 4588: 0.010424066869754894
Position 800: 0.009729904997307628
Position 18056: 0.009360476488235809
Position 18841: 0.00915777137361222
Position 14648: 0.00902317757986221
Position 9513: 0.008858379595093625
Position 5739: 0.008766845256243267
Position 12235: 0.008361946564556135
Position 7119: 0.008088367694187077
Position 5684: 0.007914663004384823
Position 26907: 0.007168850692698507
Position 7335: 0.006931550138667111
Position 7080: 0.00648329346081536
Position 24932: 0.006427975541272803
Position 20626: 0.006352053025205821
Position 10611: 0.006335727105153218
Position 27709: 0.005634895954102458
Position 32585: 0.005111846545125474
Position 17473: 0.004952249074381659
Position 1071: 0.004938684932121444
Position 231: 0.004933241635508531
Position 19735: 0.004880668362604233
Position 17973: 0.004593875462788259
Position 18670: 0.004588566001457371
Position 23445: 0.004535025802729383
Position 9734: 0.0043597513239586605
Position 7873: 0.0041522655222502175
Position 11439: 0.004144721761514496
Position 7962: 0.004139194705594143
Position 4532: 0.003854580243318343
Position 2991: 0.003788771672598485
Position 3577: 0.003778667471702072
Position 1013: 0.0037202389463553286
Position 26173: 0.0033762829712510106
Position 31415: 0.0033072386884720638
Position 19391: 0.0032474927583400737
Position 24011: 0.0032390628745499078
Position 9337: 0.0030988252422297813
Position 19903: 0.0029524156539688104
Position 29294: 0.0028843451278849574
Position 241: 0.002799314286141517
Position 4405: 0.0026026103416350675
Position 9970: 0.002515609579490518
Position 7905: 0.002192692447892501
Position 18385: 0.002129103824810117
Position 32661: 0.0021083073241634337
Position 8647: 0.001984152226668533
Position 8929: 0.0018699082141015672
Position 7642: 0.001757548812602025
Position 7086: 0.001558567147273946
Position 23759: 0.0015140967422371488
Position 1197: 0.0014747728940272156
Position 29056: 0.001472335134756836
Position 22439: 0.0014691805272192093
Position 4576: 0.0014234644015119896
Position 654: 0.0013212943617628078
Position 12456: 0.0012126121783470132
Position 9857: 0.0011992242403553199
Position 34571: 0.0011669160645713169
Position 20267: 0.0011284799680104816
Position 18757: 0.001082457446565414
Position 31574: 0.001038164919774476
Position 8986: 0.0008482240823592652
Position 17890: 0.0007413576284604715
Position 589: 0.0007217457668207462
Position 11854: 0.0005801689174788096
Position 7205: 0.0005756556645477343
Position 9739: 0.0005278882963184018
Position 476: 0.000512064331264133
Position 25715: 0.0005056884038499811
Position 9531: 0.00046102278257146955
Position 19268: 0.00043161196801060704
Position 11986: 0.0003482311703413891
Position 25361: 0.00033871968119502993
Position 4181: 0.00028282656839103445
Position 9610: 0.0002660218820928136
Position 19850: 0.00025250070123981796
Position 8312: 0.0002011904817759817
Position 10490: 0.0001854852721399053
Position 427: 0.00017289751367841345
Position 18509: 0.00016862040748816696
Position 18123: 0.00016670331448228798
Position 11381: 0.00014893622699606716
Position 9613: 0.0001382241645984524
Position 18063: 0.0001320022533181846
Position 12059: 0.00010982414203969057
Position 804: 7.234331299942847e-05
Position 322: 7.226106197944983e-05
Position 4728: 6.772879683478774e-05
Position 28955: 6.712869170518774e-05
Position 2931: 5.321252137428356e-05
Position 316: 4.863270618506654e-05
Position 129: 4.840480358274474e-05
Position 25585: 3.788890273274101e-05
Position 9313: 3.236588679437721e-05
Position 29584: 3.0442752190168656e-05
Position 18496: 2.9896967259142556e-05
Position 9999: 2.751227307664035e-05
Position 187: 2.1593672447198715e-05
Position 761: 2.02884575028514e-05
Position 19065: 2.0093761546362855e-05
Position 455: 1.785271929877002e-05
Position 434: 1.6038447713247923e-05
Position 29727: 1.3820764660751059e-05
Position 234: 1.3367609304275524e-05
Position 144: 1.3121061686195242e-05
Position 483: 1.303444000478268e-05
Position 17649: 1.2973763944189239e-05
Position 28431: 1.2388762210496016e-05
Position 28916: 1.2244687449290474e-05
Position 18517: 1.2109357177093258e-05
Position 612: 1.0652062602402917e-05
Position 12051: 9.03244026730408e-06
Position 1202: 8.844981084255738e-06
Position 19859: 7.914884614801125e-06
