Gene = CYSRT1
index = 423
Annotated 5SS: [599]
Annotated 3SS: [978]
SMsplice 5SS: [190 599]
SMsplice 3SS: [506 978]
top_k =  500
Partition function (log Z): -5.3280909113889665

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.982421235691066
Position 190: 0.6455415754035333
Position 894: 0.12115172119025147
Position 831: 0.08782407244581347
Position 1080: 0.0336494442586036
Position 194: 0.031917865920170395
Position 338: 0.02210176664328423
Position 133: 0.004545858649181906
Position 1198: 0.0021863229008429567
Position 1173: 0.0020386903669064853
Position 357: 0.0017972872409737109
Position 1073: 0.0017711592926115878
Position 647: 0.0015332050135111054
Position 26: 0.0007785296123231255
Position 1125: 0.00024147038307077375
Position 261: 5.592411881574679e-05
Position 192: 4.840995064122683e-05
Position 1005: 3.8142937631628415e-05
Position 20: 3.700856013190995e-05
Position 436: 3.327767600469175e-05
Position 425: 2.1387572184698738e-05
Position 1135: 1.7408393770472612e-05
Position 747: 1.3544132281069176e-05
Position 365: 4.52175326007488e-06
Position 350: 3.4977276913259766e-06
Position 428: 1.1843109181902563e-06
Position 586: 1.2612977541424552e-07
Position 921: 2.172501928583476e-08
Position 952: 2.412846954310749e-09
Position 946: 8.686838728679667e-10
Position 584: 5.606553563650071e-10
Position 527: 1.7209449932080304e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.8635117993726472
Position 506: 0.5769303893424546
Position 695: 0.26326174272775593
Position 294: 0.03463314367984932
Position 509: 0.033752204573330544
Position 256: 0.025049876168603692
Position 674: 0.021642752750126094
Position 1223: 0.019437148778232743
Position 1163: 0.01710128942381446
Position 1540: 0.011250741112496796
Position 1396: 0.009587360923146881
Position 916: 0.006756657522622014
Position 375: 0.0060927149317773766
Position 540: 0.005997521621320883
Position 1421: 0.004546394712706914
Position 1143: 0.004531108273550387
Position 516: 0.003998067511221664
Position 810: 0.0036283303879646846
Position 1264: 0.0034648590438769314
Position 706: 0.0032984652531611973
Position 1109: 0.002512625084201724
Position 1261: 0.002409668257747472
Position 365: 0.002274381387614288
Position 554: 0.002066338909630496
Position 1229: 0.0020230421665467994
Position 1033: 0.0016604383767995184
Position 1232: 0.0014272652909349485
Position 436: 0.0011775199363578924
Position 1439: 0.0011696124664959152
Position 1115: 0.000741691404495695
Position 721: 0.00044255167122090043
Position 1445: 0.0003174837146823246
Position 999: 0.0003015199213908976
Position 405: 0.0002618356413486765
Position 323: 0.00021329232717267227
Position 830: 0.00019247305574015522
Position 411: 0.00017887775983386057
Position 382: 0.0001668995399241073
Position 753: 0.00014924022183319821
Position 258: 0.00014888364923794326
Position 316: 0.00013879386731717905
Position 1145: 0.00011053087007068298
Position 1642: 0.00010556131933999968
Position 946: 9.988087411944893e-05
Position 1070: 8.759434046533904e-05
Position 1172: 8.334493982015679e-05
Position 598: 8.208882998368367e-05
Position 1179: 7.989163855713916e-05
Position 1426: 7.550146552707602e-05
Position 1073: 6.535714887165725e-05
Position 1554: 6.357246603363395e-05
Position 1477: 5.699713252469781e-05
Position 527: 5.12615791772775e-05
Position 342: 4.365944092442777e-05
Position 1605: 3.771419438526221e-05
Position 1563: 3.711930405757738e-05
Position 1244: 3.358929285373538e-05
Position 1205: 3.315039796945626e-05
Position 422: 3.2948153107727245e-05
Position 744: 2.370622812217015e-05
Position 928: 2.1963475379815193e-05
Position 299: 2.058659810338069e-05
Position 305: 1.8801672122479372e-05
Position 477: 1.4285934862240295e-05
Position 1267: 1.3531571196591356e-05
Position 270: 1.289898619505556e-05
Position 556: 1.2390020027473903e-05
Position 377: 3.0565879349085455e-06
Position 732: 1.5100574931304319e-06
Position 869: 1.2826237924729026e-06
Position 350: 1.1200883629419684e-06
Position 561: 1.054014115140827e-06
Position 634: 3.471853404903328e-07
Position 217: 3.139987610418439e-07
Position 577: 2.3924323691067234e-07
Position 726: 1.7753930123754816e-07
Position 564: 1.616446433101633e-07
Position 189: 1.3666018683050537e-07
Position 144: 9.603745526231108e-08
Position 570: 6.574922066645899e-08
Position 1001: 6.355850709916796e-08
Position 147: 4.719556708523834e-08
Position 93: 2.8979492755306984e-08
Position 125: 1.192074327905626e-08
Position 90: 4.810935972035287e-09
Position 572: 4.542175124101537e-09
Position 149: 4.223910905939433e-09
Position 232: 2.3316702316878216e-09
Position 96: 1.7527035743998053e-09
Position 85: 1.015067713068845e-09
Position 645: 8.445976410242822e-10
Position 100: 3.71182863336276e-10
Position 155: 1.2062549022956423e-10
Position 110: 5.3181217016138205e-11
Position 163: 2.3478537784609744e-11
Position 108: 2.125956626916146e-11
Position 603: 1.5549095936761395e-11
Position 166: 9.678656298927375e-12
Position 157: 2.5965304392703486e-12
Position 198: 1.9112384976550037e-12
