Gene = PPOX
index = 1058
Annotated 5SS: [ 202  525  825 1077 1718 2167 2774 3311 3615 4110 4360 4540]
Annotated 3SS: [ 429  689  960 1584 2021 2582 3249 3495 3998 4209 4496 4623]
SMsplice 5SS: [ 202  525  825 1077 2167 2774 4360]
SMsplice 3SS: [ 429  689  944 2002 2582 4209 4496]
top_k =  500
Partition function (log Z): 5.269747728703776

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9990231115263309
Position 4360: 0.9082189419227948
Position 825: 0.8927971988068777
Position 2167: 0.8147117477405231
Position 1077: 0.7673070486440996
Position 202: 0.5216507784753194
Position 2774: 0.38959564178081263
Position 4110: 0.32330294862275505
Position 263: 0.3106383075822854
Position 1542: 0.2736297313342919
Position 2711: 0.25872869231029083
Position 338: 0.14121881896731947
Position 3615: 0.12140867352435766
Position 4052: 0.07746815720297254
Position 3311: 0.0765896208516446
Position 4540: 0.059019256565021216
Position 2661: 0.05186875651329175
Position 1718: 0.03984318514620663
Position 2532: 0.021679115328698078
Position 2703: 0.020589076998426378
Position 1298: 0.018235928905125157
Position 3128: 0.011767585250121714
Position 2735: 0.009899689404682159
Position 90: 0.00915599434750543
Position 854: 0.006808631369139034
Position 164: 0.006236307647658349
Position 25: 0.004975717429019664
Position 3175: 0.0026713822372765295
Position 2093: 0.0022003177681429046
Position 3774: 0.0016145135820157038
Position 259: 0.0015564258452087237
Position 899: 0.0014932313299660725
Position 3351: 0.001453863751411529
Position 1029: 0.0013476400467888816
Position 50: 0.0010160598706164805
Position 1433: 0.0009997057250315808
Position 3250: 0.000998363399301742
Position 4431: 0.000994015714946735
Position 3379: 0.0009460171672397174
Position 754: 0.0008776396769424792
Position 2490: 0.0008695300536970449
Position 709: 0.0007089386761876644
Position 2793: 0.0006311007926245328
Position 3452: 0.0006174089467031981
Position 207: 0.0005889823343286013
Position 2380: 0.000555779290382488
Position 1250: 0.0004804949554751044
Position 1046: 0.00045762746394437755
