Gene = BRAT1
index = 139
Annotated 5SS: [  241  1423  8404 10819 12138 12524 13608 14010 14430 14749 15942 16184
 16549]
Annotated 3SS: [ 1279  8248 10670 11764 12403 13515 13890 14242 14674 15838 16084 16375
 16962]
SMsplice 5SS: [  241  1423 10819 14010 14430 14749 15942 16184 16549]
SMsplice 3SS: [ 1279 10670 13890 14242 14674 15838 16084 16375 16962]
top_k =  500
Partition function (log Z): 16.279484291112734

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9963637442434401
Position 14749: 0.985644138884531
Position 10819: 0.9810180601358374
Position 241: 0.9704944025524925
Position 14430: 0.959993026073449
Position 15942: 0.9403620780667339
Position 16184: 0.9319499281989314
Position 14010: 0.7443541608479638
Position 8404: 0.6595210313098183
Position 16549: 0.6070959078355813
Position 13608: 0.5821650401997778
Position 12524: 0.47796927005072093
Position 15215: 0.26410760071090217
Position 14957: 0.2458018057510771
Position 12046: 0.2403588693691092
Position 17140: 0.2332254644563815
Position 14014: 0.21243826320842069
Position 15128: 0.20622891407885724
Position 13770: 0.2029560226558572
Position 11974: 0.1635360017208155
Position 14898: 0.1266853111893623
Position 12138: 0.11766559285983216
Position 11867: 0.061920909305454845
Position 4166: 0.05912026740009453
Position 16132: 0.05827118511090328
Position 6662: 0.044156121340824084
Position 12969: 0.03827462445546563
Position 4839: 0.03458007643888632
Position 12042: 0.0345240933873
Position 14071: 0.03424937485107291
Position 15279: 0.029873988700718446
Position 16414: 0.028448602286269532
Position 12108: 0.026804017516359465
Position 11900: 0.018263169102921046
Position 687: 0.01823842146023277
Position 13586: 0.014936986933537207
Position 1207: 0.01486585341881306
Position 10982: 0.014283638271690482
Position 1675: 0.013916595919736381
Position 12749: 0.013313403570226957
Position 512: 0.01297470706024347
Position 13808: 0.012784592399558616
Position 8443: 0.01036302188130013
Position 17465: 0.009390140751331006
Position 14933: 0.009379516308702117
Position 270: 0.00804902809002511
Position 15763: 0.007065732317252448
Position 11151: 0.006942539960827026
Position 14443: 0.005114131679239942
Position 14058: 0.005037444733092144
Position 16835: 0.004048640501681334
Position 13793: 0.0039528758746873935
Position 12171: 0.003859092338149336
Position 15393: 0.003369481444965201
Position 13815: 0.003329124216553317
Position 14988: 0.003237229046681346
Position 177: 0.002916561827881321
Position 16889: 0.00285771887983693
Position 276: 0.0027991128971448136
Position 16787: 0.0027902274532336214
Position 16198: 0.002780175220170667
Position 12663: 0.002661270458515271
Position 6334: 0.0026175302685346982
Position 12934: 0.002045713094872857
Position 15963: 0.0018360956580070224
Position 1136: 0.0018317256074908846
Position 15871: 0.0018173552671660583
Position 10823: 0.0017902892572606091
Position 1159: 0.0016439502329020114
Position 13161: 0.0016266004307806882
Position 504: 0.001620291150163101
Position 250: 0.001539209005664657
Position 11032: 0.0015247997470826922
Position 16038: 0.0013099708794174624
Position 7027: 0.0010747180149479267
Position 14929: 0.0010512862253487549
Position 14754: 0.0007324551226330657
Position 15028: 0.000727431314074998
Position 13547: 0.0007262593223463546
Position 12529: 0.0006267757896737378
Position 1003: 0.000616659172885568
Position 14434: 0.0005746941746199064
Position 11138: 0.0005535922891473219
Position 14757: 0.0005498228151965512
Position 11839: 0.00048083573098487033
Position 1254: 0.00044638259955686287
Position 1123: 0.0004384928404532163
Position 264: 0.00043381293619553337
Position 1172: 0.00040668865803953117
Position 14381: 0.00037487865052910496
Position 886: 0.0003697838173834904
Position 12536: 0.00035529103553212193
Position 14572: 0.0003535221051882529
Position 12557: 0.00032165815116181733
