Gene = HDHD3
index = 642
Annotated 5SS: [723]
Annotated 3SS: [1645]
SMsplice 5SS: [723]
SMsplice 3SS: [1645]
top_k =  500
Partition function (log Z): -10.880406886860841

Sorted 5' Splice Sites (High to Low Probability):
Position 723: 0.895791866038453
Position 201: 0.21109316936986525
Position 1721: 0.025435498733777036
Position 131: 0.01678642395478559
Position 377: 0.01382822758361401
Position 135: 0.013441315611164389
Position 43: 0.005973112030035094
Position 643: 0.004479460972573024
Position 1382: 0.003796063244803482
Position 339: 0.0033582553999678046
Position 478: 0.003331802521661912
Position 1515: 0.002875481774228925
Position 1743: 0.0020388672327462816
Position 2582: 0.0013177995700945698
Position 608: 0.0008797340667765634
Position 526: 0.0008725133454876911
Position 1732: 0.0007482264434577961
Position 322: 0.0007242658171164111
Position 1727: 0.0005565232401469862
Position 1437: 0.00040464550352171366
Position 540: 0.00021953535089103425
Position 2157: 0.00019913220243689673
Position 223: 0.00019403852861876115
Position 1938: 0.0001889938205965906
Position 2481: 0.00018870982268851417
Position 266: 0.00016083519445503136
Position 37: 9.995023629380104e-05
Position 178: 8.448984929108274e-05
Position 1094: 8.157182907413164e-05
Position 190: 7.384122424467555e-05
Position 1026: 6.898242595145214e-05
Position 1860: 6.501024337070758e-05
Position 1017: 5.6978174994209874e-05
Position 546: 5.4088897119163104e-05
Position 2373: 4.619753262603551e-05
Position 188: 1.6027432150352887e-05
Position 482: 1.542750634499593e-05
Position 469: 9.681774289028067e-06
Position 455: 6.363040072000161e-06
Position 396: 6.288039906352411e-06
Position 412: 3.562790714570727e-06
Position 462: 3.5331310136940616e-06
Position 513: 3.1345639093384636e-06
Position 353: 2.5926441063209426e-06
Position 1001: 2.4539303340513184e-06
Position 676: 2.250709510008509e-06
Position 727: 2.2357060087941135e-06
Position 713: 2.083907392775036e-06
Position 682: 1.5426889571836729e-06
Position 1459: 1.4397565649659133e-06
Position 602: 1.3772624246885084e-06
Position 578: 9.293229251746771e-07
Position 688: 9.16913209706212e-07
Position 170: 9.051786827451088e-07
Position 1543: 7.155871192420629e-07
Position 1557: 5.605767544175982e-07
Position 1069: 5.022775136519242e-07
Position 161: 4.405288267244005e-07
Position 777: 5.07119968953749e-09
Position 229: 7.136205664445946e-11
Position 511: 6.881181120407966e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1645: 0.3509527491972959
Position 2663: 0.16956421698389293
Position 607: 0.16209556051717824
Position 895: 0.11896430234704593
Position 2342: 0.1003312622332006
Position 1453: 0.050335600863669144
Position 2465: 0.04657745571565712
Position 2156: 0.04336702727059901
Position 862: 0.03435591805688185
Position 376: 0.018595775557876646
Position 2039: 0.015794615960868667
Position 1838: 0.01261111289606129
Position 992: 0.011619994012673865
Position 1896: 0.006758456345706238
Position 506: 0.005243382303498694
Position 2553: 0.005227720149136754
Position 1372: 0.004370704242122305
Position 2120: 0.003873422685123454
Position 648: 0.003305913188476145
Position 2063: 0.0029720841360420798
Position 1498: 0.0026680328660925517
Position 1555: 0.0026067157378128793
Position 2417: 0.002495046782675887
Position 1606: 0.0024781535012740313
Position 1472: 0.002137083552789664
Position 866: 0.0021246093608930953
Position 1501: 0.0020779101642462846
Position 2087: 0.002040743718480433
Position 1541: 0.001941793540080938
Position 2244: 0.0019333119245211112
Position 1348: 0.0018853557264289723
Position 1795: 0.0016861468083894861
Position 749: 0.001531146351946856
Position 2345: 0.0014906898762410753
Position 1408: 0.00135936039050708
Position 1756: 0.0013188160244094805
Position 1708: 0.0006563749847467168
Position 1026: 0.0006273936612078285
Position 2303: 0.000562689179445828
Position 2485: 0.000530979395691184
Position 2641: 0.000493563907271321
Position 303: 0.00048150579102648744
Position 526: 0.0004707542020495074
Position 1136: 0.000455463175571361
Position 407: 0.00044772415281767544
Position 2443: 0.00036727550785189056
Position 832: 0.00035595809902472985
Position 1419: 0.0003282858043476532
Position 794: 0.0003266994374013018
Position 1761: 0.00032622004419418456
Position 313: 0.0003191660179050419
Position 1879: 0.00028312393456102474
Position 1578: 0.00025556578128882863
Position 1174: 0.00025418358050615286
Position 482: 0.00025233161627187127
Position 2217: 0.00024349102129442814
Position 478: 0.00023139536245333087
Position 1674: 0.0002012655337615857
Position 766: 0.00015504258202808256
Position 2605: 0.00014037910859412297
Position 1731: 0.00013742038756930596
Position 1791: 0.00013485011157600467
Position 1043: 0.0001245977104224269
Position 1687: 0.00011497943194265956
Position 494: 0.00011185012696637483
Position 1937: 0.00010973853312757117
Position 2568: 9.472582809461926e-05
Position 426: 8.76717457942802e-05
Position 339: 8.121402764615591e-05
Position 2246: 7.62433642939259e-05
Position 531: 7.500247955323825e-05
Position 1080: 7.288387155229705e-05
Position 2373: 6.933624129962968e-05
Position 2718: 6.83768544711152e-05
Position 2502: 6.686558424550945e-05
Position 1865: 6.381293080647177e-05
Position 511: 6.291373549293337e-05
Position 423: 6.0313217404925934e-05
Position 2637: 5.726431291437873e-05
Position 1180: 5.572847099611885e-05
Position 449: 5.210423736625538e-05
Position 1572: 5.097474265634889e-05
Position 1662: 5.015844485287e-05
Position 1740: 4.1824285155881436e-05
Position 1691: 3.88886148946363e-05
Position 763: 3.6822193550919725e-05
Position 350: 3.4942118015730935e-05
Position 1353: 3.2466099148326556e-05
Position 551: 2.9522334723054066e-05
Position 1066: 2.440676956566553e-05
Position 1253: 6.410682688322792e-06
Position 446: 4.776978277779128e-06
Position 384: 3.867229529156121e-06
Position 1265: 3.1645931361461185e-06
Position 322: 3.0898642450818035e-06
Position 252: 6.449375080953841e-07
Position 664: 5.799268519147554e-07
Position 540: 2.0465532928780134e-07
Position 1148: 2.0432812591942693e-07
Position 668: 1.643903015663305e-07
Position 567: 1.4003988779453902e-07
Position 654: 1.1055608288725858e-07
Position 555: 9.443404895696176e-08
Position 266: 6.15232787005825e-08
Position 250: 5.136426426850184e-08
Position 561: 4.405580254247387e-08
Position 161: 2.5906706536794773e-08
Position 167: 2.1056282687180926e-08
Position 435: 6.607149608269479e-11
Position 146: 6.298761128304779e-13
Position 142: 5.673319760494558e-13
Position 128: 2.050369614865058e-13
Position 139: 1.6348957806096575e-15
Position 148: 1.2638532147523293e-15
