Gene = SYNC
index = 1366
Annotated 5SS: [  512  8255 18862 19110]
Annotated 3SS: [ 7074 18736 19029 21258]
SMsplice 5SS: [170 512]
SMsplice 3SS: [  276 19029]
top_k =  500
Partition function (log Z): -16.63860600370652

Sorted 5' Splice Sites (High to Low Probability):
Position 512: 0.8921888722267034
Position 170: 0.5421595342829347
Position 196: 0.41522355080310563
Position 7215: 0.2206198796185713
Position 94: 0.02823630319277869
Position 1392: 0.008567128415670157
Position 2340: 0.004508533599604731
Position 8255: 0.002588595977692537
Position 1135: 0.0017178727266285252
Position 3392: 0.0014329999329529104
Position 934: 0.001405818522969952
Position 2855: 0.001064726361922944
Position 5784: 0.0009362015780360225
Position 6040: 0.0009298942034734524
Position 277: 0.0006103296119581805
Position 2786: 0.0005280031154265161
Position 245: 0.00044934616602400763
Position 159: 0.0003927685305360659
Position 1568: 0.00019456731427863863
Position 30: 0.00018834273112791137
Position 359: 0.0001764201082628571
Position 376: 0.0001573209817989238
Position 3078: 8.181094188633746e-05
Position 1074: 4.8561250010596316e-05
Position 1974: 4.471376737407952e-05
Position 1314: 2.9781302616689362e-05
Position 652: 1.438613742803884e-05
Position 322: 1.4066218273377636e-05
Position 614: 1.2452123381961854e-05
Position 556: 1.1175046316147775e-05
Position 851: 7.444071835449459e-06
Position 941: 4.082440577858263e-06
Position 981: 3.4238047649984715e-06
Position 357: 2.2719263553629504e-06
Position 570: 1.914341062384612e-06
Position 905: 1.821990072050281e-06
Position 448: 1.0577724854742085e-06
Position 631: 7.056032988504743e-07
Position 1079: 3.809541543034176e-07
Position 945: 1.707737715666281e-07
Position 1096: 1.0356261133698151e-07
Position 363: 8.528745674736699e-08
Position 686: 5.320433712501962e-08
Position 222: 4.15417105647202e-08
Position 700: 2.469485277770031e-08
Position 520: 1.6209136060326947e-08
Position 704: 9.818908504137323e-09
Position 670: 4.849230162897547e-09
Position 533: 7.37827043532933e-12
Position 620: 2.683238098963228e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.6370959710942024
Position 19029: 0.346580184378651
Position 308: 0.30136386299140616
Position 7074: 0.23823771555404138
Position 18736: 0.19640689047081714
Position 10123: 0.07387921769726843
Position 16115: 0.058053533948262806
Position 7111: 0.03028831472924412
Position 16648: 0.025430672593646404
Position 16511: 0.02452486762341576
Position 2428: 0.0183254411215113
Position 15451: 0.012570538729813893
Position 1244: 0.012429543572355041
Position 8929: 0.0090948941118746
Position 5391: 0.007339772806424087
Position 1713: 0.006989754341892081
Position 1182: 0.006244559265021288
Position 11569: 0.006090329437744796
Position 11461: 0.006010698123803699
Position 2275: 0.005892869478759623
Position 1095: 0.005182402416617015
Position 9626: 0.005040949896071853
Position 4607: 0.004153135372468688
Position 8468: 0.004138860101648517
Position 240: 0.0039760955425507
Position 1664: 0.003888730862483847
Position 611: 0.0037257412111855125
Position 5683: 0.003711468808149074
Position 369: 0.0034416679764621267
Position 765: 0.0032733873963299866
Position 3121: 0.0029086019912981063
Position 311: 0.002682458149561053
Position 1594: 0.002676046533006897
Position 9504: 0.0025703173449631335
Position 5551: 0.0022371614734007766
Position 4627: 0.0022315843666501256
Position 8021: 0.0020387012388906724
Position 8002: 0.0020298008633711432
Position 10143: 0.0019986863092285308
Position 2499: 0.0019772409413793507
Position 2449: 0.0019284049514276742
Position 8660: 0.0016836020567560792
Position 1025: 0.0016630502676125555
Position 5895: 0.0016564538877642766
Position 3487: 0.001624939251453685
Position 2424: 0.0015934389068559208
Position 7640: 0.001573453396226435
Position 10894: 0.0014846493784397643
Position 9384: 0.001386348332874283
Position 5708: 0.0012149535007766753
Position 2244: 0.001156313004389242
Position 8190: 0.001118470377650819
Position 1473: 0.0011078239053171092
Position 806: 0.0010145523391428028
Position 3698: 0.0009915042377480355
Position 7978: 0.0008555087333939754
Position 9184: 0.0008524869742096794
Position 1938: 0.0007775762950434762
Position 2903: 0.0007461011983989627
Position 8630: 0.0007273158413505049
Position 8925: 0.0007096071040290115
Position 3670: 0.0006828046050497888
Position 8412: 0.000650973581216407
Position 8771: 0.0006245401630906817
Position 8075: 0.0005406180723057447
Position 1312: 0.0004955706930242182
Position 2753: 0.00048422293412445343
Position 8492: 0.00048010299354401555
Position 3294: 0.0004793775498158094
Position 2325: 0.00042861011225659286
Position 7169: 0.00041444407770478583
Position 6540: 0.00038203139942484044
Position 7798: 0.0003734367180180004
Position 4907: 0.00036167189696775375
Position 7847: 0.0003324096066773532
Position 5215: 0.00032128155739045923
Position 2641: 0.0003021651757525959
Position 5300: 0.0002991629783836881
Position 1789: 0.00027757777161705594
Position 6366: 0.00026271197711663045
Position 441: 0.00025152245556088145
Position 5407: 0.00023789046328586856
Position 2587: 0.0002358519498234678
Position 7017: 0.00023442381074438782
Position 4973: 0.00023012642311875925
Position 6405: 0.00021464636823525637
Position 5265: 0.00017362048004616963
Position 809: 0.00016935094347687957
Position 1617: 0.00016182093371533613
Position 2112: 0.00015500013617926014
Position 1555: 0.0001509655780193586
Position 1344: 0.00012765828889852544
Position 1123: 0.00011113888944433476
Position 4090: 0.00010500154488052294
Position 4766: 0.0001028623775325304
Position 855: 9.773074437064359e-05
Position 4677: 8.136571521219932e-05
Position 2785: 7.77520056314394e-05
Position 2224: 7.7215145137359e-05
Position 2295: 7.429697924799895e-05
Position 1493: 6.614306268287317e-05
Position 2920: 6.526361548075114e-05
Position 5870: 6.017500320066719e-05
Position 2115: 5.1126362276152346e-05
Position 3415: 5.08646352445351e-05
Position 2590: 4.931353729002855e-05
Position 829: 4.880026703064397e-05
Position 3050: 4.690758822772084e-05
Position 2278: 4.5137493230599645e-05
Position 2836: 3.380933798420202e-05
Position 1728: 3.275494182569984e-05
Position 789: 2.8452139308832778e-05
Position 1677: 2.8142645373276856e-05
Position 1760: 2.6324784531411888e-05
Position 1296: 2.6138936511749158e-05
Position 2072: 2.1635735766144566e-05
Position 456: 3.363685408537143e-06
Position 2669: 3.0319292248662596e-06
Position 322: 1.989951655015407e-06
Position 259: 1.456684061763459e-06
Position 1250: 1.4260633416759773e-06
Position 1475: 4.311008183621541e-07
Position 376: 3.7122349846488275e-07
Position 865: 3.616164401968813e-07
Position 883: 2.916129223723211e-07
Position 403: 2.492669033956779e-07
Position 1049: 1.6922713003386126e-07
Position 997: 1.1482483079760053e-07
Position 466: 5.397455775334712e-08
Position 503: 2.60629222685598e-08
Position 861: 2.2263200237355318e-08
Position 399: 2.0072994282172842e-08
Position 157: 4.062283788180078e-09
Position 644: 3.100203237483584e-09
Position 473: 2.8220825363096784e-09
Position 617: 2.2242456313640984e-09
Position 815: 2.1936065956635242e-09
Position 770: 2.0990524990148143e-09
Position 112: 1.024749343101267e-09
Position 253: 7.450291931901268e-10
Position 209: 5.374205539958868e-10
Position 215: 4.746224827143051e-10
Position 169: 4.482332447351316e-10
Position 205: 9.478541516602284e-11
