Gene = JTB
index = 726
Annotated 5SS: [ 519  713  996 1863]
Annotated 3SS: [ 674  912 1782 2852]
SMsplice 5SS: [ 145  996 1863 2983]
SMsplice 3SS: [ 912 1782 2852 3141]
top_k =  500
Partition function (log Z): -3.7150485997393328

Sorted 5' Splice Sites (High to Low Probability):
Position 996: 0.8394976359791686
Position 145: 0.7383505290247792
Position 1863: 0.7011195880520183
Position 2983: 0.3933762700065606
Position 3025: 0.34502544249473777
Position 519: 0.33575212465133764
Position 530: 0.28888881755394263
Position 713: 0.17775280486088416
Position 350: 0.13092545075206807
Position 417: 0.05133672680612107
Position 1125: 0.042532840225517086
Position 86: 0.013295777728295483
Position 395: 0.008478725447478156
Position 2114: 0.0029907945292286437
Position 793: 0.002878775113151837
Position 1000: 0.0020707596969349227
Position 1487: 0.0020310835450448564
Position 1305: 0.0013574543322909642
Position 446: 0.001222598246841803
Position 717: 0.0006467566910001594
Position 2910: 0.0005760457219627076
Position 550: 0.0004996227203523878
Position 3000: 0.0004826260772933176
Position 399: 0.00042115476350141896
Position 1540: 0.00032310161110379594
Position 843: 0.0003222266248620244
Position 2109: 0.00025978156115365897
Position 2038: 0.00022596591499746832
Position 126: 0.00020384192421936135
Position 622: 0.0001766186278113796
Position 957: 0.00015530620528802553
Position 3064: 0.0001179143483984338
Position 3034: 0.000114556529552608
Position 748: 0.00010851493859102312
Position 765: 9.251068523365379e-05
Position 489: 6.302223578481577e-05
Position 833: 4.134034444333311e-05
Position 1949: 3.583422521782739e-05
Position 708: 2.448752653716129e-05
Position 638: 6.728343741748438e-06
Position 497: 3.995980091114968e-06
Position 950: 1.999947085544653e-06
Position 354: 8.512632500530923e-07
Position 407: 6.016482507393269e-07
Position 258: 4.0362501674324965e-07
Position 1139: 3.3029888982416743e-07
Position 968: 2.4999878387244316e-07
Position 942: 1.8538410205875678e-07
Position 1162: 1.530369173949503e-07
Position 272: 6.888308816051613e-08
Position 1941: 4.907885842575858e-08
Position 390: 1.8552574849618754e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3141: 0.8146975633398561
Position 2852: 0.8141238397810165
Position 912: 0.792678271301723
Position 1782: 0.6391225717474959
Position 416: 0.49613115077190495
Position 674: 0.10404921572505557
Position 1117: 0.07290843123095048
Position 209: 0.0545284188092173
Position 765: 0.04848477201660277
Position 2892: 0.04264421354696119
Position 1577: 0.032449086693733496
Position 513: 0.029565475509798506
Position 298: 0.025484878622561144
Position 378: 0.016433574768565294
Position 1810: 0.01579163627318699
Position 1661: 0.009280620253157706
Position 615: 0.00869138045977194
Position 2952: 0.006957269742545732
Position 1230: 0.005477915009695825
Position 228: 0.005245510025440124
Position 1647: 0.0051723420002551136
Position 2863: 0.004895838357028194
Position 281: 0.004138263880805707
Position 610: 0.003803297428156998
Position 348: 0.0037879884112130484
Position 1722: 0.0035156486299591553
Position 212: 0.002901614634557704
Position 190: 0.002808411582778665
Position 785: 0.002682910621476024
Position 2002: 0.002319836667477592
Position 3203: 0.002315672611105361
Position 916: 0.0012999725287861932
Position 1691: 0.001009741771275015
Position 3389: 0.0009691245769861919
Position 1915: 0.0008885176725737641
Position 398: 0.0007806354958318645
Position 1694: 0.0005584429068195227
Position 471: 0.0005070494327752378
Position 3334: 0.0004056831837867595
Position 1180: 0.0004008951251450808
Position 696: 0.0003095447378491929
Position 2899: 0.00030698616515709214
Position 2303: 0.00028899333708423377
Position 2777: 0.0002853782706781702
Position 1593: 0.0002701362202364892
Position 1952: 0.0002693381526900524
Position 385: 0.0002230840529262233
Position 3100: 0.00020667768777408253
Position 1254: 0.0002007082336086562
Position 3392: 0.00017732656564248473
Position 529: 0.00012395001583048778
Position 1535: 0.0001108242942148347
Position 3040: 0.00010576888432315806
Position 2520: 9.81894333768534e-05
Position 787: 9.722114735564712e-05
Position 2391: 9.463052422259367e-05
Position 679: 8.21164434016969e-05
Position 2484: 7.544169763106466e-05
Position 340: 6.77387803835008e-05
Position 792: 6.225932535930318e-05
Position 3406: 5.803911221125232e-05
Position 564: 5.5425861808868686e-05
Position 1819: 4.6203341277708755e-05
Position 3245: 4.5810493880848975e-05
Position 1887: 3.830491369420704e-05
Position 1972: 3.507373199638227e-05
Position 2737: 3.259658305622297e-05
Position 1070: 2.4090629122903178e-05
Position 526: 1.8410653977277762e-05
Position 593: 1.0324000180225836e-05
Position 1123: 9.51148883907348e-06
Position 534: 9.246291767678305e-06
Position 549: 9.124698316114399e-06
Position 1236: 9.100931580769744e-06
Position 682: 5.868088702845306e-06
Position 559: 4.225861614305916e-06
Position 523: 3.652043032179814e-06
Position 546: 2.805872964730325e-06
Position 455: 2.252188667790214e-06
Position 618: 1.8374813764022688e-06
Position 1039: 1.4817371565569644e-06
Position 350: 1.3746940223308793e-06
Position 843: 1.1326930786257645e-06
Position 354: 2.803145322111363e-07
Position 801: 2.419241872803169e-07
Position 948: 2.2588588585753806e-07
Position 963: 1.872640396033505e-07
Position 159: 7.280358200405214e-08
Position 1080: 6.949969927028258e-08
Position 168: 6.220037196436171e-08
Position 395: 2.3055528035162243e-08
Position 700: 5.447405469217413e-09
Position 684: 4.977399901490898e-09
Position 149: 4.816220841782063e-10
