Gene = CIART
index = 372
Annotated 5SS: [  76 1091 1338 1962 2166]
Annotated 3SS: [ 664 1261 1882 2053 3888]
SMsplice 5SS: [  76 1091 1338 1962]
SMsplice 3SS: [ 918 1239 1882 3888]
top_k =  500
Partition function (log Z): 4.343561544645385

Sorted 5' Splice Sites (High to Low Probability):
Position 1962: 0.9636868277026039
Position 76: 0.9560645473159167
Position 1338: 0.9466884307940879
Position 1091: 0.8939541981995551
Position 2166: 0.6733473948452883
Position 4079: 0.24694275095346618
Position 2627: 0.13003300568751416
Position 4223: 0.10279180730396793
Position 281: 0.05496514652315827
Position 2193: 0.0464297727223281
Position 3286: 0.04195679163127651
Position 2559: 0.04079848738151655
Position 825: 0.03361516729754724
Position 1756: 0.026583253018749368
Position 1105: 0.01998930037390229
Position 1053: 0.015843700642068383
Position 1023: 0.012492590982342984
Position 3660: 0.011014450722257116
Position 181: 0.010634612896895398
Position 2935: 0.01046349158518841
Position 939: 0.008919166643565417
Position 3774: 0.008089883786868672
Position 3290: 0.007793006457940661
Position 2082: 0.005839944005049449
Position 512: 0.004761926433967729
Position 671: 0.00451077073055161
Position 801: 0.0028782022233205906
Position 685: 0.0028046625419635056
Position 975: 0.0027894679205181234
Position 409: 0.002740504251720914
Position 1191: 0.002320017702313064
Position 518: 0.0019997315288757095
Position 552: 0.001999580882059056
Position 1712: 0.001994324070779052
Position 105: 0.0018597854248079543
Position 2641: 0.0017007500678873294
Position 394: 0.0015962857985438485
Position 329: 0.0015579277083133901
Position 2780: 0.001504688726057715
Position 1933: 0.0013937929758063264
Position 1160: 0.0013236365198689808
Position 268: 0.001273579373168441
Position 5: 0.0011299513582045343
Position 3039: 0.001033489726841265
Position 285: 0.0010277560013210024
Position 932: 0.0009113779936164537
Position 152: 0.0008456819078196811
Position 794: 0.0007553391971801237
Position 2692: 0.0006408162027667137
Position 2220: 0.0005506830168250568
Position 4453: 0.0005188347603758615
Position 405: 0.0004331080012578138
Position 3674: 0.0003859803080467535
Position 163: 0.00037868798921486345
Position 2812: 0.00033308335003866507
Position 3383: 0.0002946385263867399
Position 1369: 0.0002590849688291953
Position 1323: 0.0002401146009018823
Position 113: 0.000219213370644257
Position 450: 0.00019218384529065327
Position 310: 0.00015725500678355665
Position 1263: 9.572085835932189e-05
Position 4437: 7.188023715901036e-05
Position 1937: 4.917857130438979e-05
Position 1739: 3.989115873717481e-05
Position 3254: 3.889864286251276e-05
Position 3416: 3.460991645038098e-05
Position 1145: 2.88992633635064e-05
Position 1403: 2.5055931244446895e-05
Position 1975: 2.4681274319775906e-05
Position 1657: 2.432634385679512e-05
Position 3345: 1.9608230330369187e-05
Position 1668: 1.7659166562364573e-05
Position 1966: 1.7327441870912058e-05
Position 1169: 1.3785469788173135e-05
Position 1212: 1.3482149380300627e-05
Position 1570: 9.990084906605295e-06
Position 1988: 7.230968112599921e-06
Position 2026: 3.948368656322963e-06
Position 262: 9.797837415603452e-07
Position 9: 8.909878144238064e-07
Position 2430: 8.247326228150132e-07
Position 577: 4.870449410075151e-07
Position 885: 3.63430257198333e-07
Position 247: 1.1850077582481197e-08
Position 1928: 7.293512847910261e-09
Position 314: 6.275907560433791e-09
Position 123: 3.2634582033472886e-09
Position 174: 1.4260707461166256e-11
Position 291: 1.1078345255036411e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1882: 0.99740660630102
Position 3888: 0.8282770191002201
Position 918: 0.736323846196561
Position 1239: 0.5450502407492638
Position 1261: 0.3967069611271595
Position 2053: 0.30492779228501
Position 2036: 0.22310277652625476
Position 2433: 0.1953959485214962
Position 4316: 0.1633875249790882
Position 4146: 0.13131960515439894
Position 995: 0.10649653455567644
Position 2118: 0.10352716476208701
Position 4189: 0.0988014678002232
Position 970: 0.06633848901148841
Position 2081: 0.056770056627994905
Position 664: 0.04847231894271059
Position 3186: 0.04048703808439219
Position 180: 0.028862075698222998
Position 1519: 0.023767104017452773
Position 946: 0.01724842763452028
Position 2413: 0.016449629582973985
Position 3037: 0.016265707324122324
Position 4265: 0.015182232123950758
Position 2067: 0.013760387781674738
Position 2585: 0.013234412243589505
Position 4533: 0.011152409200318934
Position 4334: 0.00928064746556998
Position 4070: 0.008699468337934836
Position 3528: 0.008294808895109314
Position 2746: 0.008215020128108236
Position 794: 0.007491827688297952
Position 271: 0.006787805106394892
Position 3561: 0.006763351161584161
Position 145: 0.006350173814481056
Position 3495: 0.0053895958422564985
Position 670: 0.004910198588304632
Position 2283: 0.003910127749024471
Position 1494: 0.00228942250337214
Position 4078: 0.002285939265788399
Position 4204: 0.00215570067645817
Position 328: 0.0021477837994027436
Position 592: 0.002085581156540711
Position 1298: 0.001999470322227846
Position 693: 0.0019941769212390333
Position 2714: 0.0019377875268101984
Position 3600: 0.0019035284442455315
Position 610: 0.0017295837711496366
Position 897: 0.0015352036152431127
Position 1221: 0.001528579494580744
Position 825: 0.0014363540055720332
Position 4288: 0.0013934660531641425
Position 1052: 0.0013854773861063285
Position 1657: 0.0010143227349677707
Position 1087: 0.0009712436130464115
Position 2259: 0.0009093085632349782
Position 405: 0.0008500605917687536
Position 1182: 0.0008173570039520428
Position 741: 0.0006961309722405859
Position 931: 0.0006678496478414974
Position 1090: 0.0006425092298779164
Position 2126: 0.0005836549204042142
Position 4362: 0.0005826609444725004
Position 4338: 0.0005818611707021333
Position 3899: 0.000577640107645807
Position 1660: 0.0005745083807014715
Position 4108: 0.00048658709789903406
Position 1416: 0.0004773821693894782
Position 3948: 0.00046437629306850123
Position 298: 0.00044164784448148624
Position 2272: 0.0004198030844791666
Position 4413: 0.0004066270667546908
Position 353: 0.0003399581194937726
Position 3908: 0.0003188043669186587
Position 393: 0.0003033702195225194
Position 2150: 0.0002777452022451682
Position 1169: 0.000255209338282562
Position 2085: 0.00022173190014330703
Position 858: 0.00021819939011851752
Position 3648: 0.0002079397255955046
Position 3454: 0.00020756277115021798
Position 3993: 0.00020002491749879833
Position 877: 0.00019579435799833102
Position 224: 0.00017662157203850027
Position 3204: 0.00017640288325458046
Position 1686: 0.0001752068984803872
Position 1064: 0.0001748499872749043
Position 1711: 0.00015396646229907663
Position 1792: 0.0001153182851863821
Position 1134: 0.00011028996459156415
Position 4094: 0.00010765561349334502
Position 2611: 9.89557949844936e-05
Position 4512: 9.852174492753025e-05
Position 3207: 9.734249635216175e-05
Position 2873: 9.683674021104707e-05
Position 161: 9.627227725825203e-05
Position 2851: 8.599680820344707e-05
Position 3990: 8.523721222455974e-05
Position 3156: 8.272093236962483e-05
Position 280: 8.270924134006993e-05
Position 707: 7.489348668269869e-05
Position 427: 6.991377992817325e-05
Position 1637: 6.459035242630888e-05
Position 1593: 6.295197683168229e-05
Position 1268: 6.172214386465705e-05
Position 547: 6.077310744749125e-05
Position 2099: 5.8053228770518366e-05
Position 3112: 5.0278672664881636e-05
Position 1889: 4.903830384655276e-05
Position 1500: 4.5507912506238495e-05
Position 1617: 4.4190681336318916e-05
Position 2156: 4.391807370173519e-05
Position 1196: 4.339132565211742e-05
Position 2129: 4.2106474633032204e-05
Position 2229: 4.0014180852877474e-05
Position 1576: 3.880216077630784e-05
Position 1892: 3.8410339879578244e-05
Position 1947: 3.578730240928605e-05
Position 1190: 3.487516137769966e-05
Position 884: 3.0076232358969682e-05
Position 1038: 2.966943294967299e-05
Position 1662: 2.8055037976120473e-05
Position 432: 2.7222905707934535e-05
Position 1153: 2.711107245491961e-05
Position 192: 2.337496369092352e-05
Position 1902: 2.036486915580512e-05
Position 879: 1.927575204674572e-05
Position 387: 1.1991498592367663e-05
Position 1277: 1.1915389233885505e-05
Position 801: 1.1719968515907038e-05
Position 2088: 1.038044347874733e-05
Position 2697: 6.204806882587834e-06
Position 2485: 4.820179857876163e-06
Position 2763: 4.196537528600605e-06
Position 206: 3.5230922000000515e-06
Position 2686: 3.4165303343203537e-06
Position 2001: 3.2433713608493767e-06
Position 1753: 3.1911750917676723e-06
Position 2779: 2.501489838890588e-06
Position 1919: 2.131481050439474e-06
Position 2388: 1.5673052500757938e-06
Position 1936: 1.4878472308848178e-06
Position 1899: 1.481023985828375e-06
Position 1729: 9.468823487854563e-07
Position 2755: 8.192685730828022e-07
Position 480: 6.784069478605415e-07
Position 365: 3.3998555820725636e-07
Position 1904: 3.344404247053043e-07
Position 1950: 2.64932012023587e-07
Position 2375: 2.2121819515296098e-07
Position 454: 1.7655958299602036e-07
Position 1739: 1.7300462099166113e-07
Position 2442: 1.2888818195231224e-07
Position 187: 1.0865806621686882e-07
Position 1318: 9.002046759151227e-08
Position 334: 8.102569716927763e-08
Position 1956: 7.057597172739587e-08
Position 437: 6.428817202835901e-08
Position 239: 2.7617855542026332e-08
Position 521: 2.6106755713017844e-08
Position 75: 2.3819054056573407e-08
Position 336: 1.755915833494359e-08
Position 196: 8.614542044276903e-09
Position 232: 6.229229749166265e-09
Position 194: 6.196366760076564e-09
Position 2165: 4.806373217939769e-09
Position 460: 2.0248543470119318e-10
Position 2170: 8.025913916063525e-11
Position 234: 3.530127033316039e-11
Position 242: 2.91083397275093e-11
Position 247: 3.346101305674796e-12
Position 80: 7.885695299395344e-13
Position 98: 4.1856484779988764e-13
Position 123: 1.1854137208134542e-13
Position 109: 9.091346527084729e-14
Position 91: 7.935164758328008e-14
Position 102: 5.879872011845133e-14
Position 113: 5.391462830226662e-14
Position 83: 4.3894999408527926e-14
