Gene = HMP19
index = 659
Annotated 5SS: [  240  1281 18712 58735]
Annotated 3SS: [ 1129 18627 58623 61709]
SMsplice 5SS: [  240 16741 17042 18712 20676 24263 42554 43796 58735]
SMsplice 3SS: [16586 16851 18627 20599 24125 42448 43684 58623 61709]
top_k =  500
Partition function (log Z): -19.431901438912003

Sorted 5' Splice Sites (High to Low Probability):
Position 18712: 0.998883522341819
Position 240: 0.9745761446319001
Position 24263: 0.9389615169740009
Position 20676: 0.7238597118787943
Position 1281: 0.5560393569464974
Position 16641: 0.39994615623015517
Position 36104: 0.2833536584453642
Position 16741: 0.2789161435002798
Position 22133: 0.19288796753206042
Position 1464: 0.09666082530835574
Position 20801: 0.0773017457940258
Position 723: 0.0729994681159657
Position 23300: 0.0491932147357113
Position 1626: 0.04737374041164986
Position 23318: 0.04210303860801552
Position 23265: 0.026137618349870516
Position 23212: 0.024624531954052967
Position 728: 0.02296216900316988
Position 22636: 0.0205447809716041
Position 23247: 0.01826125114485112
Position 23159: 0.017884522133066835
Position 21769: 0.0177798825937798
Position 1921: 0.017258699827551356
Position 27: 0.016814706623066254
Position 23194: 0.01588054558536878
Position 19040: 0.014171695514936801
Position 22293: 0.014056408887550607
Position 32244: 0.011800431943133084
Position 4091: 0.010937619983154854
Position 21204: 0.010007122282047146
Position 7223: 0.009996902982322742
Position 2883: 0.009714368984840818
Position 22165: 0.009143316548585726
Position 19093: 0.009131521873032096
Position 761: 0.007089453341826676
Position 23353: 0.006293540256289905
Position 2525: 0.0052533134392257885
Position 559: 0.004769161237388147
Position 2857: 0.0046369961559373
Position 19292: 0.00440371601813351
Position 24257: 0.003426969233846837
Position 20719: 0.003143984440738601
Position 21470: 0.003115412117559108
Position 22091: 0.003046605003326844
Position 21687: 0.0028564568296377
Position 21765: 0.002677678572052324
Position 32251: 0.0026334331269801878
Position 244: 0.0025773650732063428
Position 29058: 0.0025370106690056717
Position 23141: 0.0024875733979197517
Position 22537: 0.002397729903727831
Position 20793: 0.0023878590777927644
Position 23762: 0.0021470418866289982
Position 812: 0.002069408127249085
Position 678: 0.0016766882961799933
Position 22929: 0.0016586945443312685
Position 22982: 0.0014932466839380656
Position 19319: 0.0014361284770377008
Position 1248: 0.0010433870154253479
Position 21328: 0.0009003589142996663
Position 20419: 0.0006569456062585977
Position 378: 0.0005584854445133704
Position 839: 0.0005547876547197491
Position 358: 0.0005276159680828839
Position 18741: 0.0004158287182170014
Position 2597: 0.0002787385904790352
Position 638: 0.00026773729333467875
