Gene = COX17
index = 399
Annotated 5SS: [ 200 2259]
Annotated 3SS: [2169 7737]
SMsplice 5SS: [ 673 2259]
SMsplice 3SS: [2169 7737]
top_k =  500
Partition function (log Z): -10.704953238248155

Sorted 5' Splice Sites (High to Low Probability):
Position 2259: 0.8208752947750781
Position 673: 0.6587791772579148
Position 200: 0.2645087440341503
Position 2039: 0.24718548989827255
Position 1155: 0.19173210423634462
Position 261: 0.1553849813420108
Position 7841: 0.14146897209402978
Position 2731: 0.09851214295084414
Position 3911: 0.04353300676902199
Position 1219: 0.03842986906644693
Position 721: 0.034748244434382874
Position 1179: 0.027915782962438147
Position 1110: 0.023367506668283706
Position 2691: 0.02135504251772381
Position 2332: 0.020524472031221205
Position 542: 0.019216405717618755
Position 581: 0.017783753778807077
Position 204: 0.016236131390590287
Position 100: 0.014430444778449968
Position 3922: 0.01343780636722307
Position 861: 0.008207595439881907
Position 713: 0.0071676638145901465
Position 433: 0.006014661938657796
Position 3614: 0.003169536158778378
Position 1529: 0.001983031462487274
Position 551: 0.0016919352059557964
Position 967: 0.001058742997604579
Position 1039: 0.0008660718468159149
Position 1149: 0.000749882731336919
Position 3260: 0.0005589814518245031
Position 251: 0.0004865421860639199
Position 2869: 0.000424211119904367
Position 3476: 0.0003928311190398462
Position 670: 0.0003867212988107445
Position 634: 0.00030977779773318974
Position 564: 0.00023065097559359896
Position 61: 0.00017689178650536532
Position 13: 0.0001362891707353483
Position 437: 0.00011594975299445276
Position 757: 8.48054133281875e-05
Position 450: 7.444408808417307e-05
Position 2278: 6.419348556306517e-05
Position 2344: 6.13153405203837e-05
Position 105: 4.8915087620892355e-05
Position 661: 4.486493754487897e-05
Position 546: 4.1650890793387183e-05
Position 825: 3.724223600515707e-05
Position 654: 3.1169066158948084e-05
Position 33: 2.8763887366010013e-05
Position 873: 2.672773466807447e-05
Position 1012: 1.4784812899409989e-05
Position 197: 1.4035745547057349e-05
Position 1060: 1.0199974634916534e-05
Position 131: 3.2418451791611723e-06
Position 363: 2.86359158076277e-06
Position 477: 1.97600123744309e-06
Position 445: 1.6842001170583032e-06
