Gene = NCMAP
index = 919
Annotated 5SS: [   59 39402 44914]
Annotated 3SS: [39312 44828 49494]
SMsplice 5SS: [  123 11745 16222 28252 28850 39402 44914]
SMsplice 3SS: [11639 16126 28037 28741 39312 44828 50591]
top_k =  500
Partition function (log Z): -10.242400031775286

Sorted 5' Splice Sites (High to Low Probability):
Position 16222: 0.9999999947834771
Position 28252: 0.9999998632187653
Position 44914: 0.9971464552633379
Position 28850: 0.9522545905025724
Position 11745: 0.7654876911593363
Position 123: 0.7456956113040868
Position 31303: 0.6729125514960989
Position 39402: 0.2682019178001571
Position 59: 0.2483509396952213
Position 11729: 0.2345123078673253
Position 10550: 0.22220253095969897
Position 2811: 0.21840344018906904
Position 45420: 0.17962475535455222
Position 9319: 0.16753415236380725
Position 12592: 0.1517637805031161
Position 51027: 0.13149414697904643
Position 7649: 0.09138875692177141
Position 6744: 0.0904650622287134
Position 14665: 0.057535947381544494
Position 3329: 0.05553454412767347
Position 6356: 0.05407038016494965
Position 49367: 0.05378074083317511
Position 6998: 0.05110455527476048
Position 28866: 0.04774499233202167
Position 6281: 0.04100517677342401
Position 1172: 0.037519754654527095
Position 49622: 0.03362435914412387
Position 47469: 0.026468717228508194
Position 10732: 0.024073935239540767
Position 1902: 0.022578364642259836
Position 3012: 0.014396673918139188
Position 11230: 0.012335969879245822
Position 3077: 0.012242060757242901
Position 47510: 0.010370633960170877
Position 47441: 0.007548804294486133
Position 1730: 0.0026929097206299887
Position 178: 0.0025666387858279058
Position 44980: 0.0024645960942084955
Position 1176: 0.002160337260123495
Position 1074: 0.0015298957070456476
Position 639: 0.0011883274182052325
Position 112: 0.001120348440327667
Position 947: 0.0010703769034911765
Position 6018: 0.0008179954374248583
Position 2705: 0.0007755517776984535
Position 6322: 0.0006611486661207201
Position 45506: 0.0005597067139079601
Position 2570: 0.0002482203757888982
Position 5009: 0.00018043885187840082
Position 1274: 0.0001582212235079672
Position 1040: 8.335315945512262e-05
Position 2022: 7.377173105695194e-05
Position 1270: 5.466452601659964e-05
Position 234: 3.3216573678752237e-05
Position 307: 2.564073016031957e-05
Position 289: 2.365126428627926e-05
Position 776: 2.253682842765449e-05
Position 745: 2.0715158674288746e-05
Position 1486: 1.7517337627687976e-05
Position 264: 1.6855984138883814e-05
Position 951: 1.3247792714220985e-05
Position 128: 5.927823059745619e-06
Position 254: 3.6990599712887587e-06
Position 22: 3.6973455283261066e-06
Position 191: 3.0832506210964246e-06
Position 958: 2.7614888747679e-06
Position 782: 1.9758328289930986e-06
Position 848: 1.5182574194681714e-06
Position 31393: 4.0551905769579316e-07
Position 73: 6.164429059643671e-08
Position 250: 5.0061561417189e-08
Position 225: 3.3781371685467e-08
Position 463: 1.9505811508191557e-08
Position 261: 1.863916091542366e-08
Position 544: 1.5696277647480438e-08
Position 647: 1.1811700310589434e-08
Position 582: 7.63791894334979e-09
Position 756: 5.932364161263877e-09
Position 215: 4.8340383072258655e-09
Position 376: 4.673669042134008e-09
Position 293: 2.876481995083427e-09
Position 82: 1.736262855786917e-09
Position 310: 7.89810332460123e-10
Position 198: 5.367832075334357e-10
Position 318: 2.168139756506034e-10
Position 11733: 1.2741175496757192e-10
Position 11722: 3.38284245423502e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11639: 0.9999999996804423
Position 16126: 0.9999999960312762
Position 28037: 0.9999999879308984
