Gene = PTCD2
index = 1096
Annotated 5SS: [  143  1898  6375 11009 14730 15519 18369 22670 32388]
Annotated 3SS: [ 1804  6244 10890 14650 15426 18254 22594 32273 37835]
SMsplice 5SS: [  143  1898 15519 18369 22695 32388 39161 42811]
SMsplice 3SS: [ 1804 15426 18254 22594 32273 39053 42711 46697]
top_k =  500
Partition function (log Z): -7.39470513816819

Sorted 5' Splice Sites (High to Low Probability):
Position 32388: 0.9965108832958919
Position 18369: 0.9859830005825947
Position 1898: 0.983088506861074
Position 15519: 0.970890767430435
Position 5750: 0.8731186015094501
Position 42811: 0.6950426001955998
Position 143: 0.6774855314514288
Position 22695: 0.5264626353642632
Position 22670: 0.4709320263481073
Position 6375: 0.4656580462523297
Position 31090: 0.3995860658259007
Position 24433: 0.2829718551088237
Position 5448: 0.23187971306829339
Position 28630: 0.22576760480266606
Position 44178: 0.21805485139541886
Position 22902: 0.1962849921164726
Position 12487: 0.19122338291903013
Position 882: 0.15420412672085387
Position 90: 0.1303034755896834
Position 12356: 0.12458249950670028
Position 5518: 0.10125520586326225
Position 1724: 0.07775131781899042
Position 26861: 0.06392228068103954
Position 24924: 0.054442964396513374
Position 10891: 0.05211733140151647
Position 20504: 0.039276292085735215
Position 6149: 0.03561805502235155
Position 284: 0.03507112872877361
Position 22891: 0.031914297673939614
Position 5070: 0.0224198659080007
Position 1562: 0.020596826865423253
Position 21868: 0.020447977506535497
Position 394: 0.01753767789552276
Position 1049: 0.0172273895481852
Position 15872: 0.01677786956473281
Position 602: 0.014722003892106992
Position 352: 0.013976081153049554
Position 5483: 0.013872666070000792
Position 100: 0.013796175695459089
Position 18791: 0.011348985620649154
Position 38104: 0.010281326732453617
Position 20252: 0.009188914861583776
Position 19543: 0.00789514084467503
Position 14: 0.007228450224856795
Position 38133: 0.007114910439993839
Position 1545: 0.00684336874028331
Position 1010: 0.004772836223878198
Position 1282: 0.0046729597210499185
Position 5759: 0.004389460231026034
Position 4361: 0.0038926065775479342
Position 4474: 0.0034798641623630198
Position 28335: 0.0032044029630637055
Position 5546: 0.002788596632209593
Position 1015: 0.0021240825293536037
Position 37926: 0.0021085712836786336
Position 1196: 0.0020172826769004172
Position 296: 0.0018281996763727818
Position 19276: 0.0015892399978208044
Position 29: 0.0015721427836543434
Position 17368: 0.0014626844396870447
Position 1627: 0.0014285187685113198
Position 1113: 0.0011501705874396321
Position 35300: 0.001086303790823337
Position 1171: 0.0010677976920544267
Position 5087: 0.0008198657468969617
Position 1293: 0.0007992793819275636
Position 288: 0.0007845998052891667
Position 768: 0.000784169131768998
Position 717: 0.0007688750809654602
Position 5262: 0.0006847266594760703
Position 426: 0.0006800770049731344
Position 892: 0.00044916812659659476
Position 19: 0.00038934507356043214
Position 118: 0.00034763560950583784
Position 1042: 0.00031479532555182875
Position 1877: 0.0003088296779772662
Position 369: 0.0003087489590037408
Position 5724: 0.00030498624830768484
Position 5180: 0.0002997911749330166
Position 34602: 0.0002876289668727589
Position 1167: 0.0002467593664902376
Position 88: 0.00024056091219455252
Position 34313: 0.0002350179214863954
Position 2633: 0.00019734600177431433
Position 1392: 0.0001940137853254531
Position 2175: 0.00018061086324407867
Position 4983: 0.00017160091405748663
Position 2180: 0.00015339169830565775
Position 863: 0.00015153633417488714
Position 4221: 0.0001507334119929854
Position 4247: 0.00012633631626125702
