Gene = RNASEL
index = 1145
Annotated 5SS: [   90  3930  5176  7204  8032 13001]
Annotated 3SS: [ 2285  5089  6997  7898 12866 13677]
SMsplice 5SS: [   90  1043  5176  8032 13001]
SMsplice 3SS: [  950  5089  7907 12866 13677]
top_k =  500
Partition function (log Z): 2.75429430274023

Sorted 5' Splice Sites (High to Low Probability):
Position 5176: 0.9904390813465258
Position 13001: 0.9900452833216887
Position 90: 0.96946280844609
Position 1043: 0.7917918314410816
Position 8032: 0.7884688467945952
Position 3930: 0.6538055440381062
Position 7204: 0.5855562539323226
Position 2856: 0.5507978523649559
Position 6141: 0.5152793285353514
Position 1659: 0.42709232150188975
Position 8418: 0.33322308651377636
Position 2589: 0.16602393610868857
Position 10016: 0.13368325077796062
Position 4242: 0.101926716165973
Position 683: 0.0968480141377288
Position 4874: 0.09117487097854005
Position 5970: 0.058591098453551836
Position 543: 0.043659797526320376
Position 13830: 0.03920164516146201
Position 9299: 0.032586595769279504
Position 13839: 0.027773415398053454
Position 13304: 0.025729572532637485
Position 6007: 0.01874010782314399
Position 5974: 0.01812248042018571
Position 1134: 0.014394715154160779
Position 5956: 0.012946052655642467
Position 5742: 0.01246508705729848
Position 2502: 0.010676956797936116
Position 6372: 0.009752256782060858
Position 618: 0.006777463288953986
Position 6046: 0.00664279307103549
Position 7251: 0.005908907888599522
Position 6840: 0.005542116358652858
Position 2435: 0.005011996873812337
Position 781: 0.004111229390195417
Position 15414: 0.0032904612700650738
Position 4130: 0.002982703869069549
Position 802: 0.0027742951561777053
Position 7148: 0.0027137738029831696
Position 13226: 0.002670117746622683
Position 8058: 0.0024375242112983898
Position 14621: 0.0018053815018180032
Position 5477: 0.0017371214133335585
Position 535: 0.0017116439617511725
Position 328: 0.0015205129975678225
Position 5657: 0.0013906182062820797
Position 2996: 0.0012347371530893117
Position 1331: 0.0008670924742276507
Position 2861: 0.0008252513386159057
Position 1138: 0.000768349515679888
Position 8146: 0.0007196530953535561
Position 5381: 0.0006401207316576653
Position 484: 0.0005771788986198117
Position 2600: 0.0005068568322561588
Position 784: 0.0005013834497752441
Position 1049: 0.00043089573648739135
Position 4611: 0.0003637393500632976
Position 7961: 0.00035732484264294886
Position 7628: 0.0003480621234514994
Position 2851: 0.0002788396245013068
Position 81: 0.00025911377138792304
Position 689: 0.00023309873725134824
Position 9012: 0.00020340365473164981
Position 992: 0.00019218980287997604
Position 982: 0.00017569014952876138
Position 5762: 0.00016412918096453782
Position 372: 0.00015407514909572558
Position 1515: 0.00014188913518867197
Position 721: 0.00012788802162275162
Position 1996: 0.00011261157746102145
Position 8966: 0.00010466845196451769
Position 998: 7.085570883799961e-05
Position 342: 6.964231172976999e-05
Position 388: 6.461270332256155e-05
Position 195: 5.419778371070343e-05
Position 1576: 4.6406913144915316e-05
Position 362: 4.160742081562417e-05
Position 609: 3.631318529618534e-05
Position 1289: 3.509053683465313e-05
Position 2013: 3.432688145589779e-05
Position 131: 2.697154359680831e-05
Position 514: 2.6415697698736008e-05
Position 1991: 2.5569513665992437e-05
Position 262: 2.517691614277552e-05
Position 800: 2.4608769580287408e-05
Position 1096: 1.7882607777252015e-05
Position 13843: 1.6146361189761054e-05
Position 1231: 1.606342423691308e-05
Position 744: 1.272552702669572e-05
Position 1704: 1.2650166905739237e-05
Position 768: 8.429477826837149e-06
Position 496: 8.343434301656076e-06
Position 1919: 6.793965057852766e-06
Position 75: 6.3526343099318224e-06
