Gene = NADK
index = 907
Annotated 5SS: [  182 13243 16519 21290 21968 22213 23097 23927 24187 24420 24904]
Annotated 3SS: [13023 16434 21159 21861 22126 22993 23771 24086 24261 24820 25409]
SMsplice 5SS: [  182 13243 16519 21790 21968 22213 23927 24187 24420 24904]
SMsplice 3SS: [13023 16434 21691 21861 22126 23771 24086 24261 24820 27205]
top_k =  500
Partition function (log Z): 10.71784221607356

Sorted 5' Splice Sites (High to Low Probability):
Position 24187: 0.9819228293695584
Position 182: 0.9611224770717747
Position 24904: 0.9572834444943539
Position 16519: 0.9264524148985056
Position 21968: 0.9050400704536098
Position 13243: 0.8293672891372869
Position 22213: 0.7266618609026223
Position 24420: 0.6717868383084051
Position 23927: 0.6533977916158833
Position 26642: 0.47835191024959867
Position 21790: 0.4517173488972704
Position 23097: 0.41876898270878027
Position 19370: 0.38097414914620414
Position 7198: 0.31130038156736556
Position 23951: 0.2909973108301039
Position 16894: 0.21029438479947798
Position 19274: 0.19421829998061732
Position 16340: 0.17402776203640208
Position 22245: 0.14689147931448
Position 26234: 0.1411750850391887
Position 2796: 0.10443910349400355
Position 24609: 0.10105282578780915
Position 24451: 0.09538497252814557
Position 24447: 0.07734313064372406
Position 3057: 0.07645891061435577
Position 18737: 0.07348754843350425
Position 16580: 0.07321133002807903
Position 18994: 0.06825660818391951
Position 18998: 0.05880941257107031
Position 22257: 0.05643604064597554
Position 23087: 0.05537085381907751
Position 13356: 0.04652392677325503
Position 14176: 0.04174515690337334
Position 24757: 0.03996958913141795
Position 93: 0.035398405932912054
Position 19227: 0.028479367612430112
Position 27093: 0.023731901915902225
Position 25567: 0.0228667409219419
Position 14790: 0.022748775798028628
Position 24715: 0.021753543372419304
Position 19254: 0.0216466136375409
Position 23862: 0.019522810089334208
Position 18426: 0.019386865651396436
Position 2857: 0.017975933371194266
Position 16837: 0.014961052044756973
Position 27069: 0.014769527733373453
Position 18092: 0.013442151360105792
Position 22378: 0.011995415680493842
Position 14476: 0.01197275814778439
Position 21364: 0.011398020791551161
Position 14649: 0.011077806975655998
Position 22365: 0.011015556332660568
Position 6892: 0.010155956593108348
Position 18932: 0.009711851030266328
Position 14167: 0.008171363270762809
Position 13441: 0.007755564972409279
Position 22883: 0.006812876235551357
Position 1306: 0.005639096176457828
Position 4982: 0.005408238962027945
Position 6882: 0.004745461248339583
