Gene = TMA7
index = 1405
Annotated 5SS: [ 56 202 372]
Annotated 3SS: [ 145  283 3588]
SMsplice 5SS: [ 56 202 372]
SMsplice 3SS: [ 145  283 3588]
top_k =  500
Partition function (log Z): 1.2566959764224133

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9963240058791799
Position 372: 0.9786949174207402
Position 56: 0.9630454661792938
Position 656: 0.018125541256674812
Position 1909: 0.012631907004834762
Position 73: 0.011151936081442184
Position 1206: 0.00979118203912501
Position 535: 0.0067485427479597685
Position 3620: 0.003783252925388404
Position 1616: 0.0027686915618717243
Position 2591: 0.0024533423261914353
Position 1542: 0.0023648557971022066
Position 3514: 0.0020477527774915927
Position 2568: 0.00197164533219748
Position 2023: 0.0018087610362619558
Position 560: 0.0016318769309241333
Position 1576: 0.001229044612473444
Position 1305: 0.0006983133079387649
Position 230: 0.0005827903843056822
Position 2642: 0.0005434955274994022
Position 630: 0.0004284251925182385
Position 1690: 0.0004214089599541289
Position 1620: 0.00028869803495050456
Position 472: 0.0002563288884190482
Position 2751: 0.0002531723035609518
Position 3649: 0.00023363412765992216
Position 3543: 0.00022928277843541593
Position 2841: 0.00018919945402300534
Position 886: 0.0001867745681332454
Position 3479: 0.00018598612655125124
Position 2472: 0.0001823082898463842
Position 854: 0.0001700936826191417
Position 1067: 0.0001587373699866615
Position 3108: 0.0001503189066278262
Position 376: 7.37221151250151e-05
Position 946: 6.60294682830024e-05
Position 2289: 5.795445844567939e-05
Position 1402: 5.4027950054531813e-05
Position 42: 3.3127966753153866e-05
Position 706: 2.867030772839986e-05
Position 15: 2.6023896331989033e-05
Position 681: 1.690388024133956e-05
Position 671: 1.622458837193774e-05
Position 504: 1.2716509594098166e-05
Position 146: 1.0346897827115289e-05
Position 62: 3.912204239606855e-06
Position 96: 3.8067713866089446e-06
Position 60: 3.2508015873504677e-06
Position 7: 8.643708421334271e-07
Position 1245: 2.2489684578873394e-07
Position 1162: 1.9242968803502276e-07
Position 487: 1.546679084780537e-07
Position 623: 1.3634396520713688e-07
Position 661: 7.698008553761645e-08
Position 135: 1.3396996769913811e-08
Position 678: 5.746892328802843e-09
Position 127: 8.192388152893631e-10
Position 133: 7.661008156200863e-10
Position 444: 4.74399301849439e-10
Position 258: 3.7991263634104003e-10
Position 515: 1.6621382369158823e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 283: 0.9781888969853819
Position 145: 0.9729121805617125
Position 3588: 0.6511946037419679
Position 783: 0.1668538811166233
Position 599: 0.04020185041681693
Position 3594: 0.03604419042828901
Position 2133: 0.024233706245603354
Position 497: 0.019508216377060728
Position 1438: 0.019436584962388988
Position 1516: 0.018505715708335625
Position 3435: 0.01113557022392946
Position 287: 0.00945259056524692
Position 1862: 0.005841927321757704
