Gene = SVBP
index = 1361
Annotated 5SS: [ 51 374]
Annotated 3SS: [ 223 9303]
SMsplice 5SS: [374]
SMsplice 3SS: [9303]
top_k =  500
Partition function (log Z): -10.421744928176778

Sorted 5' Splice Sites (High to Low Probability):
Position 374: 0.5261069710862512
Position 747: 0.23788459004683984
Position 6188: 0.2058908198624012
Position 602: 0.16256347565837778
Position 6133: 0.1616881742585554
Position 4615: 0.06588872175050894
Position 4568: 0.06375066528480698
Position 171: 0.06343622818148872
Position 6078: 0.05675719887542016
Position 159: 0.03157767337863135
Position 3403: 0.026891726437579637
Position 5491: 0.026562860044959377
Position 9214: 0.025468166986427416
Position 3867: 0.023325383021519267
Position 8998: 0.015331956966254714
Position 5522: 0.010083850459582823
Position 3073: 0.00743597552297815
Position 2170: 0.007245469625978389
Position 533: 0.007136018609169865
Position 4300: 0.006580609988482969
Position 51: 0.006563950115569262
Position 586: 0.006546589949757287
Position 5096: 0.006346676638587937
Position 1838: 0.005047724978468705
Position 1545: 0.00484239662882257
Position 5154: 0.003441722195645686
Position 1478: 0.003341810319404071
Position 6233: 0.0023144263624346436
Position 16: 0.0018644608326030473
Position 5927: 0.0017426925481325865
Position 70: 0.0005332625437044471
Position 276: 0.0005129929681488292
Position 501: 0.00039251393640007173
Position 396: 0.0003901959854112413
Position 3329: 0.00036814127942754637
Position 644: 0.00028837231730911974
Position 1326: 0.00022374232326594507
Position 721: 0.00022112679108324257
Position 293: 0.0001574884726006956
Position 563: 0.00015619861396601857
Position 1658: 0.00014871301098525765
Position 4070: 0.00012800631969188983
Position 1599: 8.6128274198318e-05
Position 314: 1.5837910605308115e-05
Position 54: 4.969364629035296e-06
Position 774: 2.225154766861035e-06
Position 523: 1.0958173852338372e-06
Position 305: 4.973956747139806e-07
Position 868: 4.820316547593429e-07
Position 661: 2.0648170386258399e-07
Position 213: 8.208093545904802e-08
Position 404: 5.6098658166178185e-08
Position 1051: 2.3060914302317705e-08
Position 538: 1.9069985809616107e-08
Position 252: 4.235326241278551e-09
Position 180: 2.9115946868536244e-09
Position 185: 1.3513189134786162e-09
Position 190: 5.965235063252327e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9303: 0.7737392797659214
Position 6033: 0.44685649591530674
Position 4445: 0.1296487280684862
Position 9075: 0.060801565709643804
Position 8789: 0.03660532842511
Position 4402: 0.03170602732559745
Position 223: 0.02943054009950207
Position 9175: 0.02693017444926232
Position 5241: 0.022023432423627056
Position 9143: 0.018854012059685208
Position 3311: 0.01777021213218038
Position 3661: 0.016712753298783824
Position 9280: 0.015314091771636736
Position 5668: 0.01173268508805701
Position 5077: 0.01096618558425685
Position 2961: 0.010057439811530967
