Gene = CTBS
index = 417
Annotated 5SS: [  226  3883  4534  8624 10730 11208]
Annotated 3SS: [ 3743  4324  8451 10631 11045 19264]
SMsplice 5SS: [  226  3883  4534  8624 11220]
SMsplice 3SS: [ 3743  4324  8451 11045 19264]
top_k =  500
Partition function (log Z): -5.182702455300723

Sorted 5' Splice Sites (High to Low Probability):
Position 8624: 0.9910064247580296
Position 3883: 0.9750472211862816
Position 4534: 0.8355064151506445
Position 226: 0.7644563191417473
Position 11220: 0.6676782862787045
Position 10730: 0.5402530290352808
Position 11208: 0.2987763835829756
Position 433: 0.15208969526409472
Position 3692: 0.13392499224064242
Position 3680: 0.11745898869690592
Position 14139: 0.11719305270637931
Position 2689: 0.11538695308817783
Position 4872: 0.1041463878348877
Position 549: 0.09428109604062362
Position 10693: 0.08836165329901892
Position 6319: 0.07883679677870675
Position 8367: 0.05743421399318545
Position 2718: 0.04734338546120646
Position 13811: 0.03880088381510098
Position 10257: 0.0253799917723477
Position 6389: 0.022868946891043077
Position 3663: 0.018975239444993058
Position 8335: 0.018236431763114413
Position 14146: 0.017753561091221014
Position 8269: 0.017357082167185556
Position 3364: 0.016604544030519454
Position 2986: 0.015454238857670312
Position 5030: 0.015190886225110547
Position 2965: 0.01426760939250289
Position 1280: 0.012855875763383746
Position 8236: 0.012006622061552065
Position 5952: 0.011829545091283391
Position 5147: 0.01167056141694634
Position 7107: 0.011164010570769808
Position 865: 0.010789672148066828
Position 5859: 0.010395789574024171
Position 252: 0.00993426664219967
Position 8925: 0.00520187451865035
Position 4222: 0.004770338718233314
Position 2745: 0.004630872360577573
Position 4251: 0.004527442448310007
Position 11988: 0.004492125781620592
Position 8843: 0.004208276107024407
Position 14: 0.003782309803330673
Position 10948: 0.0036376745473952815
Position 2902: 0.0029550562589786976
Position 284: 0.0029446503664359437
Position 12346: 0.0026142856130725385
Position 2541: 0.0024579967683150995
Position 307: 0.002442008896220361
Position 8029: 0.0023960666452240435
Position 8574: 0.002389972005216392
Position 278: 0.0020883632852287098
Position 16528: 0.0020311677378519544
Position 11409: 0.0019728318241413367
Position 11115: 0.0019293628106268415
Position 10938: 0.001624844562410129
Position 2600: 0.0014119576610698002
Position 3658: 0.001405768204817318
Position 2453: 0.0012910391786517086
Position 10676: 0.0012750725254119034
Position 710: 0.0011588259573102465
Position 14220: 0.0008704896939942621
Position 8837: 0.0006501792450593977
Position 2573: 0.0006096735651038237
