Gene = HPS3
index = 663
Annotated 5SS: [  357 10915 11605 11797 15963 21097 24065 25632 27948 29263 30696 32750
 33295 34366 37657 38400]
Annotated 3SS: [10419 11432 11710 15769 21014 23909 25522 27765 29081 30461 32563 33105
 34257 37449 38308 42510]
SMsplice 5SS: [  357  4194 11797 15963 21097 27948 32750 33295 34366 38400 40142 40990]
SMsplice 3SS: [ 4034 11710 15769 21014 27765 32614 33105 34136 38304 39983 40886 43718]
top_k =  500
Partition function (log Z): 5.41293994081062

Sorted 5' Splice Sites (High to Low Probability):
Position 27948: 0.989601364273665
Position 21097: 0.9870087973804516
Position 33295: 0.9776841285425623
Position 11797: 0.9512296573629484
Position 38400: 0.9436065013380595
Position 357: 0.9435903167983241
Position 32750: 0.9389164530761781
Position 34366: 0.9204381191626143
Position 15963: 0.7999956181907114
Position 4194: 0.747094741656327
Position 40142: 0.7218926870660493
Position 40990: 0.7135209496041496
Position 30926: 0.5962917605927486
Position 11605: 0.4225097393279403
Position 42641: 0.2836490350805899
Position 22897: 0.2594639893342532
Position 24065: 0.24236766065091178
Position 22871: 0.2294197183864621
Position 25632: 0.20476251562639103
Position 3111: 0.19101396950153196
Position 37657: 0.19091815213650518
Position 10516: 0.18687699098111185
Position 30696: 0.1844414236113238
Position 1502: 0.17832193731612336
Position 825: 0.14382061305139973
Position 19346: 0.12775144443463476
Position 18759: 0.11806388599294987
Position 21567: 0.1151663126365956
Position 3427: 0.09919657173934
Position 33656: 0.09354137045937595
Position 40760: 0.08002842601657599
Position 15991: 0.07213862830693295
Position 43026: 0.0716340766720991
Position 5799: 0.060997970955249545
Position 28184: 0.04697249149882076
Position 11835: 0.04695411990538592
Position 20656: 0.046532615127907344
Position 5062: 0.04155772741978861
Position 10915: 0.041368675605185395
Position 38675: 0.0386400071730065
Position 39747: 0.03612112915054312
Position 553: 0.03536336574916843
Position 35437: 0.03354349854300514
Position 31514: 0.02714500748465402
Position 20469: 0.02597494520409515
Position 40154: 0.025083369649314166
Position 304: 0.023289600022083246
Position 39659: 0.022598850836765647
Position 28558: 0.019700907112232977
Position 10512: 0.016690064348694387
Position 43126: 0.01573902257450125
Position 36354: 0.015465798921886034
Position 5570: 0.015035725918326373
Position 1500: 0.014868158207124399
Position 75: 0.014451744387335269
Position 22854: 0.014138239226196869
Position 12716: 0.013984237600969793
Position 32825: 0.013371348545037808
Position 870: 0.012831124877074974
Position 737: 0.012363945799411795
Position 26618: 0.011728424938304893
Position 714: 0.011423675807318817
Position 5259: 0.011082812810562344
Position 13146: 0.009529094533307698
Position 13301: 0.00936389498898163
Position 13982: 0.00890796252494824
Position 5541: 0.007920070368579677
Position 3065: 0.007712538409053081
Position 182: 0.006720647028787654
Position 7171: 0.0066837173961548394
Position 39050: 0.005873169598511906
Position 26223: 0.00564727975801629
Position 3570: 0.005372722962968662
Position 2423: 0.0044792265027260225
Position 10985: 0.0044129370363783635
Position 1495: 0.004070559402475326
Position 23226: 0.002609994952939647
Position 23583: 0.002421851361300358
Position 32996: 0.0023391906916706054
Position 33978: 0.0022507088309018978
Position 260: 0.0019565961418894
Position 11877: 0.0018162227316642536
Position 3951: 0.001371145635528855
Position 24121: 0.001340804910169796
Position 36227: 0.0013280918050707444
Position 3068: 0.0009980150125018076
Position 2202: 0.0008382468740130598
Position 35032: 0.0007108915639634553
Position 34900: 0.0007018450454537872
Position 36036: 0.0006928055641650836
Position 24473: 0.0006726104171409673
Position 3318: 0.0005242165825261884
Position 33680: 0.00041144509975489074
Position 36038: 0.0003893574007168988
Position 211: 0.0002737433419336784
Position 361: 0.00023297907140843396
Position 4155: 0.00021380489079824626
Position 33700: 0.00021172856129182
Position 1267: 0.00015365714476631804
Position 58: 0.00010884865730829044
Position 143: 8.848837253900253e-05
Position 86: 8.342193400736713e-05
Position 34416: 8.24361150519053e-05
Position 755: 8.234980347474325e-05
Position 1263: 7.32243791558745e-05
Position 4906: 5.6453490868820176e-05
Position 866: 4.643852841443227e-05
Position 33405: 4.5276856656621086e-05
Position 172: 2.4431401472190277e-05
Position 185: 2.0758754169830668e-05
Position 494: 1.6382742106366338e-05
Position 329: 1.4099396315299988e-05
Position 34667: 1.1161925162318119e-05
Position 166: 9.824637638254337e-06
Position 27: 6.406616195487405e-06
Position 34608: 3.799646384117669e-06
Position 484: 2.9868921053077468e-06
Position 151: 2.835438157661727e-06
Position 34582: 2.5869741788567888e-06
Position 331: 2.5560914580887823e-06
Position 534: 2.4147923056110725e-06
Position 390: 2.255777656955268e-06
Position 268: 2.100519399390668e-06
