Gene = COA1
index = 389
Annotated 5SS: [  113 80942 82007 84291 88969]
Annotated 3SS: [80888 81906 84141 88891 89859]
SMsplice 5SS: [  113  9782 16061 18159 42441 43959 64645 66013 80942 82007 84291 85479
 88982]
SMsplice 3SS: [ 9651 15961 18091 42285 43843 64502 65881 80888 81906 84141 85336 88891
 89859]
top_k =  500
Partition function (log Z): -44.97995725462076

Sorted 5' Splice Sites (High to Low Probability):
Position 9782: 0.9382758564156373
Position 113: 0.8100740537178761
Position 16061: 0.8064014602342544
Position 18159: 0.3676730276646424
Position 1040: 0.17845796975630474
Position 18142: 0.15606797942715964
Position 299: 0.14343495934845896
Position 2167: 0.13565851971921108
Position 8457: 0.12947755745040163
Position 1003: 0.12584281520938082
Position 1906: 0.0796440645962785
Position 12390: 0.0386754455006729
Position 3471: 0.031559368475634626
Position 8240: 0.01925410011230701
Position 19452: 0.011032473783059566
Position 247: 0.00892225783367811
Position 127: 0.0046170282757657145
Position 202: 0.003699812897177212
Position 9761: 0.0034275995524148837
Position 652: 0.0020722296140570444
Position 9730: 0.0009132994884824342
Position 476: 0.0004912804760543928
Position 1367: 0.0004888614687350689
Position 399: 0.0004701674686580301
Position 94: 0.00040289536383178486
Position 787: 0.0003877174817466817
Position 328: 0.00037536321510878943
Position 448: 0.00035369957501461027
Position 2845: 0.00034244897323928167
Position 1335: 0.0003381106246892035
Position 495: 0.0002897194182396478
Position 264: 0.0002464284968843977
Position 2482: 0.00020048575748415968
Position 2929: 0.00018879903331996944
Position 2202: 0.00013710720641909075
Position 656: 0.00012062356909650405
Position 604: 0.00011248304902078183
Position 620: 8.149297197195649e-05
Position 86: 8.103652660171799e-05
Position 406: 7.175053410350518e-05
Position 592: 7.082105008760522e-05
Position 317: 4.0711031218815826e-05
Position 117: 4.007863640214104e-05
Position 3467: 3.1674959786917276e-05
Position 412: 3.0236999809125417e-05
Position 341: 2.4259871477918176e-05
Position 91: 1.9150892578053218e-05
Position 628: 1.9030457002993437e-05
Position 513: 1.74034990639403e-05
Position 679: 1.1702458772158862e-05
Position 444: 9.518464304362994e-06
Position 135: 6.364665621500507e-06
Position 162: 2.562713816070539e-06
Position 648: 2.335855429652666e-06
Position 233: 2.920404175420211e-09
Position 425: 8.867915237546173e-10
Position 102: 2.1272901709906095e-10
Position 48: 3.429752259558552e-11
Position 309: 2.7103505199303135e-11
Position 221: 2.466947967200411e-11
Position 74: 1.2376466878154336e-11
Position 166: 8.87493475880468e-13
Position 668: 1.9138744397404623e-13
Position 339: 1.1141758087823265e-13
Position 141: 1.095113902104598e-14
Position 361: 1.5024502248218134e-15
Position 521: 1.1823698105917849e-15
Position 369: 4.797055881568483e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9651: 0.9445756911839691
Position 15961: 0.8221370470017416
Position 18091: 0.6427864812220898
Position 19199: 0.632720252774223
Position 874: 0.13373458676464658
Position 2059: 0.12041375499966932
Position 903: 0.11414674858838295
Position 18393: 0.1050990818001285
Position 8376: 0.08803159749759487
Position 19546: 0.0446108539994029
Position 12311: 0.04228004736096418
Position 8411: 0.04213817209820094
Position 3374: 0.02450812462054459
Position 19195: 0.02383285223297706
Position 1681: 0.022568833660477607
Position 1812: 0.020640601027340326
Position 8135: 0.01951151539373468
Position 1740: 0.018673459905655346
Position 852: 0.01603536868087053
Position 1989: 0.014582932865692188
Position 16136: 0.013451195147308491
Position 17970: 0.008684224020896006
Position 12250: 0.008465030874210775
Position 1789: 0.008231903397406249
Position 765: 0.007415975543824427
Position 3198: 0.005124131678765113
Position 16323: 0.00417288839241344
Position 1850: 0.004024096959169323
Position 15380: 0.003502700991242785
Position 14349: 0.0029758228647150066
Position 1685: 0.002868231646308431
Position 786: 0.0027559777992056064
Position 15354: 0.002570558063507635
Position 17754: 0.002254837321234623
Position 1002: 0.002202626990445739
Position 3288: 0.002197997780489375
Position 14536: 0.0019401683977109622
Position 10071: 0.0018987054296168047
Position 805: 0.0018189526637786345
Position 13142: 0.0017008353897175624
Position 1809: 0.0014330734374961734
Position 969: 0.0012432498642523729
Position 14914: 0.0012417313816438743
Position 5621: 0.0011608022594493277
Position 13872: 0.0010771409466701245
Position 2063: 0.001047633478224703
Position 9886: 0.0009931922127633542
Position 14070: 0.0009477822351958057
Position 1659: 0.0008605225435003
Position 943: 0.0008230793988738778
Position 12180: 0.00063696466792205
Position 12538: 0.0005677696649188949
Position 12583: 0.0005386295964989241
Position 922: 0.0005246219205275914
Position 12455: 0.000492487964187191
Position 11930: 0.00045591203842703276
Position 934: 0.0004457540074404975
Position 2690: 0.0004042779357557897
Position 10111: 0.00039245970563338186
Position 11131: 0.00034873188397164883
Position 1276: 0.00031310853335000314
Position 11617: 0.0003103393591376047
Position 4305: 0.0002556944437777703
Position 10279: 0.00017798106933884783
Position 2349: 0.0001770408486533306
