Gene = SPRR2G
index = 1323
Annotated 5SS: [18]
Annotated 3SS: [737]
SMsplice 5SS: [18]
SMsplice 3SS: [737]
top_k =  500
Partition function (log Z): -6.735529106357826

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.7161806677406657
Position 574: 0.5367199862621773
Position 149: 0.23996698505005562
Position 388: 0.02664482375345301
Position 186: 0.023098611001046994
Position 606: 0.019055175373262585
Position 642: 0.00692464376373735
Position 76: 0.004806402191707698
Position 430: 0.0035516844949724994
Position 581: 0.003533607571306676
Position 235: 0.0033491292098017014
Position 163: 0.0025974435670138105
Position 959: 0.0022676851537610497
Position 315: 0.0012323009891214581
Position 590: 0.0009361066085844831
Position 170: 0.0006397391357515557
Position 627: 0.0006209586347675588
Position 140: 0.0005677533514440877
Position 723: 0.00044036941554422216
Position 977: 0.00026095595916911387
Position 322: 0.00021409057089615666
Position 851: 0.00016371389080326853
Position 595: 0.000161002890760068
Position 22: 0.0001195071010954841
Position 597: 0.00011805094322284545
Position 646: 0.00010683004862082341
Position 59: 8.020138779996192e-05
Position 534: 7.612817936102722e-05
Position 615: 4.470490964975652e-05
Position 57: 2.931638558451366e-05
Position 259: 2.8870648692087666e-05
Position 670: 2.5600939118212617e-05
Position 65: 2.30322740441073e-05
Position 824: 2.2262523444748935e-05
Position 254: 1.8025972054607398e-05
Position 807: 1.6139397170961134e-05
Position 328: 4.437111322602113e-06
Position 425: 8.616878409105773e-07
Position 300: 4.0619849605769975e-07
Position 90: 1.4894439485612025e-09
Position 476: 4.804277271548893e-10
Position 277: 4.3930534448733496e-11
Position 203: 3.3672709081240515e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.8378073812291914
Position 511: 0.35815299412679574
Position 470: 0.15322035376015092
Position 527: 0.05903935295163151
Position 121: 0.05218295066748053
Position 474: 0.037022424008090374
Position 695: 0.026931609184269616
Position 956: 0.01597046220920245
Position 1206: 0.00713669586375713
Position 1041: 0.006593386918604183
Position 230: 0.004754645194934508
Position 914: 0.004437519481430741
Position 953: 0.00390392058320454
Position 440: 0.003661993290122325
Position 1264: 0.003468696395010432
Position 1063: 0.0032306819104257934
Position 173: 0.0027159382462251256
Position 395: 0.0026909880656567054
Position 487: 0.002680401982296946
Position 773: 0.0020983836245326176
Position 676: 0.0010486555328592137
Position 81: 0.0009733541351072227
Position 362: 0.000955328885597264
Position 824: 0.0006484580665667276
Position 776: 0.00042655856034669326
Position 1157: 0.00039890479914627634
Position 159: 0.0003751704201697704
Position 851: 0.00029078843067022214
Position 1117: 0.00021168426389268832
Position 653: 0.0002026323260845883
Position 770: 0.00020198273811516203
Position 890: 0.0001449444016949456
Position 1283: 0.00012964736328484718
Position 128: 0.00012166921278015403
Position 959: 0.00010655730018860064
Position 713: 0.0001023080817306077
Position 971: 0.00010065692474002282
Position 537: 8.155086704298684e-05
Position 1124: 6.358238162215975e-05
Position 999: 5.8775690725253136e-05
Position 148: 4.1280403792204545e-05
Position 300: 3.084183303452484e-05
Position 408: 2.863458625564871e-05
Position 753: 2.4219707958831532e-05
Position 779: 2.2093714726920897e-05
Position 831: 2.0127557086010093e-05
Position 328: 2.007464049932333e-05
Position 370: 1.945430276477612e-05
Position 235: 1.84405058499281e-05
Position 185: 1.5252098474560983e-05
Position 1069: 1.4476387727667379e-05
Position 456: 1.4267388665369114e-05
Position 131: 9.454810808567054e-06
Position 550: 7.794445824650668e-06
Position 413: 4.16383356678609e-06
Position 248: 3.6266655953506667e-06
Position 374: 3.2509276674700476e-06
Position 420: 2.9523956854981284e-06
Position 233: 2.688670686196114e-06
Position 203: 5.956638107106854e-07
Position 239: 1.7649793018451489e-07
Position 241: 1.604280349256345e-07
Position 139: 1.1025806441117716e-07
Position 193: 8.653490772998952e-08
