Gene = PUM3
index = 1100
Annotated 5SS: [  197  5816  7062 10211 10885 12991 13280 14468 15567 17169 19525 20461
 24224 32022 32881 33898 36428]
Annotated 3SS: [ 5723  6839 10074 10808 12896 13212 14292 15462 17089 19425 20406 24142
 31878 32657 33809 36336 39777]
SMsplice 5SS: [  197  5030  5816  6513  7062  9944 10211 10885 12991 13280 15567 17169
 19525 20461 32022 33898]
SMsplice 3SS: [ 4904  5723  6392  6839  9848 10074 10808 12896 13212 15462 17089 19425
 20406 31878 33809 39777]
top_k =  500
Partition function (log Z): 10.792203857246166

Sorted 5' Splice Sites (High to Low Probability):
Position 197: 0.9993725342410722
Position 19525: 0.9932655346099222
Position 5816: 0.9676742214128203
Position 12991: 0.9568573610508719
Position 9944: 0.9321031141824103
Position 15567: 0.9157472486236127
Position 20461: 0.9072749264618735
Position 10211: 0.8539643259199858
Position 7062: 0.8049420030388603
Position 6513: 0.7890958882393638
Position 13280: 0.7801688116112201
Position 10885: 0.6552261274285075
Position 17169: 0.6438728136005236
Position 5030: 0.5708666710211503
Position 14221: 0.5115421833696803
Position 17615: 0.3427814574389791
Position 14468: 0.3008719931838915
Position 5034: 0.28142671470308006
Position 11678: 0.25231157523267017
Position 17244: 0.24456330025002124
Position 6727: 0.22919260247263784
Position 5495: 0.22511636396989862
Position 4484: 0.17742792910486244
Position 11862: 0.12623072725446255
Position 13544: 0.12475557523469137
Position 6289: 0.11938522227715292
Position 2603: 0.11615228552813062
Position 19929: 0.11500380114809199
Position 3795: 0.08689383467867752
Position 1990: 0.07844271651864239
Position 23361: 0.07333455586526132
Position 4274: 0.06890274350989903
Position 8089: 0.06035822471173548
Position 6737: 0.05530359916272252
Position 23325: 0.05405998808654252
Position 12564: 0.04603000944657759
Position 13768: 0.04208273310484533
Position 14383: 0.036377017686471044
Position 15499: 0.03564167216519064
Position 7125: 0.028324581433726074
Position 6299: 0.024677579037576485
Position 7178: 0.02467450251386387
Position 2081: 0.02314620490498544
Position 9622: 0.022190887053369416
Position 12153: 0.02118376464681569
Position 20150: 0.020518961579449654
Position 11880: 0.017550536534330283
Position 18529: 0.016739068922920368
Position 15647: 0.016294297941208572
Position 4235: 0.015655322205428413
Position 3248: 0.015303541604170717
Position 13469: 0.015235714085779636
Position 12709: 0.015177307544986293
Position 13594: 0.01379202472714816
Position 15620: 0.013427107771904315
Position 19190: 0.013278912972795516
Position 7863: 0.01227760012059485
Position 5834: 0.01208344021900682
Position 4243: 0.011363242422422705
Position 12949: 0.011059246466799929
Position 15067: 0.010959110501721494
Position 7072: 0.010606235089408035
Position 3037: 0.010489612325155509
Position 9367: 0.010357829074346086
Position 11048: 0.00911181180858444
Position 17636: 0.008067108185063223
Position 4839: 0.007614017419063521
Position 10734: 0.0071845567362123965
Position 20501: 0.006935951113383616
Position 24378: 0.006761141817316551
Position 7161: 0.006224334152773158
Position 10683: 0.00605496123048668
Position 9591: 0.00577416425947167
Position 1240: 0.005402237999916006
Position 16616: 0.004926878534882012
Position 4309: 0.004917143537121213
Position 3204: 0.004836564794201044
Position 12187: 0.004462422859949159
Position 17538: 0.004438062370014551
Position 10428: 0.004423669762761495
Position 2987: 0.004344461564240767
Position 5497: 0.004267808768076334
Position 16305: 0.004201085962765883
Position 5379: 0.004168525440804564
Position 19777: 0.003697510148912704
Position 17860: 0.0036642822473586766
Position 6753: 0.003649709015070405
Position 2010: 0.0034458393941552293
Position 7769: 0.003220562231875465
Position 1673: 0.0032055833554185008
Position 23114: 0.0029611463250651345
Position 10261: 0.0027467687151621696
Position 4509: 0.002733789594218
Position 1142: 0.0027115742425324017
Position 2877: 0.00267569047218054
Position 431: 0.0023631606150929687
Position 9928: 0.002329015009827808
Position 7050: 0.002060638060630058
Position 1214: 0.0018832617711840402
Position 16053: 0.001859378853034259
Position 1464: 0.0018572322201414922
Position 4044: 0.0015157676126360629
Position 24224: 0.0014444436746836127
Position 1134: 0.0011605991068223743
Position 13090: 0.0007742143052637608
Position 15575: 0.0007194121042205935
Position 13231: 0.0006583293868639504
Position 10193: 0.0006136522032758278
Position 6256: 0.000598240275308513
Position 15907: 0.0005415467316947679
Position 19983: 0.0005147454996567973
Position 5461: 0.0005142754654000215
Position 6195: 0.0004950378938572487
Position 10435: 0.0003631397359654822
Position 7717: 0.0003135019242107125
Position 20452: 0.0002587778160936034
Position 1929: 0.00021498101766182127
Position 10235: 0.00018841866054991827
