Gene = PRRT3
index = 1081
Annotated 5SS: [  73 3294 3637]
Annotated 3SS: [2221 3480 4392]
SMsplice 5SS: [  73  253 3637]
SMsplice 3SS: [ 186 3480 4392]
top_k =  500
Partition function (log Z): -2.4991248680556923

Sorted 5' Splice Sites (High to Low Probability):
Position 3637: 0.9843800041656958
Position 73: 0.9536220728545851
Position 253: 0.7521456796572705
Position 3294: 0.5692265640197253
Position 1360: 0.2246417056865222
Position 952: 0.22429546898059388
Position 2303: 0.0719218407935167
Position 415: 0.05835154953970635
Position 1892: 0.02394583917728106
Position 2925: 0.020543975098333618
Position 47: 0.016499095816892087
Position 4269: 0.007459487647218642
Position 2245: 0.006684676603136566
Position 3452: 0.005737816712603542
Position 442: 0.005371046358202059
Position 917: 0.0049959504570058
Position 3525: 0.0044239445662105185
Position 3056: 0.004274824998468219
Position 3164: 0.0031527484867531807
Position 2958: 0.0031232142799923583
Position 1227: 0.0029466026441915794
Position 3298: 0.002787513220610404
Position 3989: 0.0024166666037327544
Position 6033: 0.001796924623666547
Position 3134: 0.0017721445618752892
Position 552: 0.0015838024910771419
Position 2566: 0.0014428124080566268
Position 4306: 0.0013852737508594068
Position 3050: 0.001018111255114988
Position 4659: 0.0009552022639560934
Position 4153: 0.0008544068266116175
Position 3189: 0.0007739008858993934
Position 1247: 0.0007717880034711033
Position 2994: 0.0006660617902242505
Position 3654: 0.0004860663177820708
Position 6232: 0.00039921697246392485
Position 4032: 0.0002909768069461063
Position 4653: 0.00017555553971050815
Position 535: 0.00015961977694779007
Position 568: 0.0001178317375920221
Position 432: 8.76783086299115e-05
Position 1527: 6.702876002400747e-05
Position 1733: 4.739631795892866e-05
Position 374: 4.2255200943373324e-05
Position 566: 3.74882437038819e-05
Position 554: 2.5360418296740962e-05
Position 407: 1.9270343790983295e-05
Position 643: 1.0963266771267184e-05
Position 732: 2.7404452903393005e-06
Position 659: 1.6457561153649712e-06
Position 582: 1.550503025257607e-06
Position 1008: 4.872797960573304e-07
Position 3597: 2.1261573725242347e-07
Position 326: 1.5773371255592923e-07
Position 123: 9.987787903029223e-09
Position 139: 2.6422398119903686e-10
Position 457: 9.958062086813e-14
