Gene = IARS2
index = 671
Annotated 5SS: [  382  2125  6548  8176  8311  8503  8676  9461 11959 13050 16836 20373
 31238 32742 40409 42810 43942 45038 46188 47847 49033 51552]
Annotated 3SS: [ 2001  6387  8026  8260  8392  8584  9344 11788 12958 16683 20211 31134
 32647 40299 42706 43815 44905 46080 47700 48841 51406 53390]
SMsplice 5SS: [  382  1514  1680  2125  6548  8176  8503  8676  9461 11959 13050 16836
 19276 22524 31238 32742 42810 45038 46188 51552]
SMsplice 3SS: [ 1385  1596  2001  6387  8026  8392  8584  9344 11788 12958 16683 19229
 22321 31134 32647 42706 44905 46080 51406 53390]
top_k =  500
Partition function (log Z): 20.230040521854598

Sorted 5' Splice Sites (High to Low Probability):
Position 32742: 0.9999999190223711
Position 2125: 0.9933896238138816
Position 51552: 0.990970042234251
Position 6548: 0.9884515612304398
Position 42810: 0.9879958492735779
Position 22524: 0.9861231048974324
Position 382: 0.961602417949799
Position 8503: 0.9521576935883117
Position 16836: 0.9221799115300864
Position 8176: 0.8797514575456157
Position 45038: 0.8585062026549681
Position 13050: 0.8557772240925982
Position 46188: 0.8353746691828233
Position 1514: 0.8327548356382983
Position 8676: 0.7760526086472033
Position 9461: 0.7376815471154273
Position 19276: 0.7081105808688712
Position 1680: 0.5285172755100396
Position 9669: 0.4985793210250934
Position 11959: 0.47918478011715365
Position 11915: 0.46953116318365895
Position 20373: 0.3492225267923795
Position 2406: 0.3181352738925854
Position 49033: 0.3138319806072822
Position 6019: 0.2098170563757928
Position 8680: 0.19682055043721777
Position 21733: 0.17052641758253845
Position 4342: 0.15856806009283983
Position 6121: 0.14271426783520838
Position 25256: 0.13886495959507328
Position 652: 0.12923746432530092
Position 8329: 0.11985166856543854
Position 8311: 0.11736238212247031
Position 13674: 0.11324808229517207
Position 1080: 0.10151806691164286
Position 13092: 0.09250707055729973
Position 7459: 0.08828004968720474
Position 12338: 0.05627825483966473
Position 9249: 0.04877373320557292
Position 12081: 0.04160531955479696
Position 11439: 0.034458752625400275
Position 4595: 0.031637681192223495
Position 1466: 0.029358524405485104
Position 8924: 0.028291293651427643
Position 6818: 0.026282408821877695
Position 238: 0.023952723387204035
Position 13046: 0.023190052518370346
Position 478: 0.022598972058162567
Position 1661: 0.021209632428069506
Position 21669: 0.017951767161858898
Position 10155: 0.017850456000544145
Position 2730: 0.017765763546650857
Position 9706: 0.0156219843568858
Position 243: 0.015117017980310996
Position 2762: 0.013390098122323118
Position 8130: 0.012196011077640819
Position 53519: 0.012058447152315629
Position 5996: 0.01195572276244967
Position 670: 0.011098722687743165
Position 8201: 0.009543256433383513
Position 13348: 0.00905824297842542
Position 6756: 0.008926551916925147
Position 1551: 0.008579387770960411
Position 42814: 0.0083775640865121
Position 1900: 0.007116112234735536
Position 8166: 0.006903030438133757
Position 719: 0.006845831413755924
Position 4509: 0.006465547853833641
Position 8145: 0.005893031778721157
Position 53629: 0.0053294967514379826
Position 1788: 0.005250691925279743
