Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  500
Partition function (log Z): 7.6818164396035415

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9979648120867356
Position 2192: 0.9033267621725928
Position 2342: 0.8563469196729476
Position 604: 0.8270289883943623
Position 1785: 0.7813565061077378
Position 2055: 0.7448031011864539
Position 2580: 0.6157443846580989
Position 2562: 0.3433340335646101
Position 577: 0.16175596325029815
Position 1895: 0.0659572862730701
Position 1379: 0.05308445324583749
Position 2162: 0.04654720174288113
Position 1360: 0.023910293493291847
Position 1087: 0.018877581236570237
Position 959: 0.013927121064945171
Position 2338: 0.009440970063561404
Position 1459: 0.0072196658768580654
Position 1864: 0.007186571745684619
Position 2206: 0.004343425983713631
Position 741: 0.004002356347552249
Position 1555: 0.0033039605834761236
Position 916: 0.0030478158684075604
Position 1882: 0.0027850024240673545
Position 1794: 0.0019401008129435867
Position 655: 0.0015730513200573467
Position 1401: 0.0013328748726284788
Position 734: 0.0012026680789903755
Position 2566: 0.0008806216821127175
Position 1620: 0.000833526375626217
Position 2256: 0.0007423840501091855
Position 1824: 0.0005152339392393997
Position 572: 0.00047458056762376575
Position 1267: 0.0004410715031650946
Position 1828: 0.00036219365092972155
Position 709: 0.00035968187207171507
Position 265: 0.00033001710013307023
Position 1394: 0.0003107683280192907
Position 21: 0.00030896405957216123
Position 728: 0.00029823795498457403
Position 87: 0.00028772233881811107
Position 1430: 0.00028179416001737243
Position 2849: 0.0002710066787142436
Position 373: 0.0002707564677462874
Position 2029: 0.0002542338560178397
Position 315: 0.00022574948422207297
Position 2748: 0.000224346598178901
Position 856: 0.00016564190050104836
Position 1169: 0.00011383762382820681
Position 1012: 0.00010987985743027291
Position 2253: 7.78801323327567e-05
Position 1183: 6.836416610507808e-05
Position 1600: 6.523536371135492e-05
Position 2860: 6.211855150589963e-05
Position 1440: 5.9574305145251605e-05
Position 304: 5.1570213040213355e-05
Position 1318: 5.0069459357784996e-05
Position 1260: 3.804555481145933e-05
Position 1692: 2.1885465754250466e-05
Position 1299: 2.1482363652378147e-05
Position 2243: 1.1751206032087651e-05
Position 2456: 1.072650639141448e-05
Position 1773: 9.999003827853672e-06
Position 2652: 9.835652872993614e-06
Position 46: 6.774391837178227e-06
Position 1830: 5.52393509345624e-06
Position 1844: 5.4386181801615734e-06
Position 1091: 4.310011845569354e-06
Position 399: 4.2102412834204315e-06
Position 633: 3.133177065730987e-07
Position 81: 2.978729062936796e-07
Position 91: 2.3661269026074887e-07
Position 432: 1.9196279168194974e-07
Position 695: 1.8079417498956736e-07
Position 755: 1.6071685731554424e-07
Position 225: 5.363869864137026e-08
Position 456: 3.626329988055043e-08
Position 34: 3.2361415611261853e-08
Position 2465: 1.0868823252403718e-08
Position 2555: 7.814811731709129e-09
Position 2196: 7.541946421072527e-09
Position 2686: 3.6105549199873227e-09
Position 454: 1.8996727663711682e-09
Position 298: 2.250224419457858e-10
Position 527: 4.037298698040038e-11
Position 597: 1.7449822681888037e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.977194753115845
Position 491: 0.9721839169949286
Position 2444: 0.9466898742534609
Position 2677: 0.8870854575625664
Position 1669: 0.8689431102401587
Position 2271: 0.8488880765447883
Position 1975: 0.3774282138017158
Position 1957: 0.3065091643507239
Position 1213: 0.07206740594644484
Position 2780: 0.020777270950086198
Position 654: 0.019483807190149607
Position 494: 0.017940123860427776
Position 2455: 0.014976641127139773
Position 1881: 0.013737177292630309
Position 2029: 0.013350928623183402
Position 984: 0.01167254256530237
Position 2914: 0.011335017070440087
Position 2680: 0.010936325233778672
Position 2289: 0.009754980488884877
Position 1276: 0.008425406839014729
Position 1554: 0.008243559444054707
Position 2917: 0.007833463133394137
Position 2887: 0.006460189291919438
Position 2972: 0.005916018822677687
Position 942: 0.005904195039205419
Position 1978: 0.005824715426351465
Position 2723: 0.005475353667215487
Position 1501: 0.00527675302010029
Position 2818: 0.004786926194034523
Position 2397: 0.004619275966648086
Position 2256: 0.002712026570036642
Position 2464: 0.002640482002226427
Position 2158: 0.002596461281307367
Position 1999: 0.0023534972924471134
Position 1911: 0.0022742747856489987
Position 1942: 0.002111987099045355
Position 1283: 0.001890029024630539
Position 1784: 0.0018572641880679475
Position 887: 0.0017006824320216854
