Gene = IQCB1
index = 712
Annotated 5SS: [  114   689  6219  6610  9029 26164 27736 35884 37962 39623 45007 46796
 53337 62523]
Annotated 3SS: [  599  6106  6446  8898 26069 27635 35704 37851 39512 44863 46646 53204
 62365 64504]
SMsplice 5SS: [  114  6219  6610  9029 27736 37962 39623 45007 53337]
SMsplice 3SS: [ 6106  6446  8898 27635 37851 39512 44863 53204 62342]
top_k =  500
Partition function (log Z): -22.140424785018265

Sorted 5' Splice Sites (High to Low Probability):
Position 9029: 0.9994791991270718
Position 6219: 0.9947209079173077
Position 114: 0.9590504876881403
Position 17327: 0.6119808221989192
Position 15907: 0.5636866125011126
Position 6610: 0.48364435744471684
Position 16072: 0.4212132222263742
Position 6623: 0.40403622441067694
Position 23264: 0.3174819842512726
Position 6965: 0.2582588105311047
Position 15638: 0.2307605644603851
Position 27736: 0.2277777862773976
Position 15623: 0.17535602068115577
Position 15773: 0.15340753735375964
Position 3254: 0.11743699470981687
Position 22292: 0.1042914484069229
Position 15393: 0.07202948622090845
Position 689: 0.0648932785900533
Position 1594: 0.04385847720649991
Position 5905: 0.04373139094708731
Position 1725: 0.038560837526382584
Position 22277: 0.02696584157197092
Position 898: 0.026608186192209983
Position 17753: 0.025749239023134828
Position 210: 0.01945172169259017
Position 5527: 0.019002588307879043
Position 831: 0.01650730082774719
Position 5702: 0.0139591451797756
Position 11730: 0.011981005410018803
Position 80: 0.011849576801321244
Position 1782: 0.009534525710518087
Position 1293: 0.00811702103738029
Position 4333: 0.007562113720053244
Position 16092: 0.007304912239880194
Position 8439: 0.006960178795366625
Position 5233: 0.006527376647305632
Position 950: 0.006477883092861566
Position 5860: 0.005994838370320567
Position 7011: 0.005900630180972599
Position 18789: 0.005719554335050358
Position 5133: 0.004898338956116362
Position 5357: 0.0048235392006009785
Position 17152: 0.004592956350576913
Position 11395: 0.003539346485924536
Position 3435: 0.0025412946689646163
Position 818: 0.0024872001013575237
Position 16413: 0.002456642590233209
Position 1497: 0.0023822160090108614
Position 1771: 0.0021917658575903694
Position 16404: 0.0020103834556273762
Position 1075: 0.0018414022219675544
Position 5900: 0.0018027888590493614
Position 3109: 0.0017667258929436843
Position 8448: 0.001738720209681504
Position 4282: 0.001453565193020779
Position 3478: 0.0014471682537190286
Position 7843: 0.0014254731848537456
Position 5135: 0.0013399800257878536
Position 2711: 0.0012749017092044557
Position 7856: 0.0010813954608426411
Position 6132: 0.0010489810177592108
Position 6825: 0.0007788146273997352
Position 7196: 0.0007510679293422854
Position 7494: 0.00043921219199471296
Position 6719: 0.0004102223771017613
Position 128: 0.00035037218630787586
Position 291: 0.00034896957548392795
Position 6277: 0.00022393456594630484
Position 267: 0.00020526246457766285
Position 692: 9.255211508334813e-05
Position 673: 8.238255489991477e-05
Position 335: 7.546830197668455e-05
Position 6211: 4.7761779535804694e-05
Position 427: 4.0713650648728426e-05
Position 10486: 2.4912733924366628e-05
Position 256: 2.3463548962743348e-05
Position 198: 1.735978430542862e-05
Position 9335: 1.4650102985936236e-05
Position 638: 1.2323302217625376e-05
Position 11564: 1.1191433371880306e-05
Position 748: 1.0701568300680569e-05
Position 9789: 8.983192064316039e-06
Position 1194: 7.378775073892485e-06
Position 395: 6.8483986598655845e-06
Position 57: 6.306341892532868e-06
Position 1418: 5.39044584364346e-06
Position 9390: 5.0491853064787665e-06
Position 998: 4.432440521985091e-06
Position 11335: 4.264280280539643e-06
Position 60: 3.4042291702257547e-06
Position 67: 3.3738540105120562e-06
Position 973: 3.2797027306422903e-06
Position 902: 3.1955518554892423e-06
Position 365: 3.147159681112667e-06
Position 10214: 2.8016117014080594e-06
Position 10176: 2.518172985584907e-06
Position 131: 2.1287222734882534e-06
Position 10785: 1.919835525164469e-06
Position 930: 1.5758521780401877e-06
Position 7709: 1.422972809636044e-06
Position 496: 6.630178973374174e-07
Position 615: 5.190437301448551e-07
Position 461: 4.423317523265517e-07
Position 351: 4.2060781050644947e-07
Position 449: 2.993722816993425e-07
Position 471: 1.825609326014666e-07
Position 298: 1.0767187609880608e-07
Position 418: 7.927034526101458e-08
Position 296: 6.890079725869856e-08
Position 494: 5.3494712970388696e-08
Position 6647: 4.031669586965867e-08
Position 6570: 3.736406038691782e-08
Position 794: 3.1073877365530426e-08
Position 805: 3.08327106389351e-08
Position 88: 1.3800119509352391e-11
Position 499: 1.5015390248425383e-12
Position 21: 9.021053840860072e-13
Position 468: 1.9598662057780115e-14
Position 316: 1.0575048140487063e-14
Position 269: 5.9380370030839266e-15
Position 318: 2.7980180621251447e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8898: 0.9977661456928743
Position 6106: 0.9917653612756018
Position 6446: 0.8126543167202804
Position 17250: 0.601322653893672
Position 15550: 0.5889265277276009
Position 15848: 0.482485973791352
Position 22909: 0.4395632597309951
Position 16023: 0.41791806248506347
Position 27635: 0.4166690996349356
Position 6778: 0.18733971831732524
Position 22894: 0.1771377828253491
Position 29604: 0.1515548852254811
Position 22204: 0.14337707675754097
Position 1482: 0.08752396407541999
Position 3144: 0.07891512390635375
Position 17061: 0.07813933248585914
Position 27943: 0.07622290105191594
Position 599: 0.06913397413420354
Position 15296: 0.06853078738173192
Position 27302: 0.05670724840475522
Position 15669: 0.051117647389663075
Position 6811: 0.04567892763744582
Position 17666: 0.04040909894607216
Position 5781: 0.03607714491110278
Position 6470: 0.032129478082013545
Position 6546: 0.02898136506458305
Position 18593: 0.024772647950261233
Position 23332: 0.021232315205785397
Position 817: 0.01998738615413976
Position 6885: 0.01848223518513415
Position 3065: 0.018207138702326948
Position 15560: 0.018172562058795097
Position 11673: 0.01747685792398373
Position 18213: 0.017104045109518195
Position 5415: 0.013463882771245335
Position 21996: 0.011592533472214277
Position 4882: 0.01157123792400064
Position 3024: 0.011113968396316643
Position 19500: 0.009531215415283815
Position 6722: 0.008796816457356669
Position 5614: 0.008748488916774615
Position 6364: 0.008407398473862675
Position 4209: 0.007855435555523944
Position 5382: 0.00757162576022688
Position 18932: 0.007553776460146837
Position 5761: 0.00734723425377571
Position 3207: 0.006828157967593551
Position 477: 0.006740362869076991
Position 20591: 0.006439854278701019
Position 16473: 0.006289822466921742
Position 22429: 0.006287381964848427
Position 16298: 0.006177880813823032
Position 5801: 0.005888310676925605
Position 5301: 0.004794576872898311
Position 8360: 0.004747120825425231
Position 873: 0.00431375143726979
Position 3153: 0.004279348530010439
Position 1637: 0.0038656980339804325
Position 1124: 0.0037397287011083713
Position 15119: 0.003498698839176531
Position 11317: 0.0032956405027320967
Position 6568: 0.0032922868819221978
Position 6050: 0.003192280239273436
Position 753: 0.0030339156066513584
Position 6858: 0.0027171765808186497
Position 829: 0.0026258486091979326
Position 5814: 0.0025557903085862664
Position 16717: 0.0025465367753929858
Position 5526: 0.002488892876476207
Position 6310: 0.002488407953156344
Position 15392: 0.0023992050350519186
Position 7822: 0.002237606514317825
Position 1317: 0.00199409043780466
Position 3324: 0.0019821243163845757
Position 1214: 0.0019453148470459692
Position 4951: 0.0019122631958434322
Position 8271: 0.001895463755509158
Position 18397: 0.0018200098275957808
Position 455: 0.0018098779812715782
Position 1597: 0.0017335056384826686
Position 17932: 0.0016317380179252283
Position 776: 0.0013449964211653682
Position 8394: 0.0012750726458670295
Position 19107: 0.0012048846295808976
Position 1034: 0.0011798579140328885
Position 4221: 0.0011506605975014266
Position 17827: 0.0011059215594442886
Position 1278: 0.00105529123315634
Position 1511: 0.0009929884425233047
Position 8746: 0.0009772922946621359
Position 3253: 0.0008265340116062488
Position 8826: 0.0008244603694813493
Position 18704: 0.0008117487430709124
Position 949: 0.0007945666316037663
Position 8348: 0.0007812417782467121
Position 16819: 0.0007716336975340745
Position 18557: 0.0007611307453246319
Position 18444: 0.0007507497476887002
Position 11228: 0.0007375980061846255
Position 16506: 0.0007169779960316514
Position 6158: 0.0006438661782588998
Position 2486: 0.0006408374193887643
Position 6821: 0.0006125779713321397
Position 6474: 0.0005746251662867809
Position 11635: 0.0004884717264856367
Position 7361: 0.0004392121919947131
Position 2387: 0.0004248584387986246
Position 901: 0.00042113514794071876
Position 3080: 0.00040636792276000397
Position 10630: 0.0003722012795735134
Position 3359: 0.0003430511401319607
Position 6700: 0.00033185035643546265
Position 6897: 0.00031044573759122937
Position 7098: 0.0003094983885299409
Position 7074: 0.00030702387020297415
Position 3302: 0.00028278656550954917
Position 7678: 0.00026926213137856475
Position 9654: 0.00026621678827161313
Position 402: 0.00026377208366716034
Position 10267: 0.0002488373041733945
Position 2621: 0.00020920585101706583
Position 16884: 0.0001941510285257601
Position 1681: 0.0001798234046427273
Position 9233: 0.00016492824303206632
Position 779: 0.00016053662332217686
Position 12240: 0.00015417881805138188
Position 16403: 0.00015399804227971754
Position 10719: 0.00015357668409318208
Position 6946: 0.00015287432743887365
Position 11524: 0.00014813962647526957
Position 5938: 0.00012382589261906808
Position 457: 0.00012032797888346786
Position 11702: 0.00011988174069853656
Position 13667: 0.00010805819698313224
Position 9611: 0.00010446984059053086
Position 11890: 0.0001038410121833017
Position 13560: 7.457598768107658e-05
Position 12509: 7.250750993766869e-05
Position 12565: 6.597329081289586e-05
Position 12651: 5.87498117013223e-05
Position 6411: 5.8622660843422826e-05
Position 6332: 5.702577445502009e-05
Position 6394: 5.670111010143748e-05
Position 10339: 4.9596670927342564e-05
Position 9155: 4.824356505260068e-05
Position 12218: 4.730011525146962e-05
Position 11381: 4.225780865322606e-05
Position 10518: 4.004260946239458e-05
Position 11254: 2.7635673418380316e-05
Position 10749: 2.5078109201800207e-05
Position 11129: 2.4198931534280852e-05
Position 259: 2.3610557600443502e-05
Position 9753: 2.359389698580301e-05
Position 10048: 2.3443082648964145e-05
Position 9517: 2.026439892895505e-05
Position 10485: 1.9113587461078526e-05
Position 6551: 1.798526638372359e-05
Position 9756: 1.763628605259382e-05
Position 1161: 1.6824114137391653e-05
Position 1245: 1.410702829031134e-05
Position 9425: 1.2601658642974633e-05
Position 9347: 1.219882267798001e-05
Position 976: 1.194610587312423e-05
Position 1761: 1.1145359596307528e-05
Position 801: 1.0780237530076163e-05
Position 1050: 9.400466984381347e-06
Position 545: 9.054414503483417e-06
Position 1683: 8.67518531479004e-06
Position 10609: 8.436379200270563e-06
Position 11351: 8.116006647265505e-06
Position 1168: 7.902612987967968e-06
Position 6592: 7.531194543332451e-06
Position 687: 7.499504157465417e-06
Position 1578: 7.066269357489243e-06
Position 3087: 6.080972538748977e-06
Position 6312: 5.197328811155716e-06
Position 4148: 5.119519998786661e-06
Position 1418: 4.5822209561580955e-06
Position 9264: 4.4912825134513475e-06
