Gene = EQTN
index = 503
Annotated 5SS: [  160   527  2824  4739  6121  7468 10931]
Annotated 3SS: [  400  2736  4651  6075  7407 10776 12166]
SMsplice 5SS: [  280   527  2824  4917  6121  7468 10931]
SMsplice 3SS: [  400  2736  4651  6075  7407 10776 12166]
top_k =  500
Partition function (log Z): -0.5761009886424686

Sorted 5' Splice Sites (High to Low Probability):
Position 10931: 0.936787226306395
Position 7468: 0.8855495916873355
Position 2824: 0.7532801172872238
Position 6121: 0.7168985921053792
Position 527: 0.7125574415579211
Position 4917: 0.48570644145525943
Position 280: 0.44856368565125065
Position 5360: 0.3408778471865899
Position 4739: 0.283793260895504
Position 160: 0.18947785504208295
Position 5884: 0.17281492395359907
Position 196: 0.10298844745727957
Position 229: 0.08500172561767104
Position 6274: 0.07888126428665168
Position 7932: 0.06060612122284999
Position 8652: 0.053208756743050846
Position 6139: 0.044903918750600146
Position 11537: 0.028185626997308998
Position 1919: 0.021466747525105724
Position 10380: 0.020179387254612813
Position 3672: 0.011822900154643491
Position 8799: 0.01115194279570627
Position 6598: 0.010997793818075093
Position 5661: 0.01049646602602214
Position 2377: 0.008732723953059978
Position 192: 0.008351679440273416
Position 1099: 0.008053801536923455
Position 4891: 0.007763234737515006
Position 8855: 0.00697949886401703
Position 2681: 0.006670717189411635
Position 3269: 0.005765043890707513
Position 1568: 0.005516568850629858
Position 2026: 0.0052951889767637785
Position 1999: 0.005197559673745316
Position 7628: 0.005054951785741391
Position 4905: 0.0038934039240321335
Position 8658: 0.0037673338994149907
Position 751: 0.003650613111906414
Position 4758: 0.003233070388027407
Position 5373: 0.0032186244621691625
Position 10003: 0.0031740658717211295
Position 8371: 0.0031338597800672024
Position 380: 0.003037859372625107
Position 5946: 0.0029865534271980884
Position 12241: 0.0025329741775725117
Position 12292: 0.0023002109836615637
Position 42: 0.0021096457766280785
Position 9773: 0.0019262530627731076
Position 11962: 0.0017448416284360914
Position 2068: 0.0016164697337949395
Position 1932: 0.001598824966211615
Position 11318: 0.0010221216764322756
Position 8715: 0.0009338199577079683
Position 6507: 0.0009025681038847267
Position 2784: 0.0008518614408889783
Position 3943: 0.000703355050249036
Position 2852: 0.0005900417995224727
Position 4785: 0.0005114487599462485
Position 11797: 0.0004642280474911985
Position 3390: 0.00040684400499029893
Position 540: 0.00040119203836898613
Position 5121: 0.0003319522881967096
Position 814: 0.00031565119107509636
Position 3077: 0.00027799229107705137
Position 3361: 0.00023995122585155295
Position 1645: 0.00017425167689067065
Position 332: 1.8502218883008642e-05
Position 349: 1.3331090758099749e-05
Position 133: 1.1746771582486412e-05
Position 268: 8.465213317472386e-06
Position 631: 4.881239081338827e-06
Position 1133: 3.329847490246525e-06
Position 1633: 2.588035086629309e-06
Position 552: 2.1958290007842487e-06
Position 1385: 1.782574609504381e-06
Position 98: 1.0567195616963709e-06
Position 318: 7.673344501632997e-07
Position 757: 6.163455336402033e-07
Position 564: 4.7466461523158664e-07
Position 239: 1.5216325227161085e-07
Position 233: 1.467351746757348e-07
Position 946: 1.457646210055853e-07
Position 690: 1.2841080171814187e-07
Position 117: 1.1585789358934085e-07
Position 914: 1.1194720077820374e-07
Position 1551: 8.990518327940868e-08
Position 284: 6.838612393446853e-08
Position 412: 6.675695146744916e-08
Position 531: 5.145031391304983e-08
Position 382: 3.461311788115781e-08
Position 620: 1.7984277623977888e-08
Position 588: 1.634167517699484e-08
Position 577: 1.501371346443626e-08
Position 384: 1.4043092849408104e-08
Position 433: 1.3312085178194549e-08
Position 650: 1.0039674742698787e-09
Position 819: 5.623176413411359e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10776: 0.9392103501137588
Position 7407: 0.8858406981671397
Position 6075: 0.841939886978637
Position 12166: 0.8418006091776784
Position 4651: 0.7898406359541741
Position 2736: 0.6337830792914347
Position 400: 0.399661220021834
Position 5273: 0.19771573249245186
Position 5764: 0.1679164981597612
Position 430: 0.11790617082999041
Position 2598: 0.06675959558278792
Position 2643: 0.05975054744995663
Position 5212: 0.05635938983304207
Position 8581: 0.054243531703038264
Position 5159: 0.039484884130560644
Position 7773: 0.038320776525524555
Position 11401: 0.03566731133604591
Position 11000: 0.025790194557209104
Position 11003: 0.024073865236815057
Position 1877: 0.023891596199983312
Position 5125: 0.019532801662918077
Position 5256: 0.019235438116212027
Position 10304: 0.015919740633549243
Position 444: 0.01553415695669577
Position 12369: 0.015297757898283639
Position 11268: 0.014512446968555243
Position 290: 0.01443040490251712
