Gene = TSTD1
index = 1500
Annotated 5SS: [ 111  440 1078]
Annotated 3SS: [ 316  914 1163]
SMsplice 5SS: [ 111  440 1078]
SMsplice 3SS: [ 316  834 1163]
top_k =  500
Partition function (log Z): -2.6798749856399637

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.884283237781155
Position 1078: 0.8090808159545366
Position 440: 0.7769018468664262
Position 246: 0.10433466681258632
Position 466: 0.039857198773775714
Position 1088: 0.03117970313760662
Position 492: 0.004677548033125025
Position 796: 0.0020815866079451984
Position 916: 0.0018618543141520469
Position 447: 0.0012439358534726739
Position 1017: 0.001119428899713723
Position 382: 0.0011189746442303644
Position 483: 0.0007180191612958631
Position 764: 0.000691654004391417
Position 583: 0.00042491399740586424
Position 148: 0.0003479409058801004
Position 139: 0.00027842235100323853
Position 761: 0.00026248203990114724
Position 157: 0.00016627204998764314
Position 768: 0.0001632644751776105
Position 790: 0.00013279390877768253
Position 930: 0.00010501710212543479
Position 922: 0.00010432386687362389
Position 1211: 3.660131854456058e-05
Position 914: 3.617728863935517e-05
Position 469: 2.9406453044565804e-05
Position 1062: 2.9031581682400523e-05
Position 549: 2.7203646570641378e-05
Position 1197: 2.3452048122475492e-05
Position 86: 1.8969957695109086e-05
Position 325: 9.792946067350796e-06
Position 209: 7.538806750945621e-06
Position 175: 7.278613416263855e-06
Position 1108: 5.684351562985432e-06
Position 180: 4.943330758223364e-06
Position 634: 3.3758922491954726e-06
Position 744: 2.2302522154308302e-06
Position 9: 2.064802923216329e-06
Position 806: 1.3774829292223823e-06
Position 1090: 1.3550120483058113e-06
Position 268: 3.5300291211998907e-07
Position 215: 1.2411303756834933e-08
Position 37: 9.76445629396784e-09
Position 198: 3.160698474360648e-09
Position 165: 2.2089300629276958e-09
Position 344: 1.2817209303186713e-09
Position 299: 4.933269792162171e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1163: 0.9198942699778523
Position 316: 0.721101240782058
Position 834: 0.5856557979802441
Position 914: 0.2831164027714099
Position 355: 0.06980517403029654
Position 1021: 0.03667654163678626
Position 295: 0.019338431494373757
Position 278: 0.007313390443207968
Position 850: 0.0037498845371747714
Position 961: 0.0026723500091977628
Position 586: 0.0020994516442185943
Position 982: 0.001993035699371757
Position 634: 0.0014360524959253697
Position 940: 0.0012222164300903793
Position 735: 0.0010934114615717295
Position 570: 0.0008451377415027283
Position 245: 0.0007760421129885041
Position 856: 0.0006487661212981489
Position 841: 0.000569574443339876
Position 870: 0.0003583685107031311
Position 1316: 0.0002745589759969882
Position 518: 0.0001991873603481139
Position 577: 9.073267227822214e-05
Position 1137: 9.038348545348978e-05
Position 1273: 4.719353360956927e-05
Position 979: 3.706315181968841e-05
Position 946: 3.2462401378771164e-05
Position 950: 3.15340737333648e-05
Position 988: 2.848856065738513e-05
Position 1042: 2.4493255008061902e-05
Position 590: 2.3714327101548247e-05
Position 1030: 2.103216554339346e-05
Position 233: 1.7384314973867038e-05
Position 193: 9.920258380619719e-06
Position 799: 8.923827216670177e-06
Position 1333: 8.24587576239335e-06
Position 1190: 7.617510782196464e-06
Position 928: 7.503709949851499e-06
Position 566: 6.7858228325068765e-06
Position 1051: 6.290807924875588e-06
Position 740: 5.7952341719175344e-06
Position 399: 5.402952588971926e-06
Position 922: 4.5416526566831095e-06
Position 1183: 4.458769088406822e-06
Position 445: 4.232705143705949e-06
Position 761: 3.6583030302183324e-06
Position 406: 2.6588963586663115e-06
Position 421: 1.9113107021423306e-06
Position 643: 1.908782040250952e-06
Position 640: 1.8804611875599338e-06
Position 206: 1.5646511961958004e-06
Position 1100: 1.5240282996812533e-06
Position 396: 1.2298646949105211e-06
Position 250: 1.0288475651002166e-06
Position 708: 5.903910881226325e-07
Position 1345: 3.604120697667249e-07
Position 533: 3.2584987918635673e-07
Position 647: 2.9279463861143603e-07
Position 175: 2.475574460782895e-07
Position 188: 8.146584651355817e-08
Position 162: 1.327471751880547e-08
Position 171: 1.89096705034057e-09
Position 78: 4.0721390343778515e-10
Position 110: 1.9446527164529556e-10
Position 477: 3.549180247820231e-11
Position 465: 1.022233631197984e-11
Position 488: 4.288187287199024e-12
Position 479: 1.8120758970484214e-13
Position 452: 1.183644355032147e-13
