Gene = MIOS
index = 846
Annotated 5SS: [  201   817  1252  6898  7325 16501 18934 21692 22692 28261 29590 39200]
Annotated 3SS: [  734  1153  5563  7225 16245 18763 21625 22532 28107 29384 39069 40123]
SMsplice 5SS: [  201   817  1252  6806  7325 16501 18934 22692 28261 29590 39200]
SMsplice 3SS: [  734  1153  6667  7073 16245 18763 22532 28107 29384 39069 40123]
top_k =  500
Partition function (log Z): 3.6305083508533693

Sorted 5' Splice Sites (High to Low Probability):
Position 817: 0.9973046746442386
Position 29590: 0.972362198528573
Position 1252: 0.9692356058959442
Position 16501: 0.9462111858889732
Position 28261: 0.9446738597530138
Position 7325: 0.9246594277267715
Position 18934: 0.8990378086435401
Position 39200: 0.8849885040438576
Position 22692: 0.8199545694376653
Position 6806: 0.5662825194778695
Position 201: 0.5223462129727463
Position 9925: 0.47981668920550846
Position 9737: 0.4515004279557513
Position 15948: 0.44639859577736307
Position 613: 0.41499533034610087
Position 37160: 0.3653219553047725
Position 35980: 0.2930524497233571
Position 8250: 0.2806860072914848
Position 21814: 0.2607324163473122
Position 24941: 0.2567315565356456
Position 28910: 0.13426944585444459
Position 39390: 0.13409522510861535
Position 9163: 0.12324629870869522
Position 40010: 0.1156231250921365
Position 30042: 0.11344933215556195
Position 39784: 0.10309282040993709
Position 31716: 0.09737358982334682
Position 21692: 0.08895792084684229
Position 29172: 0.07659386209897279
Position 29219: 0.06299059170567352
Position 6964: 0.062065439864198546
Position 29789: 0.059686650525829804
Position 28706: 0.04502986137706042
Position 2520: 0.04356313626966254
Position 28588: 0.04267299686991661
Position 28226: 0.039579807631825614
Position 500: 0.034501105131892605
Position 31900: 0.02504344412067847
Position 29208: 0.02329761926585247
Position 40265: 0.02274483155457972
Position 18665: 0.020753627365401546
Position 29166: 0.0189010930823466
Position 28500: 0.01766408126195393
Position 35986: 0.016248293750382243
Position 18108: 0.014916501915872538
Position 205: 0.013326746394895072
Position 219: 0.00916811856932426
Position 2630: 0.008980486206161958
Position 6935: 0.0074397405138030915
Position 6828: 0.007213735482548143
Position 5283: 0.006983151135719935
Position 325: 0.006457035625760829
Position 39401: 0.00641055329371084
Position 4539: 0.006390228379564612
Position 29542: 0.006296036194946014
Position 32736: 0.0051689477538364535
Position 10466: 0.004951131363003604
Position 4216: 0.004781709048766676
Position 5509: 0.003107117545868174
Position 28856: 0.002948623207508192
Position 29475: 0.0017589867575579074
Position 826: 0.001380090137824748
Position 7845: 0.0013264678856607336
Position 89: 0.0012608969320836224
Position 29195: 0.0010758594343734521
Position 1229: 0.0009459066326904343
Position 29094: 0.0007134973284720312
Position 639: 0.000525429145136452
Position 570: 0.0004651854396320542
Position 175: 0.0002972171133031136
Position 982: 0.0002749969273542454
Position 320: 0.00026220259110091947
Position 57: 0.00021897348117752972
Position 2062: 0.00015606726280925255
Position 65: 0.00014999346502710839
Position 2016: 0.00011782223888428224
Position 804: 9.497019104372413e-05
Position 2292: 7.981595681074203e-05
Position 850: 6.516913294757103e-05
Position 1368: 6.181689097323423e-05
Position 698: 5.4256024224587326e-05
Position 2363: 5.014756122724798e-05
Position 127: 4.2737216822779946e-05
Position 874: 4.114710833968463e-05
Position 458: 4.1014250767341067e-05
Position 1273: 4.0822094972130356e-05
Position 853: 3.264580188795695e-05
Position 154: 3.103309673661805e-05
Position 1565: 2.727951891331807e-05
Position 2358: 2.393554512477512e-05
Position 965: 2.367098464765763e-05
Position 69: 1.9898886741545153e-05
Position 277: 1.8199871987620327e-05
Position 225: 1.7147861356747505e-05
Position 62: 1.6478971086876222e-05
Position 293: 1.6340573219180024e-05
Position 54: 1.3844514207617775e-05
Position 2007: 1.1718373635164534e-05
Position 969: 9.676925119381663e-06
Position 865: 8.444844369825543e-06
Position 51: 6.811133892154803e-06
Position 554: 5.324565203868366e-06
Position 1058: 5.023490727005301e-06
Position 939: 4.77341949793128e-06
Position 907: 4.693441376009991e-06
Position 393: 4.512932442900675e-06
Position 517: 4.244475675777561e-06
Position 877: 3.604738704463204e-06
Position 83: 2.46367185501638e-06
Position 928: 2.3546239618850057e-06
Position 561: 2.2669999234667803e-06
Position 1034: 2.1404722018692086e-06
Position 779: 1.845289636331737e-06
Position 605: 1.6321450610401139e-06
Position 677: 1.1192213689604748e-06
Position 156: 9.450961793093558e-07
Position 887: 7.164406524401952e-07
Position 1042: 6.531252523077472e-07
Position 80: 2.97660418440337e-07
Position 1173: 1.4030028897359657e-09
Position 1608: 1.2965238522145345e-09
Position 310: 5.278073605009215e-12
Position 470: 4.9708002967897706e-14
Position 40: 1.498378729393418e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 29384: 0.9986561482540403
Position 28107: 0.9767467502418201
Position 1153: 0.9516818500866607
Position 39069: 0.9506354321152961
Position 16245: 0.9462111858889733
Position 40123: 0.9284211783758988
Position 18763: 0.8401831808855984
Position 22532: 0.6909357457269313
Position 734: 0.6850922689704161
Position 7073: 0.5633854404740177
Position 6667: 0.5471274689655796
Position 9582: 0.46865948193224927
Position 21625: 0.34969033719415443
Position 37040: 0.32881528226284423
Position 35836: 0.3125845945723348
Position 15757: 0.3120702323351673
Position 697: 0.2910029268975545
Position 9833: 0.2431466436359001
Position 9849: 0.2195109915931104
Position 7203: 0.21155787506762236
Position 28997: 0.1806299572807596
Position 24840: 0.15717530047573688
Position 39871: 0.14761407512870472
Position 8146: 0.13620972537960502
Position 7233: 0.13506656086949065
Position 15799: 0.13432836344219565
Position 28799: 0.1300951544673647
Position 22446: 0.12901882371073412
Position 28380: 0.11052380459357644
Position 29944: 0.09750772718194067
Position 8040: 0.08263929595449387
Position 39285: 0.07993789822370413
Position 39677: 0.07524452738710297
Position 24813: 0.07458806432256915
Position 31674: 0.06370395949433454
Position 6762: 0.0603487790180937
Position 18742: 0.058542091599852276
Position 9030: 0.04964408082591254
Position 36905: 0.03716538897363725
Position 8079: 0.03454729329565659
Position 9055: 0.03391001786245952
