Gene = LMLN
index = 787
Annotated 5SS: [  241 14275 14873 15912 16516 20305 23849 25691 30477 36083 39143 59186
 61406 64589 75844]
Annotated 3SS: [14176 14841 15828 16397 20125 23742 25595 30358 35974 39065 59052 61245
 64457 75632 78366]
SMsplice 5SS: [  241 14275 15398 20305 23849 30477 36083 39143 42926 59186 61406 64589
 75844]
SMsplice 3SS: [14176 15125 20125 23742 30358 35974 39065 42814 59052 61245 64457 75632
 78366]
top_k =  500
Partition function (log Z): -22.681708791595135

Sorted 5' Splice Sites (High to Low Probability):
Position 14275: 1.0000000000000069
Position 39143: 0.9946447276095843
Position 36083: 0.9514504871871444
Position 42926: 0.8810281475477515
Position 20305: 0.8094712936740432
Position 23849: 0.7947794702810285
Position 30477: 0.7720419343387395
Position 15398: 0.7338978997680641
Position 241: 0.6113479500644778
Position 41816: 0.5138092998701285
Position 25874: 0.48478181748670196
Position 15912: 0.4076493389429032
Position 15988: 0.34483368396268455
Position 120: 0.31296675196092566
Position 14873: 0.2767875248538101
Position 16446: 0.26777428788856744
Position 6870: 0.2648460245909497
Position 25691: 0.26114137427507983
Position 42055: 0.25931298635130573
Position 14569: 0.1956600530697946
Position 2321: 0.16536631606065988
Position 7212: 0.16174357494812786
Position 30459: 0.15462064827903363
Position 38472: 0.13438634333645297
Position 23604: 0.12437228806019819
Position 25509: 0.12336173906889461
Position 35090: 0.08761084502483649
Position 14605: 0.07445653267621283
Position 16516: 0.056014297412533005
Position 23834: 0.05387481443306657
Position 42210: 0.049230018580098504
Position 46191: 0.04585214160677152
Position 36073: 0.04251136882053928
Position 11597: 0.04165908943542519
Position 23534: 0.04135847794403068
Position 20148: 0.03190500506365174
Position 38659: 0.02870849251960516
Position 38501: 0.0264965899605286
Position 38899: 0.026495666223331736
Position 22169: 0.021629132441550403
Position 40921: 0.015575632678677056
Position 570: 0.014659392671296682
Position 25: 0.013384612915862756
Position 43365: 0.013013694472012118
Position 14690: 0.011438178126019324
Position 16678: 0.011357288254776058
Position 22481: 0.01111752700945914
Position 276: 0.011010239069447179
Position 39836: 0.009690309732923402
Position 16044: 0.009059246675581297
Position 1043: 0.008084194810434613
Position 22421: 0.006873914255679816
Position 126: 0.006540254719220225
Position 15018: 0.006315276024319687
Position 130: 0.005143299909069422
Position 70: 0.004376561691751566
Position 1207: 0.004357591492176926
Position 41168: 0.0039083312752074
Position 23899: 0.0034977261278283205
Position 325: 0.002808410585285469
Position 526: 0.0026719755055155457
Position 2910: 0.002501356561292021
Position 46320: 0.0021557574249655236
Position 45076: 0.001996717803580725
Position 44608: 0.0018751306647992539
Position 43572: 0.0018658500853854212
Position 44556: 0.0018654350864132116
Position 44712: 0.001858403745745066
Position 44660: 0.001858403745745061
Position 44504: 0.00179393475042584
Position 40204: 0.0017478409550274634
Position 747: 0.001672468535299725
Position 1632: 0.0015742372328741545
Position 6876: 0.0015095231355533108
Position 4342: 0.0013645943903149939
Position 1248: 0.00132505541360357
Position 2932: 0.0011032053104782775
Position 4666: 0.0009704740779400439
Position 2325: 0.0008520228455930115
Position 622: 0.0007543817066330232
Position 574: 0.0007194165257801884
Position 711: 0.0005316902187768252
Position 1088: 0.00046100948491602396
Position 301: 0.0003124568998509154
Position 105: 0.0002496756332919836
Position 40600: 0.0002318250792065465
Position 965: 0.0002062371885960011
Position 618: 0.00020001556932437465
Position 999: 2.1030150001094034e-06
Position 1028: 1.964153484631611e-06
Position 669: 1.0179967746536077e-06
Position 444: 6.37582144404432e-07
Position 416: 5.236212065343914e-07
Position 74: 5.16097415503977e-07
Position 433: 3.1603683764658713e-07
Position 124: 1.5604317423875303e-07
Position 409: 1.3385802110900023e-07
Position 187: 7.633283059696061e-08
Position 562: 3.8783879389409974e-08
Position 550: 2.8486384779803692e-08
Position 150: 2.6638875059421956e-08
Position 311: 1.3271905636895529e-08

