Gene = ATP5J2
index = 112
Annotated 5SS: [  33 6076 7015]
Annotated 3SS: [5967 6897 7805]
SMsplice 5SS: [  51 6183]
SMsplice 3SS: [5967 6897]
top_k =  500
Partition function (log Z): -4.138059018507899

Sorted 5' Splice Sites (High to Low Probability):
Position 51: 0.795549816154115
Position 6183: 0.49241206488072115
Position 6076: 0.44754957895463626
Position 5312: 0.41796821778162424
Position 7015: 0.38808856989388624
Position 33: 0.19524764964459193
Position 3044: 0.15138004067653396
Position 6671: 0.1379102759755237
Position 578: 0.08530293055425676
Position 2288: 0.05900275557591275
Position 514: 0.05398226605939264
Position 5588: 0.04659827741670493
Position 480: 0.03562347840177627
Position 2035: 0.030368482678492625
Position 4193: 0.02843524198502474
Position 6692: 0.023831452764159156
Position 7247: 0.016983467506990306
Position 4926: 0.0117234129459288
Position 475: 0.011443875855995229
Position 6307: 0.01099616266201935
Position 245: 0.010973991827934295
Position 4124: 0.008110235259801582
Position 6097: 0.006645069314866973
Position 5433: 0.0057528902041450595
Position 5370: 0.005555103789186883
Position 2163: 0.005405968021437458
Position 5076: 0.005115534234083141
Position 7617: 0.004398947629936568
Position 5746: 0.003468365547168991
Position 555: 0.0032283665328862537
Position 2511: 0.003049895536521946
Position 5339: 0.0029169769693297926
Position 528: 0.002637627129779411
Position 2895: 0.0026070627910705895
Position 2646: 0.002434181305456051
Position 1419: 0.002371665830739452
Position 5260: 0.0020292526723715643
Position 3070: 0.0020205673370565615
Position 7176: 0.0020172821783639248
Position 6093: 0.0017130158850838858
Position 2954: 0.0016862419205263286
Position 2181: 0.001236165113221177
Position 3067: 0.0011914379588537035
Position 7610: 0.0011722909267911804
Position 5742: 0.001072523677303091
Position 1162: 0.0010174675946888995
Position 6963: 0.00081985929345759
Position 259: 0.0007869228952870555
Position 5236: 0.0007521065526102745
Position 856: 0.0005443591643254724
Position 7630: 0.0004506177789405899
Position 641: 0.0004145911007718387
Position 2230: 0.00038207236797270624
Position 7413: 0.00037519842450214257
Position 3464: 0.00032647807065671854
Position 7431: 0.00021947323223663244
Position 1463: 0.00018012860725767315
Position 6454: 0.00016603282939238573
Position 25: 0.00015451328978650466
Position 6908: 0.00012480811020324197
Position 538: 9.433006030541249e-05
Position 7064: 8.773003186331497e-05
Position 6660: 3.9352525473051396e-05
Position 29: 2.7369869581134454e-05
Position 39: 1.75722242332163e-05
Position 91: 1.3328992352283842e-05
Position 98: 5.718645437879955e-06
Position 816: 1.664533844726894e-06
Position 37: 1.4867334570490502e-06
Position 1120: 1.2532276083456882e-06
Position 59: 1.1343941111211158e-06
Position 73: 9.76927388562509e-07
Position 384: 6.713152304589062e-07
Position 316: 5.850071841680073e-07
Position 70: 5.1306699302768e-07
Position 703: 1.8894685701015467e-07
Position 684: 1.6066297702807923e-07
Position 788: 1.5464875321407794e-07
Position 800: 1.0364735849829916e-07
Position 688: 8.747792305442651e-08
Position 461: 1.7546456273994042e-08
Position 575: 1.5742311323556e-08
Position 521: 1.496292277971374e-08
Position 252: 2.9499569528669227e-09
Position 366: 1.1901065865306995e-11

