Gene = HMCES
index = 654
Annotated 5SS: [   66  1076 10158 11965 19696 23303]
Annotated 3SS: [  869 10013 11838 19513 23109 25748]
SMsplice 5SS: [   66 10158 11965]
SMsplice 3SS: [10013 11838 25748]
top_k =  500
Partition function (log Z): -14.363654990380917

Sorted 5' Splice Sites (High to Low Probability):
Position 10158: 0.9122813742293217
Position 11965: 0.7763139639561472
Position 1076: 0.6831478837796687
Position 66: 0.4012606184594409
Position 364: 0.27782589061208574
Position 3714: 0.2771850055496085
Position 14871: 0.1600726430280732
Position 372: 0.08827554619162217
Position 43: 0.0747302646579061
Position 837: 0.07296892817225585
Position 4300: 0.06667683553690262
Position 458: 0.05454654566361377
Position 24: 0.017454015699597734
Position 18256: 0.016672876614596772
Position 14334: 0.007242920463650023
Position 204: 0.006572214913318706
Position 3674: 0.004892476323802852
Position 478: 0.0025728164711728645
Position 1003: 0.0021979982024655067
Position 15970: 0.00175123429338935
Position 1142: 0.0015484966278133433
Position 11571: 0.0014553994793075988
Position 99: 0.0010001794092467612
Position 2793: 0.0006544757958687147
Position 2241: 0.0006216428647715248
Position 3997: 0.0005476045770279412
Position 465: 0.00038535413469376696
Position 2201: 0.00027183712732404094
Position 2670: 0.00026722227144959
Position 482: 0.00026499780500934163
Position 756: 0.0002515169506656274
Position 93: 8.182080863394557e-05
Position 284: 7.066833380517746e-05
Position 780: 5.952056317612238e-05
Position 870: 2.982369837550107e-05
Position 685: 2.817293112518825e-05
Position 337: 2.0729701119710575e-05
Position 589: 6.06118887700054e-06
Position 521: 5.19035136889621e-06
Position 33: 3.767805604271618e-08
Position 1999: 2.1900737462988782e-08
Position 1116: 1.4778738378146832e-08
Position 1137: 1.4658848678712787e-08
Position 759: 1.285069930131994e-08
Position 535: 1.2105903016011308e-08
Position 727: 9.606118038212351e-09
Position 859: 9.35932824272178e-09
Position 227: 5.279031987109266e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11838: 0.577037877777734
Position 10013: 0.4380691462762471
Position 869: 0.341712372751193
Position 924: 0.30892563714918964
Position 17200: 0.3054056980722075
Position 9995: 0.26987310223130667
Position 9965: 0.20476108356474307
Position 14754: 0.1708712113751854
Position 25748: 0.1424691026458561
Position 3642: 0.13931079914543668
Position 11878: 0.12819191496413268
Position 3581: 0.12467869903976764
Position 18371: 0.0963165966395788
Position 11875: 0.09329423667421306
Position 21208: 0.06939732384989328
Position 18946: 0.0644830137165082
Position 17949: 0.046916713286686014
Position 17241: 0.04272903157655148
Position 4093: 0.040847956074713324
Position 14775: 0.020885279077834232
Position 16997: 0.020024211837214288
Position 21504: 0.019945621686682916
Position 14147: 0.016232738958187717
Position 12076: 0.015261937529626752
Position 955: 0.014221499914673908
Position 12049: 0.014006726515640543
Position 3540: 0.013677685404090225
Position 20836: 0.01251218554806467
Position 16035: 0.010059714508135354
Position 12675: 0.009852455799343423
Position 4197: 0.009461508999485349
Position 15863: 0.009449912597493566
Position 926: 0.008362064630871524
Position 4219: 0.008075293072211817
Position 19760: 0.007805275428367529
Position 19513: 0.007241517365462777
Position 14750: 0.006987469569507302
Position 12511: 0.006599683743572286
Position 12492: 0.00629785553162161
Position 4169: 0.004953318300126552
Position 15297: 0.004288732138114463
Position 18517: 0.004279902455289671
Position 12876: 0.0041589144848360226
Position 14399: 0.0035816576062649786
Position 3500: 0.003088339688948096
Position 3924: 0.0023081477774919436
Position 11465: 0.00223880594190196
Position 13677: 0.0021774682856143352
