Gene = RP11-322N21.2
index = 1167
Annotated 5SS: [251]
Annotated 3SS: [848]
SMsplice 5SS: [251]
SMsplice 3SS: [848]
top_k =  500
Partition function (log Z): -9.901440758508256

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.7396886571882809
Position 74: 0.1982000614979003
Position 197: 0.027186898576660724
Position 267: 0.022182195444515367
Position 371: 0.009349408641983446
Position 403: 0.003488659899817001
Position 277: 0.0023363171322115894
Position 763: 0.0018722793137763074
Position 25: 0.0009503868910821883
Position 149: 0.0007625854903226869
Position 310: 0.0003243344372988264
Position 530: 0.00024250222659356272
Position 140: 0.00011731576954124567
Position 116: 0.00010354376471337178
Position 565: 8.760231721717885e-05
Position 719: 5.2922963203798804e-05
Position 229: 5.2198293211613745e-05
Position 231: 3.547725750626989e-05
Position 524: 1.1464531894326578e-05
Position 108: 7.368673616055834e-06
Position 615: 7.1784438093002644e-06
Position 282: 6.512392575466052e-06
Position 634: 5.875635717763106e-06
Position 164: 5.430307563112289e-06
Position 114: 4.393369072111839e-06
Position 449: 2.1939159853172195e-06
Position 666: 1.9019313146046365e-06
Position 452: 9.52299993793957e-07
Position 639: 9.303908594206314e-07
Position 328: 6.782316039592398e-07
Position 315: 6.365010039199605e-07
Position 29: 1.4220578950612551e-08
Position 53: 3.750043774807364e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 848: 0.8890714302992347
Position 644: 0.047145586150208994
Position 892: 0.019131905131178014
Position 947: 0.014757585912989644
Position 855: 0.007216074901216674
Position 674: 0.005552117606899774
Position 354: 0.00437816273140684
Position 895: 0.003926921845178864
Position 188: 0.003581479378593623
Position 295: 0.0020074563956044866
Position 138: 0.0014850043335825007
Position 161: 0.0013023403208190462
Position 708: 0.001223779301565275
Position 348: 0.0009831613885498234
Position 104: 0.0007370969576695122
Position 164: 0.0006302127106581479
Position 559: 0.0006281591395426736
Position 864: 0.0005235364671105012
Position 523: 0.0002894204305263775
Position 521: 0.00023347305277134753
Position 304: 0.00023242411605365685
Position 148: 0.00021826534565038482
Position 468: 0.00021240295037923266
Position 728: 0.00020911459532289655
Position 517: 0.00019325485476791613
Position 655: 0.00017235905905376513
Position 250: 0.00015981795455981387
Position 719: 0.0001234602899063413
Position 759: 9.984549374873606e-05
Position 571: 8.490827952070744e-05
Position 739: 5.776254402249933e-05
Position 803: 5.4086724694823665e-05
Position 362: 4.653319828814843e-05
Position 978: 4.601294273242402e-05
Position 442: 4.3227874441218536e-05
Position 590: 3.474252513652911e-05
Position 609: 3.4407819409567e-05
Position 474: 3.435376069944342e-05
Position 761: 3.39013725913211e-05
Position 229: 3.315139715018007e-05
Position 275: 2.7124585709494553e-05
Position 792: 1.6168128740732185e-05
Position 169: 1.590852420952879e-05
Position 577: 1.2265427603399443e-05
Position 756: 1.1231009221980707e-05
Position 297: 9.45199608655242e-06
Position 491: 8.060493800402631e-06
Position 786: 8.007599314836498e-06
Position 495: 7.600335136066659e-06
Position 905: 7.129745266974892e-06
Position 902: 6.9051026122283515e-06
Position 370: 5.837875556169593e-06
Position 384: 4.792264084541901e-06
Position 114: 3.872558228256353e-06
Position 255: 3.636825233605744e-06
Position 530: 3.0851369700399803e-06
Position 485: 2.0139953882336476e-06
Position 119: 1.9701464108852134e-06
Position 375: 1.4264125786634094e-06
Position 788: 1.249958329985925e-06
Position 89: 1.0765984012247795e-06
Position 125: 1.0558715557096014e-06
Position 128: 6.981079303305948e-08
Position 259: 5.053940298809689e-13
